id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word,pos_7,pos_10,std_word
15886,6,3,65,190,37,71,13,20,25,27,14,15,14,1,6,14,4,14,6,2,0,2,1,13,14,1,0,3.31116228991,0,0,7,0,2.31157657095,4.3,43.0,0,0,6.19422535211,1,0,0,0,2,0,2,0,1,8.48798782943,13.5714285714,0,0,4.64010907683
15887,6,3,59,147,38,52,7,21,18,19,13,14,10,3,10,9,3,8,6,1,2,6,7,5,8,0,9,2.26758868655,0,0,1,0,2.53994277314,4.63945578231,46.3945578231,0,1,6.47730769231,0,0,0,0,2,0,0,0,0,4.91446502542,14.8,0,0,6.79411510059
15888,6,3,87,211,46,89,9,31,30,30,14,21,11,7,6,14,5,13,4,5,2,7,1,7,13,0,9,2.40169159413,2,0,4,0,2.52544710821,4.68720379147,46.8720379147,0,1,6.35460674157,1,0,0,0,1,0,2,0,0,5.37073824496,19.1818181818,0,0,8.72632570619
15889,6,1,12,32,2,9,2,2,3,3,3,1,4,0,1,0,0,2,0,0,1,0,6,5,2,0,5,0.297768415941,0,2,0,0,1.66559105076,4.0,40.0,0,1,6.12,0,0,0,0,2,0,0,0,0,0,8.0,0,0,5.61248608016
15890,6,2,65,149,38,66,5,33,13,28,9,22,10,4,4,13,3,5,3,7,0,1,9,1,11,0,8,2.24671895667,0,0,3,1,2.69881499817,5.01342281879,50.1342281879,3,1,6.49257575758,1,0,3,2,0,0,1,0,0,0,14.9,0,0,8.98276126812
15891,6,4,102,226,52,93,13,42,27,39,11,21,18,5,7,13,1,14,6,3,0,5,9,1,9,0,22,2.93557463058,2,0,9,0,2.42461970784,4.70796460177,47.0796460177,0,2,6.69946236559,2,0,4,0,0,0,2,0,0,4.47561520414,12.5555555556,0,4,8.85200681718
15892,6,3,62,134,42,49,7,22,16,21,11,20,9,3,2,12,0,7,3,6,1,5,13,1,9,0,6,2.52924106695,0,0,4,3,2.83426340352,5.0671641791,50.671641791,2,2,6.36714285714,2,0,0,0,1,0,0,0,0,1.33745754176,14.8888888889,0,0,7.04658222031
15893,6,3,61,148,33,61,7,20,19,22,12,7,9,4,7,13,4,4,4,2,1,6,5,6,8,0,6,1.5612652059,2,0,6,0,2.2208769753,4.61486486486,46.1486486486,0,0,6.56081967213,1,0,0,0,2,0,0,0,0,2.67491508353,16.4444444444,0,0,8.23422547273
15894,6,2,48,105,19,45,4,21,10,18,4,6,7,3,5,6,2,5,2,1,0,2,1,0,6,0,9,1.31383450915,2,0,4,0,2.19377240448,4.62857142857,46.2857142857,3,0,6.58955555556,0,0,2,0,0,0,0,0,0,1.33745754176,15.0,0,0,11.0194633004
15895,6,4,95,204,57,81,9,36,24,33,15,26,13,3,7,14,3,9,5,2,1,3,7,2,14,1,19,3.55518681369,2,0,5,0,2.54906455911,4.93137254902,49.3137254902,0,1,6.51209876543,2,0,3,1,0,0,1,0,2,3.58049216331,15.6923076923,0,0,8.46153846154
15896,6,3,66,138,42,56,7,15,18,23,7,13,10,2,5,13,0,6,3,2,3,4,2,2,9,1,15,1.45411928418,2,1,1,1,2.56204093245,5.07246376812,50.7246376812,0,1,6.68875,1,0,0,0,1,0,1,0,0,3.58049216331,13.8,0,0,7.85875308176
15897,6,3,96,181,54,75,8,28,12,22,18,17,9,5,8,12,2,10,6,6,4,8,10,3,5,0,19,2.96072124516,2,2,6,2,2.66619470962,5.13812154696,51.3812154696,1,0,6.73533333333,2,0,2,1,2,0,3,0,0,3.58049216331,20.1111111111,0,0,10.6191069351
15898,6,3,73,190,41,74,5,28,24,31,16,10,6,5,8,14,2,13,1,1,0,9,10,3,9,1,12,3.26610503164,5,0,3,0,2.27996614318,4.42631578947,44.2631578947,1,0,6.56878378378,1,0,0,1,2,0,1,0,0,2.68536912248,31.6666666667,0,2,15.3586747113
15899,6,3,64,154,32,61,5,16,16,19,20,13,6,4,7,12,5,8,2,1,4,3,4,4,7,0,8,1.68977979053,1,1,4,0,2.29583532926,4.51948051948,45.1948051948,4,1,6.00590163934,0,0,1,0,1,0,1,0,0,4.02282666425,25.6666666667,0,0,21.4993539955
15900,6,3,54,113,28,57,7,17,11,17,13,12,9,1,7,11,3,4,0,0,0,4,4,2,6,0,6,1.13101880782,0,0,2,0,2.41328759505,4.9203539823,49.203539823,0,1,6.59298245614,2,0,0,0,0,0,2,0,0,2.68536912248,12.5555555556,0,0,5.63936779576
15901,6,3,69,172,44,61,6,26,25,23,10,17,8,4,7,14,5,4,1,1,7,5,11,6,7,0,14,2.27219693774,2,6,3,0,2.4757974399,4.77325581395,47.7325581395,0,1,6.60049180328,2,0,0,0,2,1,1,0,0,4.47561520414,21.5,0,0,12.4398553046
15902,6,3,96,251,50,105,10,39,28,34,20,25,11,7,15,10,8,15,8,2,2,1,8,4,13,1,17,5.46129188682,4,0,5,1,2.41928506775,4.57768924303,45.7768924303,1,2,6.28238095238,2,0,4,1,2,0,0,0,1,4.47561520414,22.8181818182,0,0,11.5586896223
15903,6,3,65,150,34,64,8,29,19,20,6,17,9,4,4,18,5,11,6,2,0,2,3,2,3,0,5,2.07212946651,1,1,5,1,2.56181737784,4.75333333333,47.5333333333,1,0,6.4821875,0,0,0,1,2,0,0,0,1,2.68536912248,16.7777777778,0,0,7.7714259778
15904,6,1,47,117,22,43,4,12,19,17,4,15,5,3,4,11,6,9,1,1,0,3,2,3,7,0,10,1.86134909366,3,0,0,0,2.52400791878,4.45299145299,44.5299145299,0,0,6.18418604651,0,0,0,0,1,0,1,0,1,4.47561520414,23.4,0,0,14.5409765834
15905,6,3,94,197,47,90,9,42,23,32,10,13,12,5,7,10,2,8,6,4,3,5,8,0,10,0,21,1.96441658115,1,2,3,0,2.3684054225,4.84771573604,48.4771573604,2,0,6.319,0,0,0,1,0,0,0,0,0,0.0,16.4166666667,0,0,7.94206452309
15906,6,3,76,164,42,71,7,17,19,22,13,14,9,6,9,11,1,9,1,3,1,3,4,6,8,1,17,1.79489250588,2,0,8,1,2.49214687562,4.7987804878,47.987804878,1,1,6.45098591549,1,0,0,0,0,0,2,0,0,3.58049216331,18.2222222222,0,2,8.80375901757
15907,6,3,55,103,26,42,6,15,12,14,12,9,8,2,10,10,2,0,2,1,1,1,2,3,7,0,2,0.8674808334,0,0,4,1,2.3549082773,5.05825242718,50.5825242718,1,2,6.81714285714,0,0,0,0,0,0,1,0,0,4.46864584483,12.875,0,0,6.37254854827
15908,6,2,53,154,29,62,7,21,15,22,15,13,10,3,9,13,4,13,2,2,0,1,8,7,14,0,6,2.32706941579,2,1,1,1,2.40010503972,4.35714285714,43.5714285714,0,0,6.20112903226,0,0,0,0,1,0,0,0,1,1.78327672235,15.6,0,0,10.278132126
15909,6,3,55,131,31,62,6,23,16,20,17,11,9,3,3,7,2,6,2,3,2,6,4,1,8,0,6,3.11964382961,1,0,3,0,2.43458154854,4.67938931298,46.7938931298,0,0,6.32822580645,2,0,1,0,2,0,1,0,0,1.78327672235,14.5555555556,0,0,8.71921391858
15910,6,3,69,162,35,70,7,22,23,21,15,13,12,4,6,13,3,4,5,4,2,3,5,5,6,2,14,2.61709646939,2,0,5,1,2.49800165512,4.65432098765,46.5432098765,2,0,5.60942857143,0,0,0,0,3,0,1,0,0,5.37073824496,13.8333333333,0,0,11.6821326059
15911,6,1,19,53,13,22,3,10,8,10,1,3,4,1,1,4,2,2,3,1,1,1,2,3,2,0,1,0.492476602783,0,1,0,1,2.5415273741,4.66037735849,46.6037735849,0,0,6.58181818182,1,0,0,0,0,0,1,0,0,0,13.25,0,0,8.31790237981
15912,6,1,54,134,28,55,5,20,20,23,8,12,6,4,5,11,2,6,1,3,1,3,4,5,7,0,8,2.93201463437,2,0,3,1,2.55664148172,4.62686567164,46.2686567164,1,1,6.39072727273,1,0,0,0,1,0,1,0,0,0.0,22.5,0,0,13.1116996101
15913,6,0,21,53,13,19,3,12,6,8,5,5,6,0,2,2,2,2,3,1,0,1,2,1,4,0,2,1.96055969501,0,1,1,0,2.47249015108,4.66037735849,46.6037735849,0,0,6.46,1,0,1,0,0,0,0,0,0,1.33745754176,8.83333333333,0,0,5.04700130991
15914,6,3,49,109,30,49,5,17,10,14,10,11,8,3,8,7,2,4,2,2,4,3,2,5,8,0,4,1.17927992154,0,0,1,0,2.51292952842,5.0,50.0,1,2,6.62489795918,1,0,0,0,0,0,0,0,0,0.0,13.625,0,0,6.76271949736
15915,6,3,67,188,31,74,10,25,24,21,15,12,13,4,13,9,5,4,10,2,1,4,4,7,12,1,9,3.39501906489,0,0,6,1,2.17900568242,4.33510638298,43.3510638298,2,4,6.02283783784,1,0,0,0,4,0,1,0,0,4.45819180588,14.4615384615,0,0,5.91757986674
15916,6,4,72,173,44,64,8,30,16,29,16,14,13,4,8,10,2,11,2,2,3,7,7,2,7,0,11,3.61282086225,1,1,4,1,2.48256455391,4.63583815029,46.3583815029,0,0,6.53296875,2,0,3,0,2,0,1,0,2,2.68536912248,13.3076923077,0,0,8.40681605681
15917,6,1,34,67,18,26,3,10,13,13,5,9,4,2,4,6,2,0,2,1,0,0,4,2,6,0,3,0.519606219018,1,0,0,0,2.5661752747,5.07462686567,50.7462686567,0,0,6.16269230769,0,0,1,0,0,0,0,0,0,0.0,16.75,0,0,10.5682306939
15918,6,4,113,283,56,105,13,43,31,48,25,21,15,8,11,14,3,19,5,2,8,5,7,9,15,1,15,4.51017038416,3,1,6,1,2.3574726653,4.42756183746,44.2756183746,0,3,6.19095238095,2,0,3,0,1,0,1,0,0,9.83241473049,18.8666666667,0,1,8.80807710129
15919,6,2,36,93,23,30,6,16,9,18,9,9,7,1,4,3,4,2,3,0,0,1,3,2,7,0,4,0.990779089175,0,0,4,0,2.25656799404,4.59139784946,45.9139784946,0,0,5.41866666667,1,0,0,0,0,0,0,0,0,5.8130727459,13.2857142857,0,0,6.01698276819
15920,6,3,65,162,38,68,8,25,15,21,18,16,10,3,11,10,2,6,5,1,0,6,3,6,9,0,6,2.14560210646,1,3,6,0,2.38264949868,4.66666666667,46.6666666667,1,0,6.20970588235,0,0,2,1,1,0,0,0,1,4.91446502542,16.2,0,0,7.41350119714
15921,6,3,61,141,37,60,7,19,14,23,14,9,12,3,7,13,3,7,0,1,0,4,4,1,11,0,9,1.61162219869,0,1,3,0,2.31962247566,4.73758865248,47.3758865248,0,0,6.49533333333,1,0,0,0,2,0,2,0,0,4.46864584483,11.8333333333,0,0,7.48145856249
15922,6,3,97,213,49,82,7,48,25,28,19,20,11,6,7,14,4,7,6,3,2,4,12,5,11,0,12,3.91557316213,4,1,6,1,2.45147792129,4.78403755869,47.8403755869,0,0,6.1356097561,3,1,1,0,1,0,1,0,0,1.78327672235,19.3636363636,0,0,12.1151499992
15923,6,4,79,179,42,81,7,32,17,27,17,16,9,5,9,14,2,11,5,2,1,4,1,4,10,0,5,2.25388288336,3,0,4,0,2.39223840677,4.7374301676,47.374301676,1,0,6.32913580247,0,0,3,0,1,0,2,0,2,4.46864584483,19.8888888889,0,0,11.6470734946
15924,6,3,92,207,56,74,8,42,31,29,10,18,15,5,10,10,3,8,4,3,2,2,10,2,12,1,30,6.78648182289,1,0,1,1,2.5234326985,4.71980676329,47.1980676329,0,0,6.74418918919,4,0,3,0,0,0,0,0,0,1.78327672235,13.8666666667,0,0,8.55466084788
15925,6,3,88,180,39,82,8,24,21,30,13,16,13,2,5,17,1,11,5,3,1,3,2,2,8,1,10,2.88151817381,1,1,7,1,2.38905922335,4.72777777778,47.2777777778,1,1,6.24695121951,0,1,0,0,1,0,2,0,1,6.70819578673,13.9230769231,0,0,9.81726531295
15926,6,2,43,108,22,42,6,17,7,15,4,7,8,3,5,3,4,4,2,1,1,6,3,10,9,1,4,2.4052714329,0,2,3,1,2.28536966447,4.53703703704,45.3703703704,0,0,5.60238095238,2,0,1,0,0,0,1,0,2,0.0,13.5,0,0,7.07106781187
15927,6,3,87,186,48,81,7,28,27,21,16,20,8,5,11,15,7,4,4,5,1,7,9,1,14,2,17,2.63404929261,4,0,1,2,2.6128524577,4.99462365591,49.9462365591,2,0,6.57925925926,0,1,1,0,1,0,1,0,0,1.78327672235,23.25,0,0,12.852528934
15928,6,3,40,102,22,31,4,9,15,15,6,12,5,3,2,10,3,9,1,2,4,5,6,3,2,1,6,1.3411098912,1,0,2,0,2.57445902172,4.52941176471,45.2941176471,0,0,6.02548387097,1,0,0,0,0,0,1,1,0,3.58049216331,20.8,0,0,13.5262707351
15929,6,1,39,101,21,39,1,17,20,9,10,8,1,1,2,5,1,1,3,0,0,2,8,3,6,1,15,1.89089718913,1,0,2,0,2.27856998754,4.47524752475,44.7524752475,0,1,6.09461538462,2,0,0,1,0,0,0,0,0,0,101.0,0,0,0.0
15930,6,4,83,173,39,72,7,27,22,21,16,17,8,6,6,12,3,5,7,3,2,3,9,0,14,0,22,2.9456522021,2,1,3,1,2.48225318162,4.96531791908,49.6531791908,1,0,6.49736111111,2,0,4,0,0,0,0,0,0,1.78327672235,21.625,0,0,6.18339510302
15931,6,2,93,188,47,81,7,23,24,22,12,15,10,5,8,15,3,7,6,2,1,5,5,2,14,2,21,4.2534084192,4,1,3,0,2.36764803053,4.90425531915,49.0425531915,2,1,6.6862962963,3,1,1,0,1,0,2,0,0,2.67491508353,18.8,0,0,10.9434912162
15932,6,3,58,144,32,56,5,21,13,27,16,14,18,2,2,10,4,7,2,1,5,1,4,6,12,0,8,4.04757571158,2,0,2,1,2.45218453898,4.52777777778,45.2777777778,2,0,5.71017857143,3,0,2,0,0,0,0,0,0,1.78327672235,8.0,0,0,7.94425019188
15933,6,3,55,131,29,64,7,13,15,16,11,10,10,2,10,12,5,3,3,2,1,0,5,7,17,1,8,1.75981290093,1,0,1,2,2.37759655014,4.67175572519,46.7175572519,1,0,5.8234375,2,0,0,0,0,0,2,0,0,1.78327672235,13.1,0,0,8.51410594249
15934,6,1,39,118,19,47,6,19,14,18,7,7,9,2,3,5,3,3,1,0,1,4,6,8,14,0,6,2.21789359454,0,0,2,0,2.07983844189,4.33050847458,43.3050847458,0,3,6.49617021277,0,1,1,0,1,0,0,0,0,2.67491508353,13.1111111111,0,0,6.36735501418
15935,6,3,56,172,27,69,6,22,23,28,14,13,8,4,10,10,3,7,3,3,1,4,3,7,14,0,7,3.10441702909,3,0,4,1,2.32278902124,4.27906976744,42.7906976744,3,0,6.24913043478,2,0,1,0,0,0,1,0,0,2.22909590294,21.5,0,0,13.4814687627
15936,6,4,100,227,58,95,7,33,26,27,18,22,8,7,15,18,7,10,5,2,5,4,5,7,10,0,15,3.08746252073,6,0,7,0,2.42788467421,4.75330396476,47.5330396476,1,3,6.63442105263,1,0,0,0,1,0,2,0,0,7.16098432662,28.375,0,0,8.07677998958
15937,6,4,115,256,63,111,11,40,31,34,19,27,12,8,10,20,6,13,3,4,3,7,8,8,14,2,27,3.49224919985,3,1,3,2,2.57057253102,4.8125,48.125,4,0,6.94297297297,1,0,0,0,1,0,1,0,0,7.5998341479,21.3333333333,0,0,9.43692511126
15938,6,3,125,268,62,105,12,46,31,45,21,24,16,7,12,18,4,13,5,2,1,3,10,4,12,0,27,3.70181484926,4,3,6,2,2.46451704434,4.73880597015,47.3880597015,1,3,6.38838095238,1,0,1,3,0,0,0,0,0,6.26586128579,16.75,0,0,8.234834546
15939,6,1,23,47,13,18,3,9,7,4,1,6,4,1,0,7,1,3,1,2,1,0,3,1,3,1,6,0.294361372281,0,0,0,1,2.8509050448,5.21276595745,52.1276595745,0,0,5.98277777778,0,0,0,0,0,0,0,0,0,2.68536912248,11.75,0,0,7.2240916384
15940,6,3,61,137,36,48,6,22,16,16,7,17,10,3,7,11,1,4,5,4,1,5,2,2,14,2,5,1.94159314807,0,0,2,0,2.56909665472,4.86861313869,48.6861313869,5,1,6.26166666667,2,0,0,1,2,0,2,0,0,4.91098034577,13.7,0,0,7.61642960973
15941,6,1,45,84,24,43,1,16,11,13,5,12,2,1,1,2,3,4,4,7,1,2,2,1,4,0,6,0.891466885465,1,0,2,1,2.91700063656,5.2619047619,52.619047619,2,0,6.93790697674,0,0,0,0,0,0,1,0,0,0,42.0,0,0,42.0
15942,6,2,104,224,53,86,9,31,31,38,11,18,12,7,6,15,3,8,7,5,1,11,14,3,9,1,34,5.66525181628,4,1,3,2,2.55972461458,4.79017857143,47.9017857143,3,1,6.41906976744,1,0,0,0,0,0,1,0,0,5.37073824496,18.6666666667,0,0,11.1679103785
15943,6,3,78,186,38,65,6,36,26,40,12,13,8,6,9,11,2,8,6,1,2,2,2,1,7,0,6,2.96779588653,4,1,4,0,2.38685857731,4.44623655914,44.4623655914,0,3,6.29076923077,0,0,0,0,0,0,0,0,0,8.94426104897,23.25,0,0,13.7272539133
15944,6,4,145,318,61,142,11,55,46,42,28,24,13,8,21,19,8,5,11,9,6,5,14,4,11,1,27,6.27257312516,6,2,10,6,2.48870232601,4.7106918239,47.106918239,4,0,6.44781690141,0,1,1,1,2,0,4,0,1,4.47561520414,24.6923076923,0,2,15.2587156198
15945,6,4,73,159,48,58,6,24,20,24,12,21,11,3,9,15,5,7,1,2,0,5,2,2,10,0,6,2.21137549206,1,0,4,1,2.67895821774,4.91823899371,49.1823899371,1,0,6.28948275862,2,0,1,0,1,0,1,0,1,7.5998341479,14.5454545455,0,0,10.5431031861
15946,6,3,76,186,45,62,7,32,29,30,18,14,10,5,11,11,2,4,3,1,1,6,7,4,16,1,8,2.92858565913,3,0,1,0,2.27839377083,4.60752688172,46.0752688172,0,2,6.38467741935,0,0,0,0,3,0,1,0,1,10.7240530917,18.6,0,0,11.7064085013
15947,6,1,26,60,10,25,3,4,7,5,6,3,6,1,4,5,1,4,0,0,0,2,4,4,3,0,9,0.694203543946,0,0,2,0,2.13101922513,4.36666666667,43.6666666667,0,0,5.6308,0,0,0,0,1,0,1,0,0,0,10.0,0,0,7.72442015084
15948,6,4,109,232,67,72,11,42,24,43,12,36,25,5,6,18,7,17,6,7,0,4,9,2,17,1,16,2.78719772938,1,2,3,0,2.77952537453,5.03879310345,50.3879310345,0,0,6.58972222222,2,0,2,0,1,0,1,0,1,8.04565332849,9.32,0,0,9.6818180111
15949,6,3,46,114,20,57,7,9,20,11,5,8,8,2,3,6,2,2,4,0,4,3,7,10,8,0,17,1.7229160426,0,1,2,0,2.128535398,4.64912280702,46.4912280702,0,1,5.73456140351,0,0,0,1,1,0,1,0,0,0,14.25,0,0,4.8925964477
15950,6,3,51,130,26,53,7,20,17,22,14,9,8,2,11,6,2,2,5,1,3,1,0,4,8,1,4,1.81747835503,1,0,2,0,2.20267089998,4.56923076923,45.6923076923,3,1,6.2079245283,0,0,0,1,1,0,0,0,0,4.02282666425,16.25,0,0,10.2560957484
15951,6,3,67,167,37,57,6,24,21,24,8,19,9,5,8,11,1,7,3,8,2,1,15,5,14,0,21,3.98110495925,3,1,2,6,2.80944997507,4.78443113772,47.8443113772,3,1,6.06719298246,4,0,3,1,0,0,1,0,1,4.91098034577,18.5555555556,0,0,11.1963397899
15952,6,4,83,187,40,87,9,31,21,29,15,14,12,4,8,11,3,8,3,5,2,5,3,3,11,0,12,2.27159859474,1,0,7,2,2.47420131139,4.73262032086,47.3262032086,0,2,6.62954022989,1,0,2,0,1,1,2,0,0,4.91446502542,15.6666666667,0,0,7.31816613337
15953,6,2,37,78,20,35,4,11,11,10,5,8,5,3,2,5,1,3,1,0,1,1,1,1,10,1,7,0.961198337198,0,0,0,0,2.3783068886,4.92307692308,49.2307692308,1,0,6.528,1,0,0,0,0,0,2,0,0,1.78327672235,15.6,0,0,8.16333265278
15954,6,2,69,154,36,59,5,20,8,19,12,17,6,4,7,11,3,10,5,2,0,5,4,2,7,0,11,4.86338015781,3,0,7,0,2.50038618526,4.72727272727,47.2727272727,2,1,6.06559322034,4,0,2,0,0,1,2,0,0,7.60331882756,25.8333333333,0,0,17.4777636505
15955,6,3,68,158,38,63,7,30,12,26,12,21,8,5,4,9,5,11,8,6,0,2,3,3,9,0,7,1.94079653937,2,0,4,2,2.75273716148,4.8164556962,48.164556962,0,0,6.27571428571,2,0,3,0,0,0,2,0,2,4.46864584483,19.75,0,0,9.70502447189
15956,6,3,68,164,36,76,6,22,21,27,13,11,8,6,8,10,1,5,2,0,2,3,10,5,14,1,14,1.98050559157,3,1,3,0,2.22567150464,4.59756097561,45.9756097561,2,1,6.00776315789,0,0,0,0,1,0,0,0,0,1.33745754176,20.5,0,0,10.9201648339
15957,6,3,85,190,46,84,7,24,28,26,13,18,7,6,9,17,4,8,5,2,1,5,3,3,11,0,12,2.72487734779,3,0,4,0,2.44191218425,4.79473684211,47.9473684211,0,1,6.26083333333,2,0,0,0,1,0,4,0,0,8.04913800814,27.1428571429,0,0,9.03056035959
15958,6,2,25,65,14,24,2,12,11,12,5,4,3,1,1,4,0,0,0,0,0,3,5,3,7,0,7,1.82094187524,1,1,0,0,2.21522268372,4.44615384615,44.4615384615,0,0,6.28458333333,1,0,0,0,0,0,0,0,0,1.78327672235,21.6666666667,0,0,12.1197726418
15959,6,4,151,339,90,132,15,45,45,45,25,31,20,9,22,25,12,14,12,8,4,8,8,6,17,1,29,4.23047003564,4,1,3,3,2.52862338444,4.80530973451,48.0530973451,2,0,6.50310606061,6,0,1,1,0,0,2,0,0,3.12073426411,17.0,0,0,9.94484791236
15960,6,0,23,47,12,20,2,6,5,4,1,5,3,1,5,2,2,3,3,0,1,1,2,4,1,0,0,0.574009752831,1,3,2,0,2.38636273532,4.85106382979,48.5106382979,0,0,6.422,0,0,0,0,0,0,1,0,0,0,15.6666666667,0,0,12.2836838485
15961,6,2,58,137,32,62,8,23,20,27,7,15,9,3,3,12,1,7,1,0,3,3,2,1,7,0,6,1.21117761482,0,1,2,0,2.43251553258,4.70072992701,47.0072992701,0,0,6.67032258065,1,1,0,0,0,0,3,0,0,2.68536912248,15.2222222222,0,0,5.99588336144
15962,6,2,65,161,38,69,8,19,21,26,8,15,11,3,5,15,3,10,1,0,1,4,2,3,12,1,17,2.07297823534,1,0,1,0,2.41853286979,4.62111801242,46.2111801242,0,0,6.52637681159,1,0,0,1,0,1,1,0,0,1.78327672235,14.6363636364,0,0,7.83085653358
15963,6,3,62,129,35,54,8,21,14,28,9,17,9,2,2,12,2,7,2,5,1,4,0,1,8,0,3,1.06868062125,0,0,3,2,2.67602222734,5.05426356589,50.5426356589,1,0,6.60518518519,2,0,2,0,1,0,0,0,1,2.22909590294,14.3333333333,0,0,6.16441400297
15964,6,3,49,134,25,49,6,19,17,22,11,10,9,3,8,8,3,5,3,2,0,3,1,2,9,0,5,2.18869176694,1,1,3,0,2.34954635715,4.34328358209,43.4328358209,3,0,6.5687755102,1,0,0,0,2,0,2,0,0,5.36028420601,14.8888888889,0,0,8.74889763779
15965,6,4,96,207,53,92,10,26,29,26,18,14,13,7,8,20,3,6,6,0,0,7,16,4,14,0,15,1.98594803406,2,1,4,0,2.22816732076,4.87439613527,48.7439613527,0,5,6.0547826087,0,0,0,3,2,0,1,0,0,0,15.9230769231,0,0,9.50677117768
15966,6,3,44,126,26,49,5,20,12,24,7,11,6,4,7,9,3,7,1,2,2,3,7,4,5,1,3,1.01183632761,3,4,3,0,2.35718422282,4.5873015873,45.873015873,1,0,5.9293877551,0,0,2,0,0,0,1,0,1,0.0,21.0,0,0,11.401754251
15967,6,2,53,144,30,53,6,16,26,26,9,10,8,3,3,16,5,6,3,2,2,4,5,2,8,0,7,2.02307583475,3,0,2,1,2.44087027673,4.48611111111,44.8611111111,1,1,5.54094339623,2,0,0,0,0,0,0,0,0,1.33745754176,18.125,0,0,10.959442276
15968,6,2,55,116,26,43,6,20,14,19,4,15,7,4,0,7,1,9,5,3,2,2,3,2,3,0,8,1.71074525323,1,2,4,0,2.67313527041,4.75,47.5,0,0,6.28093023256,1,0,2,0,0,0,3,0,0,2.68536912248,16.5714285714,0,0,8.7807767775
15969,6,3,65,147,37,55,7,24,16,25,15,17,13,2,6,9,4,7,5,4,1,0,7,5,6,0,4,1.93002977238,1,0,7,2,2.63109368763,4.85034013605,48.5034013605,0,1,5.53981818182,0,1,0,0,0,2,0,0,2,2.68536912248,11.3076923077,0,0,6.62610937457
15970,6,4,70,167,41,58,7,16,19,22,18,19,9,5,10,12,1,7,5,4,1,5,3,6,14,0,12,3.15659898413,2,1,2,0,2.62335110074,4.73652694611,47.3652694611,4,0,6.34534482759,0,0,0,1,1,0,2,0,2,8.04565332849,18.5555555556,0,0,9.14222330254
15971,6,4,91,229,48,93,11,31,26,35,21,15,20,5,15,19,5,10,3,1,3,7,7,2,16,0,13,5.86900087617,1,2,4,1,2.31028829542,4.53711790393,45.3711790393,1,2,6.70107526882,2,0,0,0,1,0,2,0,0,8.49495718873,11.45,0,2,9.69780903091
15972,6,0,41,125,19,43,4,20,19,16,5,7,7,3,6,10,5,5,2,1,0,2,3,2,9,2,11,2.58664453811,2,0,2,0,2.28015279624,4.136,41.36,1,0,6.26023255814,3,0,0,0,1,0,0,0,0,0,17.8571428571,0,0,12.240781621
15973,6,3,60,159,28,64,2,18,23,15,8,9,3,2,2,7,9,10,3,2,2,2,7,10,5,0,21,2.83169785235,2,0,8,0,2.23014999123,4.27672955975,42.7672955975,1,1,5.83671875,1,0,1,1,1,0,0,0,0,0,53.0,0,0,40.718546143
15974,6,3,106,226,54,98,11,30,26,31,19,23,18,4,12,19,5,7,9,7,0,5,7,4,13,0,20,2.69467817,0,0,10,3,2.72913556356,4.97345132743,49.7345132743,0,0,6.1437755102,0,0,2,0,2,0,1,0,0,0.0,12.6666666667,0,0,5.42627353203
15975,6,3,95,201,56,77,9,27,26,38,11,29,17,6,9,21,2,12,2,8,2,5,6,3,16,0,11,2.02385597006,2,0,2,1,2.71294116251,5.09950248756,50.9950248756,2,1,6.46402597403,1,0,1,0,0,0,0,0,0,5.37073824496,11.8235294118,0,2,9.82335329183
15976,6,2,71,176,32,62,7,30,27,28,9,10,8,5,4,11,4,8,3,2,1,4,12,1,6,1,19,3.37019997357,3,0,5,0,2.23826666471,4.41477272727,44.1477272727,0,0,5.925,1,0,0,0,1,0,2,0,0,0.0,22.0,0,0,11.3688170009
15977,6,3,63,136,35,64,5,19,21,10,13,18,6,5,7,11,4,5,4,0,8,3,5,6,7,0,13,1.78635978703,3,0,1,0,2.49835457834,4.94852941176,49.4852941176,0,1,6.4053125,0,0,0,1,0,1,0,0,0,3.58049216331,22.6666666667,0,0,10.6092203086
15978,6,3,80,213,44,101,10,36,19,29,13,14,13,6,6,15,7,14,4,3,0,6,7,8,18,0,5,3.11019735744,1,1,4,2,2.34170196121,4.55868544601,45.5868544601,4,0,6.21920792079,1,2,0,0,4,0,3,0,1,2.67491508353,16.5384615385,0,0,7.83105636469
15979,6,2,27,67,10,30,3,7,9,9,5,4,6,1,3,5,3,1,0,0,1,1,2,4,8,1,1,0.746247565731,0,2,0,0,2.03274861654,4.4776119403,44.776119403,0,0,6.228,2,0,0,1,0,0,0,0,0,1.78327672235,11.1666666667,0,0,7.47031161034
15980,6,3,60,142,32,60,7,29,16,20,14,9,12,3,12,8,4,2,1,1,1,2,6,5,9,1,10,2.09729975582,1,0,3,1,2.33183806992,4.64084507042,46.4084507042,0,0,6.79716666667,1,0,0,0,0,0,1,0,0,1.78327672235,11.8333333333,0,1,9.24511883224
