id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19
820,1,5,62,173,20,71,7,24,16,11,10,11,8,5,5,13
821,1,9,134,327,59,137,15,35,44,21,23,29,19,10,24,34
822,1,8,108,354,47,116,8,64,35,35,21,14,13,7,22,18
823,1,8,124,331,51,115,19,52,28,26,21,11,21,5,12,23
824,1,9,146,485,61,159,20,79,39,32,47,18,34,8,35,21
825,1,6,83,227,14,111,13,24,16,9,18,7,18,2,5,29
826,1,10,165,332,94,114,17,57,39,35,36,42,25,3,22,31
827,1,6,48,117,21,40,5,9,14,7,9,7,10,1,5,10
828,1,9,228,586,122,243,31,69,72,38,50,58,46,5,36,83
829,1,8,140,366,66,129,16,61,35,60,18,23,33,7,22,37
830,1,10,161,377,72,159,15,56,35,27,38,21,28,7,22,35
831,1,8,121,340,46,134,15,42,26,27,21,7,26,6,24,22
832,1,2,8,20,2,11,1,4,3,0,2,1,2,1,1,2
833,1,9,189,519,105,186,26,91,74,52,25,25,30,13,37,21
834,1,10,219,497,93,167,26,78,62,48,42,37,34,10,46,58
835,1,10,173,538,74,193,23,95,61,59,22,13,26,16,26,25
836,1,8,106,333,32,113,12,39,34,19,8,15,27,4,22,20
837,1,8,129,457,39,149,9,82,45,53,27,8,11,9,25,13
838,1,5,33,98,14,29,4,17,14,11,13,4,8,1,2,11
839,1,10,199,478,104,186,21,72,54,25,37,52,33,10,36,40
840,1,8,152,347,74,141,17,49,45,41,19,14,21,7,20,32
841,1,7,46,180,22,76,10,31,21,15,7,5,11,5,8,13
842,1,8,161,385,65,128,16,51,39,29,35,13,19,9,23,27
843,1,8,102,324,43,131,13,34,41,26,15,13,16,7,23,28
844,1,8,126,297,42,101,10,44,22,24,32,9,26,3,8,27
845,1,10,164,399,63,134,19,51,43,37,24,26,26,8,31,26
846,1,8,102,314,39,132,13,40,40,16,15,5,18,8,19,23
847,1,12,252,623,111,215,23,88,80,59,48,39,30,17,33,38
848,1,6,87,227,24,55,8,28,24,19,23,7,17,3,11,6
849,1,7,92,202,44,75,6,28,22,15,9,18,9,4,11,18
850,1,10,173,408,92,159,16,66,42,39,27,39,24,10,16,37
851,1,9,186,452,94,173,25,66,55,39,31,19,27,7,38,35
852,1,10,191,473,102,167,21,67,56,34,33,46,37,6,24,46
853,1,9,145,464,62,180,23,82,49,44,25,16,29,7,18,37
854,1,8,136,424,57,141,20,75,60,46,26,10,36,3,30,16
855,1,8,113,259,65,105,13,35,39,13,20,23,16,5,13,29
856,1,10,142,419,67,131,17,57,42,25,21,14,21,13,36,26
857,1,8,61,186,28,72,5,20,26,10,9,11,5,5,7,19
858,1,9,165,424,84,161,24,65,53,30,16,25,26,7,28,35
859,1,12,217,526,126,185,22,103,83,74,25,51,32,10,33,35
860,1,8,133,296,59,138,13,45,28,17,15,7,27,3,18,32
861,1,8,110,272,68,95,14,39,28,33,27,20,20,5,25,19
862,1,8,131,398,61,144,15,62,57,29,32,13,19,9,23,24
863,1,10,255,665,102,247,27,86,85,72,53,35,30,13,42,44
864,1,10,162,422,75,149,21,51,52,25,29,28,22,10,30,32
865,1,8,90,332,35,141,14,33,35,23,9,8,19,9,32,7
866,1,7,87,231,49,81,7,35,30,14,19,24,19,3,14,14
867,1,8,90,344,45,121,15,55,46,37,17,10,18,7,21,10
868,1,12,204,481,102,195,19,92,64,53,25,27,27,8,35,45
869,1,6,42,145,24,41,4,26,22,10,5,2,5,3,2,9
870,1,9,137,410,76,127,17,46,42,26,36,26,18,13,26,40
871,1,10,187,478,89,164,23,81,46,31,39,35,50,4,30,41
872,1,8,118,266,66,115,11,41,33,21,15,26,20,5,10,32
873,1,9,115,336,54,127,9,47,44,24,14,23,9,7,15,18
874,1,12,224,525,122,201,26,78,70,39,36,68,42,6,22,62
875,1,11,263,635,141,231,30,102,84,47,42,55,33,15,45,51
876,1,8,107,301,50,102,11,50,31,23,12,8,30,3,25,10
877,1,11,191,490,103,167,22,75,57,42,51,45,25,10,34,35
878,1,9,159,364,88,134,16,56,48,23,20,38,25,7,7,36
879,1,8,157,387,85,169,18,58,55,32,13,26,21,10,22,37
880,1,10,161,398,63,146,18,38,31,21,37,26,26,6,23,44
881,1,8,142,270,71,101,11,31,34,18,17,24,19,5,17,39
882,1,9,127,381,52,140,19,64,46,29,18,18,23,9,25,29
883,1,9,169,424,63,163,20,39,59,36,22,34,25,11,22,35
884,1,8,98,312,45,126,14,35,42,18,15,14,16,9,19,35
885,1,7,141,412,61,156,16,35,61,24,26,21,17,13,25,31
886,1,11,202,474,104,178,22,72,59,31,27,42,26,11,24,47
887,1,9,145,343,81,123,11,57,44,24,17,35,36,2,15,35
888,1,10,200,494,93,208,14,59,56,37,32,26,15,11,30,40
889,1,8,121,311,56,140,13,35,38,25,11,16,21,7,13,33
890,1,8,129,349,57,136,17,55,36,27,24,19,24,4,21,36
891,1,9,205,468,111,171,22,65,61,29,33,45,28,8,28,54
892,1,10,199,463,95,176,23,68,54,28,29,36,34,7,42,49
893,1,4,44,136,28,46,5,14,16,7,8,16,16,0,12,18
894,1,10,125,300,56,126,10,40,35,23,27,19,19,7,11,36
895,1,10,226,525,113,218,24,82,54,60,30,36,27,11,29,56
896,1,8,98,240,46,104,11,35,35,13,19,17,13,4,5,28
897,1,9,204,528,98,179,23,88,67,51,37,43,26,11,38,38
898,1,8,149,358,55,146,12,39,45,16,23,17,14,9,18,45
899,1,8,128,367,60,136,17,65,41,29,21,13,21,8,16,29
900,1,10,147,346,83,128,11,40,39,23,22,30,18,8,32,44
901,1,8,140,337,52,145,7,39,38,27,17,20,7,7,19,34
902,1,10,149,488,64,198,19,54,61,44,27,22,30,10,32,39
903,1,8,123,325,47,124,18,31,38,29,19,15,21,6,7,24
904,1,8,119,349,52,131,13,50,41,28,21,15,17,8,18,24
905,1,6,78,184,29,68,9,28,27,15,18,9,10,6,10,17
906,1,11,194,490,95,173,21,72,63,45,35,38,29,12,32,40
907,1,9,133,353,72,126,14,55,45,26,14,25,18,10,17,36
908,1,10,231,507,98,174,25,65,63,41,52,48,27,13,27,56
909,1,10,189,453,83,160,18,72,47,31,42,32,24,8,31,43
910,1,8,148,416,77,144,19,61,56,32,25,29,22,10,17,37
911,1,8,74,216,28,90,10,29,25,15,12,7,14,4,14,12
912,1,10,232,542,112,208,27,73,55,50,46,36,35,12,46,62
913,1,10,261,581,125,213,26,98,65,62,37,63,34,15,20,52
914,1,9,151,379,63,153,19,51,50,23,15,17,20,9,30,20
915,1,10,205,503,95,186,23,58,55,41,39,40,27,12,39,46
916,1,11,236,529,127,187,26,76,64,45,52,47,36,8,33,65
917,1,6,102,191,51,74,8,18,29,17,19,18,10,5,6,43
918,1,10,244,669,111,251,30,83,69,50,30,35,41,12,45,46
919,1,11,133,392,66,154,15,66,51,34,17,30,20,10,27,29
920,1,8,175,422,76,150,21,61,39,41,25,29,29,7,32,36
921,1,8,95,254,50,116,16,35,27,16,9,20,19,3,15,37
922,1,8,133,336,74,136,16,45,40,23,19,29,22,5,20,34
923,1,6,80,201,47,94,10,22,25,14,11,19,16,4,12,23
924,1,8,152,434,69,149,16,56,50,37,21,28,18,11,51,37
925,1,7,79,231,42,87,8,45,20,22,15,5,14,4,29,4
926,1,7,89,215,33,96,9,34,29,17,17,5,17,3,16,21
927,1,7,96,257,46,101,11,32,27,23,16,15,19,4,9,22
928,1,10,157,352,84,138,13,42,40,39,25,32,30,3,20,47
929,1,10,143,419,74,152,17,56,48,33,20,34,33,5,23,23
930,1,8,93,267,45,104,16,30,35,19,18,14,19,4,14,32
931,1,8,111,285,53,109,11,36,35,25,17,20,16,4,21,40
932,1,12,211,609,108,189,13,88,67,48,55,35,14,10,20,39
933,1,8,94,234,51,88,10,30,32,16,17,23,18,5,13,18
934,1,8,138,350,73,131,18,48,30,19,17,21,23,6,21,36
935,1,9,174,475,86,189,21,61,56,31,24,25,26,11,43,37
936,1,7,74,222,30,88,8,29,29,16,15,7,10,4,13,16
937,1,11,201,486,99,179,20,89,68,58,47,40,22,13,24,34
938,1,11,201,472,105,174,17,66,51,40,32,41,24,10,31,34
939,1,6,53,185,27,73,8,26,23,9,16,4,8,7,6,12
940,1,8,122,384,65,118,13,54,37,32,17,12,16,8,25,14
941,1,12,216,421,135,141,21,71,31,20,34,65,28,6,29,44
942,1,9,187,448,104,166,21,67,52,30,32,50,34,7,16,30
943,1,9,127,365,60,135,12,69,37,26,23,18,19,7,22,14
944,1,8,80,261,25,92,9,43,30,15,9,9,11,7,13,17
945,1,8,92,270,43,110,12,28,21,22,17,14,26,2,16,30
946,1,8,187,420,53,144,20,63,43,46,22,13,34,3,38,22
947,1,10,160,435,92,174,19,78,52,36,26,33,35,4,28,30
948,1,9,172,441,96,160,23,71,41,39,30,28,24,12,22,34
949,1,8,114,352,60,122,15,40,39,23,20,20,21,7,18,30
950,1,10,184,448,86,166,22,62,45,34,25,30,28,9,39,44
951,1,7,142,457,57,182,23,76,63,44,27,9,28,9,32,23
952,1,8,174,411,73,165,19,48,38,22,28,9,24,9,24,29
953,1,12,190,417,110,167,19,63,39,31,40,51,23,11,27,40
954,1,10,210,497,109,203,16,76,57,64,36,40,16,12,22,41
955,1,8,127,336,52,108,11,56,26,29,15,9,24,5,22,22
956,1,9,158,369,70,132,16,45,38,31,24,16,32,3,17,48
957,1,9,135,401,62,132,16,56,43,35,17,22,23,11,20,22
958,1,8,82,269,56,94,12,46,37,25,8,7,17,5,21,8
959,1,9,166,391,92,134,17,56,41,28,47,41,24,7,23,27
960,1,7,72,224,31,63,10,43,23,28,8,5,14,4,11,12
961,1,8,121,367,62,144,16,51,41,28,22,15,25,8,30,13
962,1,9,143,420,57,154,21,67,52,31,25,17,28,7,23,27
963,1,8,98,277,42,103,9,37,35,21,13,8,13,6,13,22
964,1,11,202,518,90,198,23,77,66,40,32,41,25,13,35,40
965,1,7,108,341,41,114,9,60,42,29,27,14,11,8,22,13
966,1,7,88,228,45,84,10,32,31,21,18,13,16,4,12,26
967,1,11,204,427,111,183,17,57,30,26,37,50,32,6,31,56
968,1,9,129,339,70,144,17,55,52,31,20,16,19,6,12,27
969,1,8,113,267,57,103,10,30,35,25,13,18,23,5,20,27
970,1,11,247,632,127,258,29,106,74,57,58,46,33,21,48,33
971,1,9,137,335,70,120,17,44,45,21,18,30,25,3,20,41
972,1,8,154,489,66,199,20,65,74,48,16,12,27,12,24,31
973,1,6,77,230,28,83,11,22,21,22,12,10,19,3,20,21
974,1,2,12,53,7,15,3,8,7,3,1,1,4,1,4,1
975,1,8,96,260,49,102,9,42,29,21,21,23,16,7,15,32
976,1,8,117,336,44,142,13,46,48,33,22,13,18,8,10,29
977,1,7,88,252,31,87,8,42,26,13,17,5,24,2,26,16
978,1,8,111,247,41,94,9,20,34,25,22,10,11,7,15,23
979,1,10,192,483,94,159,21,75,47,44,29,28,33,9,40,42
980,1,10,169,491,81,166,22,76,54,37,36,19,30,10,42,29
981,1,8,119,303,60,116,11,38,45,15,14,22,15,8,9,33
982,1,8,114,300,56,98,8,33,41,19,13,21,10,5,20,22
983,1,8,214,599,74,236,27,84,51,62,35,22,37,10,27,58
984,1,8,110,311,52,118,14,43,41,18,17,21,27,2,20,32
985,1,9,140,401,85,138,16,49,51,33,30,36,29,8,22,34
986,1,11,222,587,101,215,29,56,73,40,37,49,41,11,52,61
987,1,8,130,331,62,121,19,50,46,28,18,12,24,3,18,31
988,1,8,122,301,59,137,12,46,34,21,15,15,21,5,25,23
989,1,9,156,379,95,123,19,53,46,26,37,33,22,6,25,38
990,1,8,111,322,48,126,9,36,35,18,25,18,30,2,21,20
991,1,6,72,160,31,63,8,19,26,11,9,15,9,5,12,21
992,1,5,26,104,17,21,3,12,12,7,6,7,5,3,4,8
993,1,9,117,296,51,108,13,40,44,28,18,14,24,3,17,28
994,1,9,141,395,75,167,16,66,51,44,26,18,21,10,29,20
995,1,4,45,126,11,53,5,15,10,6,13,2,6,5,7,11
996,1,7,122,341,66,123,13,55,40,17,19,22,16,6,17,24
997,1,10,188,454,76,152,22,55,57,36,47,23,29,10,23,35
998,1,9,205,478,120,175,24,65,61,52,43,48,30,10,14,41
999,1,12,243,586,135,247,25,92,74,36,41,60,35,13,38,65
1000,1,12,324,728,191,256,34,98,79,73,66,102,40,20,56,68
1001,1,8,103,333,50,124,18,44,38,25,24,18,25,4,13,32
1002,1,8,106,341,52,106,15,30,36,24,18,16,27,4,30,24
1003,1,9,158,368,71,155,18,42,51,24,17,16,22,8,17,40
1004,1,6,63,168,34,71,6,25,23,8,11,16,7,5,8,14
1005,1,9,118,248,45,98,9,27,23,12,16,18,23,2,11,40
1006,1,8,178,435,102,153,22,55,63,33,25,27,31,7,17,40
1007,1,10,137,368,87,148,17,59,30,38,28,24,22,8,23,29
1008,1,10,171,503,67,158,14,70,48,32,59,8,16,9,50,13
1009,1,8,147,428,62,185,13,52,38,25,18,23,20,7,46,25
1010,1,8,109,265,36,107,6,49,26,17,17,10,7,5,21,33
1011,1,8,167,409,82,165,22,56,47,29,29,30,27,7,36,48
1012,1,9,147,356,79,119,14,60,31,24,29,29,36,3,15,30
1013,1,7,98,338,33,125,15,62,40,37,23,1,20,8,18,15
1014,1,8,135,341,62,166,16,39,46,19,24,28,25,5,19,33
1015,1,10,156,504,46,204,20,64,55,38,24,11,29,13,36,22
1016,1,8,94,273,40,92,14,38,27,22,8,8,21,3,16,12
1017,1,8,121,357,54,144,19,55,38,22,23,6,26,6,25,16
1018,1,10,234,498,132,190,20,73,64,40,43,53,29,12,38,51
1019,1,10,142,375,64,130,15,50,41,34,29,26,20,8,25,21
1020,1,8,98,262,26,120,11,42,32,19,13,6,12,7,10,21
1021,1,9,165,439,76,152,15,65,58,31,26,17,23,9,18,40
1022,1,11,277,612,129,262,27,102,62,60,45,37,33,18,35,60
1023,1,8,66,276,24,99,12,38,28,15,10,4,14,7,11,13
1024,1,9,148,422,63,144,15,46,38,29,23,23,21,9,21,34
1025,1,8,136,332,66,136,13,45,34,26,30,22,17,7,20,27
1026,1,10,148,416,65,156,19,61,47,38,34,23,26,6,28,21
1027,1,8,122,350,43,125,15,47,24,32,20,12,21,6,31,16
1028,1,10,243,559,115,231,25,76,63,42,33,43,40,9,41,57
1029,1,10,177,455,96,166,16,73,51,47,36,32,17,11,27,26
1030,1,8,69,197,41,73,8,29,25,18,15,15,11,5,12,11
1031,1,9,168,459,61,198,23,44,58,34,25,20,28,9,36,35
1032,1,8,169,436,91,171,18,64,53,39,29,40,23,11,18,37
1033,1,10,199,455,108,140,24,91,62,38,28,48,39,4,31,38
1034,1,8,151,448,63,158,12,44,65,29,21,25,14,9,28,34
1035,1,8,97,215,54,92,13,35,31,16,19,21,16,2,9,16
1036,1,9,152,357,68,130,17,47,32,31,26,26,25,5,20,30
1037,1,8,97,241,24,77,7,27,14,14,15,5,9,5,19,18
1038,1,11,231,558,98,228,26,94,76,44,27,27,35,10,33,45
1039,1,8,127,377,51,140,20,46,45,24,29,19,26,7,17,21
1040,1,6,45,140,24,65,7,15,20,4,17,11,15,1,7,18
1041,1,6,94,324,29,108,4,37,56,30,9,6,5,4,16,20
1042,1,8,142,339,72,120,16,55,46,32,22,27,20,8,11,30
1043,1,9,205,569,99,218,20,84,72,38,41,25,25,11,26,29
1044,1,7,92,259,38,94,8,32,21,17,12,17,22,5,20,22
1045,1,9,121,349,59,130,17,55,45,29,21,23,28,4,15,40
1046,1,9,117,332,62,121,12,52,36,25,22,22,30,5,16,23
1047,1,11,215,456,114,177,24,65,57,40,44,48,33,6,25,42
1048,1,10,180,508,86,207,22,72,51,33,31,37,34,7,35,44
1049,1,10,212,567,90,217,21,71,64,46,36,29,27,15,32,41
1050,1,11,223,538,127,208,23,92,48,56,39,39,27,12,32,42
1051,1,7,107,298,42,112,11,34,41,16,11,13,14,8,20,17
1052,1,9,146,393,84,150,17,59,57,34,22,17,22,7,25,26
1053,1,9,134,395,63,169,18,63,48,25,24,23,23,6,14,22
1054,1,8,96,257,47,99,12,40,23,17,15,20,23,3,16,23
1055,1,8,103,368,37,137,13,58,40,23,24,11,22,7,25,17
1056,1,6,78,201,36,90,11,27,27,13,11,11,20,1,8,15
1057,1,10,204,504,73,160,21,44,42,25,38,28,29,12,26,31
1058,1,8,126,360,68,138,16,37,42,19,21,21,22,7,17,35
1059,1,8,92,245,35,101,7,32,17,20,14,11,9,7,15,19
1060,1,8,97,269,51,108,11,44,30,15,19,12,18,5,12,15
1061,1,8,143,393,28,130,13,50,52,39,31,9,21,5,15,15
1062,1,10,110,348,57,114,17,45,47,37,22,17,27,6,15,19
1063,1,10,160,459,72,186,21,94,40,48,24,19,27,8,22,17
1064,1,9,203,451,109,163,16,68,66,47,38,38,24,12,21,40
1065,1,7,88,204,32,82,9,37,21,14,15,4,14,5,14,4
1066,1,9,176,464,77,188,23,68,55,50,29,31,28,9,25,34
1067,1,9,132,344,61,115,16,54,34,30,19,32,29,2,18,26
1068,1,9,155,525,56,175,20,71,59,40,32,17,32,12,37,31
1069,1,10,200,408,111,147,17,58,54,19,26,45,22,10,34,44
1070,1,7,78,259,28,94,8,35,26,33,17,1,12,5,14,15
1071,1,8,103,251,43,104,12,35,21,17,23,14,15,5,18,19
1072,1,8,119,322,40,141,15,58,32,26,16,2,23,6,22,24
1073,1,8,127,354,69,127,14,51,43,30,18,14,20,9,21,28
1074,1,8,127,388,56,132,16,53,53,27,28,18,20,7,22,30
1075,1,8,120,326,55,124,16,43,35,27,20,14,20,5,11,37
1076,1,10,215,510,113,223,23,66,71,40,43,44,29,11,23,49
1077,1,8,128,393,53,158,9,49,43,22,13,8,14,9,30,32
1078,1,12,297,677,150,260,31,110,89,62,44,40,41,13,33,33
1079,1,8,89,295,30,119,9,34,35,25,24,9,15,5,12,21
1080,1,8,160,342,57,160,16,56,37,18,26,7,22,6,7,40
1081,1,7,90,195,42,65,8,25,18,21,17,18,20,0,11,29
1082,1,9,113,327,49,111,11,39,37,24,12,13,17,8,8,9
1083,1,7,74,266,27,106,15,42,27,16,20,2,23,0,12,14
1084,1,9,134,336,74,118,10,47,34,17,31,25,16,9,30,32
1085,1,10,132,341,52,142,12,42,50,35,10,18,16,9,16,43
1086,1,8,128,411,59,146,18,44,33,27,21,19,24,8,33,23
1087,1,11,222,513,108,196,12,96,52,40,27,35,21,12,32,46
1088,1,8,136,404,50,169,18,56,47,45,18,20,30,7,28,22
1089,1,8,118,356,54,126,14,51,39,22,20,20,25,9,23,25
1090,1,6,70,235,35,78,10,29,25,13,15,13,13,5,10,17
1091,1,10,178,544,102,186,26,80,51,38,27,32,38,7,29,56
1092,1,10,155,434,68,168,16,74,38,32,23,17,34,6,29,30
1093,1,8,99,240,55,92,10,37,26,24,16,20,14,5,17,19
1094,1,8,135,270,76,124,12,26,34,14,20,32,25,1,18,43
1095,1,8,112,271,47,100,8,37,30,18,13,12,19,5,22,21
1096,1,4,28,120,10,31,2,11,13,5,7,2,5,2,4,3
1097,1,10,132,401,51,163,18,48,38,38,22,18,24,7,31,23
1098,1,9,149,368,53,131,17,70,49,21,27,16,33,3,19,22
1099,1,8,98,331,38,114,12,48,32,26,17,12,21,8,23,23
1100,1,9,104,280,55,116,11,34,30,22,19,30,13,5,18,30
1101,1,8,72,196,41,49,8,29,22,29,17,15,10,7,14,12
1102,1,8,108,302,43,105,13,45,33,18,27,10,17,10,21,25
1103,1,6,67,175,30,58,4,33,16,14,11,10,6,4,9,10
1104,1,10,287,699,140,254,34,102,96,64,46,50,36,17,31,59
1105,1,9,147,369,79,138,20,53,42,22,27,21,27,8,24,29
1106,1,9,180,476,102,160,20,70,59,52,38,38,24,13,37,38
1107,1,4,29,75,19,22,3,6,11,4,9,8,6,1,1,9
1108,1,9,148,442,66,172,19,69,54,38,31,13,38,4,35,30
1109,1,8,111,272,56,117,12,48,30,24,9,18,28,2,18,19
1110,1,8,87,269,40,94,15,36,32,13,8,8,18,6,20,25
1111,1,11,202,551,94,201,22,72,66,37,34,35,25,13,54,47
1112,1,8,93,299,47,102,12,37,25,26,22,10,15,10,19,14
1113,1,10,185,558,86,208,20,91,70,42,34,32,25,11,30,39
1114,1,10,155,418,61,148,20,69,46,41,38,18,24,11,25,27
1115,1,9,152,344,90,121,16,43,39,17,19,36,24,6,27,26
1116,1,8,102,290,41,103,11,37,43,16,25,14,16,4,21,24
1117,1,7,115,329,48,87,13,49,38,23,22,14,14,7,13,23
1118,1,8,115,350,54,103,14,53,36,32,30,9,29,6,18,21
1119,1,9,133,326,81,118,13,47,44,24,20,36,18,8,21,34
1120,1,8,124,392,61,151,14,56,52,16,23,22,38,4,22,24
1121,1,2,9,27,3,14,0,5,5,1,0,2,4,0,1,3
1122,1,10,181,473,99,213,23,72,48,38,37,35,27,11,24,33
1123,1,6,82,332,36,102,7,35,42,24,15,3,8,7,25,7
1124,1,9,184,409,85,160,19,59,55,27,40,33,21,13,25,42
1125,1,8,141,382,62,146,19,45,40,23,32,21,21,10,30,32
1126,1,10,124,402,65,149,17,48,46,27,18,24,20,9,24,35
1127,1,8,117,294,54,121,14,38,36,27,17,18,18,6,18,34
1128,1,8,69,359,33,116,11,50,28,26,14,6,24,7,25,6
1129,1,8,137,323,68,136,13,49,41,28,29,28,23,4,8,28
1130,1,6,46,231,15,92,8,35,24,12,10,3,8,7,11,13
1132,1,8,121,333,62,129,16,53,32,19,23,21,24,8,7,28
1133,1,12,201,537,94,201,14,64,48,32,46,37,17,10,26,65
1134,1,6,71,210,33,70,9,39,28,23,10,5,12,5,7,17
1135,1,11,281,641,154,274,31,91,89,50,52,54,38,10,34,58
1136,1,8,109,316,47,139,17,41,40,26,14,14,20,7,22,36
1137,1,8,142,371,65,136,14,52,36,29,26,24,30,4,26,31
1138,1,8,95,270,46,93,11,36,26,23,19,18,26,1,16,24
1139,1,10,228,459,98,185,9,61,49,32,48,41,13,7,33,48
1140,1,9,135,339,67,147,15,51,44,30,20,20,23,9,11,33
1141,1,6,87,241,30,81,8,25,22,18,17,13,12,5,13,21
1142,1,8,128,378,49,157,21,58,47,32,21,7,27,5,12,24
1143,1,8,178,387,79,153,21,64,41,41,24,17,29,3,28,41
1144,1,11,202,535,81,186,24,66,68,50,36,32,32,13,29,41
1145,1,9,129,333,69,128,15,49,33,16,13,23,18,7,28,22
1146,1,8,135,392,60,144,15,50,47,32,20,30,20,10,29,27
1147,1,9,171,395,89,153,18,56,44,23,21,42,25,6,34,56
1148,1,9,153,401,80,149,12,54,49,43,21,23,14,10,25,21
1149,1,10,178,401,97,145,19,62,37,33,21,39,25,7,46,39
1150,1,8,129,283,70,94,13,41,29,17,18,36,24,2,8,37
1151,1,10,161,481,80,164,21,72,66,38,32,29,32,9,25,33
1152,1,8,155,383,65,152,15,41,39,21,20,17,22,9,15,36
1153,1,9,137,392,68,146,18,59,39,33,31,28,29,5,25,30
1154,1,8,75,196,43,65,10,23,21,8,14,22,12,3,6,31
1155,1,8,126,331,81,105,13,55,29,29,26,26,20,3,26,17
1156,1,10,241,591,126,227,22,83,73,40,41,52,29,12,47,54
1157,1,6,94,233,43,85,9,37,19,17,17,21,13,5,12,25
1158,1,9,216,573,105,246,29,71,76,42,51,42,34,11,22,56
1159,1,12,181,412,96,139,14,64,56,34,38,32,23,9,25,41
1160,1,8,143,435,62,172,22,53,52,35,25,15,26,10,19,30
1161,1,8,114,329,44,127,15,38,34,35,25,14,17,9,20,27
1162,1,8,117,329,58,107,12,39,40,21,17,30,18,8,32,25
1163,1,10,250,526,115,200,26,82,46,46,48,33,32,11,27,39
1164,1,9,178,371,99,138,14,52,30,29,27,49,25,5,26,50
1165,1,8,104,324,48,133,11,47,31,26,15,9,12,9,18,21
1166,1,9,148,396,68,154,19,64,65,43,26,14,29,6,28,24
1167,1,10,165,441,65,180,19,60,44,39,25,23,31,8,27,43
1168,1,8,162,383,46,174,11,63,40,37,29,11,15,6,9,28
1169,1,10,187,417,107,150,11,72,42,32,14,38,18,9,28,43
1170,1,12,310,640,164,214,23,98,74,58,49,74,28,15,38,69
1171,1,12,293,781,134,302,26,98,78,60,57,54,53,15,46,60
1172,1,7,84,251,43,102,13,29,30,18,9,9,21,3,21,20
1173,1,8,129,336,70,117,13,51,30,32,27,30,29,3,19,30
1174,1,10,134,318,64,132,11,59,36,22,33,22,20,7,23,24
1175,1,9,223,521,102,175,29,74,66,40,37,36,38,6,31,48
1176,1,8,189,433,75,142,19,61,39,38,33,23,29,6,15,42
1177,1,6,68,197,28,71,9,28,20,12,10,10,12,3,12,8
1178,1,9,162,425,70,170,13,51,45,30,43,21,15,10,39,49
1179,1,8,112,365,53,140,13,57,44,28,18,13,23,8,24,15
1180,1,8,146,403,62,141,17,84,47,46,23,12,30,6,19,20
1181,1,10,131,340,66,134,16,60,35,31,21,25,26,6,12,36
1182,1,7,107,259,58,97,9,52,30,21,18,20,10,5,15,13
1183,1,8,79,270,24,83,10,30,34,22,21,7,11,3,18,24
1184,1,10,139,347,81,116,18,69,45,32,26,33,26,6,13,19
1185,1,8,127,304,59,110,12,48,35,34,23,23,25,4,15,24
1186,1,9,150,432,75,165,11,42,46,22,26,25,20,6,26,38
1187,1,10,151,354,84,138,15,50,47,23,30,43,20,7,17,42
1188,1,8,159,413,70,163,17,57,44,31,30,20,24,7,23,28
1189,1,9,114,296,58,114,14,44,30,26,11,3,16,6,19,21
1190,1,9,152,476,65,174,23,64,46,56,20,14,31,8,36,29
1191,1,8,168,436,62,174,19,68,51,35,29,18,28,10,38,44
1192,1,8,113,350,44,147,14,54,40,41,7,15,17,7,15,23
1193,1,10,196,503,110,181,27,70,55,41,45,45,39,6,35,47
1194,1,10,187,422,82,157,19,56,47,29,31,35,26,10,15,40
1195,1,11,172,396,94,143,16,60,40,33,29,39,30,7,23,35
1196,1,8,101,298,37,123,13,37,26,20,17,10,27,4,19,31
1197,1,8,154,511,71,180,19,65,67,45,20,12,25,14,28,25
1198,1,7,76,210,35,89,7,27,19,14,16,7,9,6,10,27
1199,1,8,116,292,55,117,9,46,30,32,22,17,28,4,14,27
1200,1,9,195,510,80,199,16,80,67,50,26,29,21,10,39,21
1201,1,12,223,460,124,163,21,77,66,44,34,52,26,11,26,43
1202,1,8,110,397,49,145,22,53,50,35,16,13,27,5,10,22
1203,1,8,134,397,59,140,21,62,46,35,26,16,32,2,16,32
1204,1,9,180,470,87,195,14,73,76,42,29,23,16,11,26,32
1205,1,8,133,325,59,120,14,38,29,25,21,26,17,6,17,36
1206,1,11,211,445,118,173,25,92,35,40,31,45,37,4,16,35
1207,1,8,189,449,98,158,18,60,52,41,36,48,23,12,29,49
1208,1,7,50,241,26,63,8,32,24,9,12,8,13,5,19,5
1209,1,8,126,310,56,127,16,49,35,21,13,19,26,3,22,39
1210,1,8,149,417,61,165,14,61,46,29,28,20,29,9,38,16
1211,1,9,161,408,87,145,18,63,42,38,41,42,24,9,27,40
1212,1,9,180,426,72,188,21,69,35,31,17,27,25,7,25,46
1213,1,8,153,363,97,156,16,53,40,16,5,39,24,5,19,78
1214,1,10,189,481,108,181,20,60,50,48,26,58,45,4,49,61
1215,1,8,152,471,47,145,13,65,44,43,45,15,17,9,12,23
1216,1,9,133,351,66,145,17,41,42,27,29,26,19,6,26,34
1217,1,4,24,100,12,37,5,6,10,8,4,4,7,2,2,10
1218,1,9,181,469,84,191,17,69,45,32,28,35,33,9,31,57
1219,1,8,109,327,48,120,15,44,33,19,22,12,18,8,28,20
1220,1,10,175,436,100,173,20,64,40,30,27,51,35,6,35,39
1221,1,10,194,507,99,202,24,85,71,46,33,28,26,15,28,33
1222,1,6,68,170,27,66,10,28,16,18,12,7,15,1,11,20
