id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27
534,1,11,339,739,192,271,30,125,63,69,44,78,38,18,49,61,26,31,11,40,18,19,75,48,10
535,1,8,107,356,60,125,16,52,42,27,13,21,18,7,18,19,13,28,1,4,6,13,24,25,1
536,1,8,157,331,74,103,19,40,55,40,26,28,24,4,14,55,11,7,2,5,8,5,16,4,0
537,1,8,107,331,44,151,15,52,42,14,16,18,22,8,17,29,18,5,2,3,8,8,11,32,1
538,1,8,85,328,41,115,11,43,30,31,10,13,16,8,32,23,9,15,4,0,5,9,17,36,0
539,1,9,140,376,47,134,9,39,50,34,22,18,10,8,29,42,21,10,3,0,7,3,24,33,4
540,1,8,128,347,57,142,15,58,44,40,14,16,19,11,9,20,8,10,2,2,12,8,8,29,3
541,1,8,136,417,64,138,21,70,43,40,10,22,35,3,24,26,22,20,2,2,13,5,23,38,0
542,1,10,209,526,97,207,21,75,57,51,31,43,38,11,34,50,22,18,11,10,8,7,32,40,8
543,1,8,100,300,49,108,12,35,30,28,26,17,28,2,11,29,2,15,2,8,6,8,15,29,1
544,1,8,156,338,84,132,16,48,41,32,21,32,19,9,20,44,26,4,5,16,7,5,23,12,3
545,1,2,6,16,4,3,0,1,1,1,2,2,3,0,0,3,0,1,0,0,0,1,1,1,0
546,1,6,59,158,25,47,6,24,20,16,15,3,7,4,11,13,10,7,0,0,3,7,21,4,0
547,1,8,146,372,81,132,17,34,47,22,22,22,24,6,24,40,13,8,0,7,14,8,18,47,0
548,1,8,141,384,74,157,9,51,52,26,20,32,12,9,14,41,16,10,6,7,12,15,16,25,2
549,1,8,141,333,86,111,15,34,38,25,28,39,17,8,24,31,14,8,15,20,10,6,40,23,9
550,1,10,231,594,121,218,24,104,52,50,42,40,39,14,27,45,24,31,9,11,17,19,25,34,2
551,1,8,168,379,73,135,14,62,35,28,29,32,20,8,12,52,10,22,1,3,9,3,28,16,6
552,1,6,78,200,28,78,7,20,21,13,18,11,14,4,5,19,6,5,1,6,4,2,22,29,0
553,1,8,151,412,74,140,16,44,54,29,29,12,23,7,21,47,27,7,1,1,5,9,31,24,2
554,1,8,140,415,69,150,18,57,57,29,24,31,20,13,21,34,17,12,4,8,4,10,23,39,1
555,1,11,209,526,103,188,23,81,66,46,39,23,31,13,23,30,18,15,9,5,12,29,55,36,24
556,1,10,185,529,95,185,24,62,62,33,36,30,33,14,39,33,20,26,7,10,7,6,44,57,16
557,1,10,182,548,72,222,25,56,59,47,27,34,38,12,38,60,21,22,7,6,15,7,20,46,11
558,1,10,208,467,115,180,18,62,58,41,31,39,26,10,41,48,17,15,5,9,8,14,29,24,0
559,1,12,228,504,125,193,21,90,71,46,33,36,22,15,28,47,17,14,8,11,16,12,39,18,4
560,1,8,121,369,54,149,14,44,44,27,27,18,16,9,32,33,19,7,7,2,11,7,35,32,2
561,1,8,124,332,58,111,16,58,40,33,20,10,20,8,18,14,8,12,2,1,12,6,24,30,5
562,1,10,190,478,89,173,18,70,57,49,42,25,20,13,33,29,15,15,4,1,16,10,38,29,4
563,1,7,69,183,34,67,11,31,19,8,20,15,15,2,4,13,15,5,1,8,5,3,18,20,0
564,1,8,199,418,89,135,19,61,33,30,44,40,24,11,15,48,13,23,4,9,12,5,38,23,6
565,1,9,158,466,74,197,22,65,49,40,33,19,23,14,26,37,23,15,9,0,12,18,24,35,2
566,1,8,106,265,56,102,15,46,35,27,18,22,20,3,12,22,4,4,0,10,17,2,17,15,0
567,1,8,86,255,39,92,10,32,30,26,20,19,12,6,14,18,12,5,1,6,5,5,17,22,4
568,1,8,147,420,73,169,18,55,46,39,23,21,29,9,29,44,14,14,11,6,9,7,19,34,3
569,1,8,113,318,48,111,13,49,39,30,15,14,17,8,12,20,10,8,1,2,9,10,17,26,1
570,1,8,153,486,66,182,18,66,53,32,26,14,25,9,33,27,29,21,7,2,9,8,38,48,7
571,1,9,159,365,77,143,17,52,38,27,41,30,22,7,20,47,17,11,10,10,15,6,25,12,0
572,1,11,254,556,138,215,25,78,79,56,40,53,28,16,45,64,10,31,13,9,15,16,15,13,2
573,1,10,256,585,127,213,29,86,59,55,39,38,39,9,25,59,19,16,16,7,17,24,26,31,10
574,1,8,76,256,42,83,9,32,27,18,11,20,25,4,12,17,8,12,4,5,7,3,14,21,1
575,1,10,188,414,97,163,20,60,51,32,33,36,26,11,20,35,17,21,4,11,6,10,32,28,10
576,1,8,126,367,67,149,12,52,41,21,16,29,18,9,16,35,17,9,6,6,6,6,22,39,2
577,1,6,43,148,17,54,6,16,18,13,8,5,13,2,11,13,8,2,1,0,4,1,10,16,0
578,1,9,95,260,41,85,11,36,24,22,8,17,16,6,8,28,21,6,2,3,11,16,16,28,0
579,1,8,120,351,55,127,15,54,40,35,20,11,23,8,25,25,16,9,2,3,11,6,28,24,8
580,1,8,147,477,56,164,19,67,57,44,25,10,29,11,45,28,25,19,2,7,16,8,45,43,12
581,1,8,143,379,81,122,20,73,50,34,19,22,25,6,13,18,13,20,3,5,14,16,23,25,0
582,1,11,174,387,90,168,18,58,41,39,33,38,35,4,14,37,15,11,17,8,14,5,26,33,3
583,1,9,148,491,60,142,20,59,55,33,30,13,21,16,41,17,19,23,4,0,12,11,23,54,21
584,1,9,171,528,63,194,12,68,65,39,29,14,16,10,40,25,36,22,10,2,8,6,42,53,6
585,1,11,283,628,146,215,23,75,67,60,43,59,29,11,42,70,25,17,13,10,17,37,21,28,1
586,1,8,114,297,35,107,14,53,34,27,18,14,24,3,16,17,12,7,2,3,8,6,25,23,8
587,1,9,116,402,52,138,16,59,41,24,19,18,34,9,18,33,14,12,3,1,15,12,19,45,10
588,1,10,189,524,98,184,21,94,57,49,43,48,28,12,28,37,32,23,3,13,13,3,54,34,11
589,1,5,39,101,18,34,5,13,11,7,6,6,7,2,8,4,6,3,1,0,5,4,5,5,1
590,1,6,37,148,21,55,7,17,15,11,6,7,14,1,10,12,7,6,0,0,3,4,9,13,0
591,1,8,135,377,45,144,19,43,41,37,25,14,24,7,26,30,14,15,10,1,8,4,27,27,0
592,1,8,102,235,55,88,9,39,18,20,20,20,22,3,14,22,7,7,2,2,11,5,24,18,2
593,1,10,126,368,51,129,16,62,35,46,39,21,22,6,18,23,8,14,1,4,9,6,24,25,0
594,1,7,89,196,38,80,8,29,30,9,19,13,17,1,8,12,14,2,1,5,12,20,7,10,0
595,1,8,133,270,78,131,13,31,26,17,21,33,14,6,7,59,21,5,1,15,3,6,16,9,0
596,1,6,63,170,28,69,5,20,18,15,5,5,6,3,16,12,9,4,1,0,1,11,10,8,0
597,1,8,192,462,74,181,14,66,47,31,26,24,20,9,36,34,27,21,2,10,9,7,23,42,6
598,1,8,95,345,39,119,12,60,43,34,12,4,17,8,14,10,16,14,5,0,5,6,33,31,12
599,1,8,173,417,96,155,21,67,47,27,26,34,24,9,29,26,10,19,3,11,12,11,32,36,14
600,1,6,51,213,17,77,3,38,31,20,14,3,4,3,12,15,19,10,0,0,2,4,12,7,2
601,1,8,81,213,37,83,9,26,28,16,10,11,16,4,13,15,8,6,0,4,8,6,12,24,2
602,1,8,108,242,63,65,8,45,27,19,16,23,11,3,17,20,10,6,3,5,7,8,26,9,6
603,1,11,291,696,111,265,24,106,61,53,76,42,34,15,41,42,26,17,12,8,20,18,97,44,8
604,1,9,142,305,79,112,17,52,42,27,17,31,20,7,14,33,4,7,7,5,8,3,29,15,6
605,1,6,66,194,19,55,3,24,21,18,12,5,3,3,13,12,10,5,1,0,6,1,25,14,0
606,1,8,159,460,64,171,19,49,48,39,24,25,22,13,32,36,34,9,4,8,8,18,26,50,1
607,1,9,160,438,71,194,22,57,55,38,29,26,27,9,32,32,9,17,0,10,11,11,22,34,3
608,1,7,147,373,56,150,14,57,55,26,25,26,19,10,11,45,17,13,6,3,16,8,24,9,0
609,1,7,82,260,39,96,8,40,29,24,12,19,9,6,13,19,16,9,4,3,7,7,6,22,4
610,1,7,87,259,36,84,12,52,35,25,10,12,17,3,10,21,10,6,6,1,12,4,17,9,9
611,1,9,143,402,59,155,12,47,50,21,26,20,15,9,33,41,23,15,1,3,8,9,21,20,1
612,1,10,181,437,80,157,22,83,46,53,24,32,32,5,15,37,12,17,5,12,8,9,42,28,5
613,1,8,118,345,62,119,17,44,37,30,12,23,26,6,14,29,19,12,0,3,9,19,9,34,3
614,1,6,106,268,37,83,13,39,25,14,23,8,20,4,26,18,10,15,1,0,2,10,28,18,5
615,1,9,167,419,95,136,18,50,52,29,31,37,26,10,31,44,14,17,3,9,11,6,20,37,4
616,1,8,124,329,44,111,9,35,42,21,16,9,10,9,20,28,25,9,3,1,7,20,19,23,1
617,1,9,171,431,91,169,19,57,64,35,23,29,22,10,29,39,8,3,7,3,14,22,13,33,3
618,1,8,148,438,77,141,22,57,38,41,28,24,33,7,35,30,20,12,8,6,12,12,44,45,1
619,1,11,255,563,147,193,23,106,82,41,39,57,37,13,30,54,22,18,14,10,12,11,28,23,8
620,1,7,69,191,28,70,7,27,24,16,13,9,17,2,8,12,4,5,2,1,4,0,7,23,2
621,1,8,46,190,20,69,3,18,20,17,11,7,4,3,7,17,2,10,1,0,9,4,14,23,3
622,1,8,109,266,50,122,11,49,30,25,19,17,21,5,21,14,8,6,1,3,16,3,12,14,4
623,1,6,56,187,23,76,7,24,27,20,12,4,8,5,7,15,8,4,1,0,6,2,11,14,0
624,1,8,94,293,45,106,12,34,27,17,19,18,23,3,22,19,4,13,2,0,7,4,17,27,3
625,1,11,158,452,69,156,6,82,65,39,21,16,6,4,30,13,22,15,4,2,8,13,23,26,9
626,1,7,99,250,38,101,9,31,32,14,18,19,12,6,6,40,11,7,0,1,2,10,7,20,0
627,1,8,111,259,38,124,7,39,32,8,11,14,13,5,18,18,19,4,1,6,6,14,5,22,3
628,1,11,131,287,66,102,14,41,27,26,25,22,18,5,12,23,9,19,3,3,9,7,15,14,2
629,1,11,192,431,107,178,22,60,46,39,23,42,33,5,27,44,12,15,10,11,13,13,30,30,6
630,1,8,142,383,63,141,19,45,40,31,42,30,24,8,30,36,20,8,5,3,11,5,35,43,4
631,1,6,68,181,26,65,11,14,26,10,7,10,15,0,6,21,7,7,1,2,3,1,7,21,0
632,1,10,151,411,79,163,17,47,56,29,33,25,22,10,16,43,21,11,6,10,10,15,24,39,11
633,1,8,126,391,63,149,17,63,49,28,14,20,24,7,20,31,12,12,7,4,9,10,27,28,4
634,1,5,34,178,17,69,3,25,22,11,9,3,4,3,13,9,20,7,1,0,1,2,10,11,0
635,1,10,168,451,74,148,17,57,58,47,34,18,42,5,23,31,11,11,6,3,20,14,25,42,0
636,1,9,134,320,87,90,15,42,48,28,25,46,18,8,13,38,10,10,13,7,9,6,19,16,2
637,1,8,159,348,69,113,17,50,39,20,23,22,29,3,24,41,11,12,3,4,10,5,31,31,2
638,1,8,110,297,52,124,13,47,41,25,21,20,19,4,14,23,13,5,5,7,7,7,23,22,7
639,1,6,61,208,29,70,7,35,24,16,14,5,8,5,12,12,18,4,2,0,5,6,25,14,0
640,1,7,93,311,44,94,12,47,41,25,15,14,14,7,15,17,17,7,1,3,16,5,9,28,2
641,1,7,92,237,42,100,11,36,26,15,10,7,19,3,14,19,11,8,3,4,4,5,6,15,1
642,1,8,169,451,79,168,15,68,41,43,19,13,31,9,26,35,22,13,3,1,7,12,25,40,4
643,1,10,199,532,113,230,23,99,68,52,33,23,33,12,37,45,21,15,9,8,16,14,23,29,2
644,1,8,148,322,86,105,14,52,56,30,21,49,23,5,23,34,6,10,7,16,5,8,13,7,1
645,1,8,125,371,50,144,15,60,39,25,20,10,26,9,13,14,14,15,2,1,9,16,19,40,8
646,1,9,114,306,57,111,12,44,41,25,17,18,16,7,10,27,14,10,4,2,5,8,31,22,1
647,1,11,131,295,68,118,13,36,28,14,22,34,19,6,19,33,14,5,2,6,2,11,22,22,6
648,1,6,95,181,24,58,5,34,25,9,10,6,23,0,3,14,9,0,0,2,0,5,51,10,3
649,1,8,105,276,34,106,15,27,33,18,17,16,18,4,15,30,9,6,2,2,7,4,10,27,0
650,1,10,191,453,99,169,19,86,70,49,28,37,28,8,22,23,13,10,8,6,11,10,37,21,15
651,1,8,99,319,42,104,15,41,32,34,15,7,22,6,19,24,13,13,4,2,6,8,24,26,10
652,1,9,97,225,36,88,11,25,20,16,22,9,16,5,11,24,7,9,0,3,8,5,19,21,0
653,1,8,110,302,54,96,15,44,44,33,16,22,21,5,18,20,7,10,4,11,15,3,19,27,4
654,1,10,185,450,102,166,24,69,58,32,26,45,31,6,35,47,16,13,8,8,11,13,24,20,16
655,1,7,80,214,44,87,4,32,31,18,13,10,10,4,13,16,8,5,7,1,0,6,14,21,1
656,1,9,142,429,52,162,15,61,35,33,32,14,18,10,20,25,18,24,0,1,6,8,36,44,11
657,1,9,142,394,53,150,17,51,48,38,10,17,29,9,17,27,11,19,0,1,5,7,21,42,12
658,1,8,113,343,59,112,13,40,33,21,22,29,17,7,26,35,22,9,5,6,4,6,22,32,2
659,1,10,171,404,78,166,16,56,46,27,18,33,24,7,21,51,20,18,10,7,6,10,18,24,11
660,1,11,190,455,94,193,23,65,59,43,41,42,26,8,23,47,21,12,6,10,8,17,30,19,8
661,1,8,98,264,48,111,10,42,36,23,14,12,16,7,13,24,12,4,3,2,6,13,17,14,3
662,1,6,58,197,31,58,9,24,21,19,15,8,10,3,16,12,10,3,4,1,5,2,9,15,12
663,1,8,122,385,63,133,17,59,39,26,18,11,20,12,19,16,21,6,4,1,5,18,21,37,2
664,1,9,153,442,70,150,20,63,48,37,33,14,27,7,34,24,18,18,7,3,14,15,30,24,1
665,1,7,61,244,21,72,11,37,29,21,14,6,15,5,4,12,9,14,1,0,8,9,19,19,1
666,1,8,169,420,78,167,19,62,45,29,21,29,20,10,23,42,16,19,5,11,8,7,39,41,3
667,1,9,122,367,53,132,13,54,35,26,14,13,19,7,17,21,11,18,1,1,8,10,19,47,13
668,1,10,169,397,92,178,15,69,38,31,24,44,36,4,29,37,16,17,3,10,10,11,18,21,1
669,1,8,165,451,58,145,22,54,48,38,32,13,26,12,36,17,18,16,7,5,8,13,38,42,6
670,1,8,137,383,62,129,16,60,46,34,26,12,19,11,27,19,17,18,3,1,22,5,20,28,6
671,1,8,91,256,58,95,8,31,28,14,16,29,16,6,16,29,8,15,6,7,2,3,24,24,4
672,1,9,166,425,74,165,19,57,46,36,27,28,22,12,28,39,13,21,5,6,9,12,24,28,3
673,1,6,53,121,25,53,4,20,19,10,2,8,7,2,8,14,4,0,0,1,3,4,6,8,1
674,1,8,92,222,49,88,10,30,28,14,18,18,17,4,13,14,7,8,0,2,5,5,15,23,0
675,1,8,124,425,46,166,12,59,60,32,21,12,20,7,25,29,25,9,11,1,17,17,18,39,1
676,1,8,73,241,37,91,10,29,38,17,14,16,12,7,5,22,12,4,2,2,6,2,13,31,1
677,1,8,85,278,46,94,11,46,37,37,21,14,13,5,16,17,8,5,1,1,12,8,6,17,0
678,1,8,196,561,73,215,22,73,68,65,27,15,25,16,24,37,12,23,2,2,13,34,37,45,3
679,1,8,109,333,54,146,16,42,39,24,17,12,23,6,22,20,10,10,4,2,12,5,14,41,1
680,1,9,166,486,73,180,15,64,47,27,18,24,17,12,25,40,29,21,8,2,21,17,28,47,9
681,1,8,126,357,45,140,18,34,38,17,13,17,22,8,7,31,18,18,7,5,14,5,9,53,0
682,1,11,194,517,85,171,21,74,58,55,34,21,34,10,20,42,25,19,5,4,11,20,58,34,8
683,1,10,169,516,75,193,22,84,49,45,28,15,35,9,31,20,18,16,0,5,10,10,16,54,18
684,1,8,144,317,76,102,13,46,39,29,23,36,25,4,17,33,8,12,2,12,21,5,18,19,1
685,1,8,148,321,97,113,17,67,35,41,19,37,22,6,12,27,13,16,7,15,20,6,14,10,1
686,1,9,147,403,63,154,20,58,48,45,29,21,27,6,19,26,15,10,1,1,16,14,28,19,5
687,1,8,102,328,34,137,15,28,26,18,8,7,22,4,23,21,9,17,4,0,13,4,8,63,8
688,1,9,110,286,62,89,13,45,36,26,13,14,14,8,15,25,9,11,6,1,8,5,26,18,8
689,1,8,141,397,61,172,16,59,50,33,30,14,18,9,32,18,18,12,10,4,5,7,19,46,13
690,1,9,131,365,54,141,15,52,38,31,24,18,28,7,19,33,13,13,5,3,10,10,16,20,4
691,1,6,66,175,23,84,5,21,25,13,9,5,7,4,5,17,5,4,1,2,3,3,6,20,4
692,1,6,44,171,29,49,2,29,20,20,3,6,4,2,11,4,5,5,0,0,8,3,6,24,0
693,1,8,107,324,60,135,10,36,49,19,13,23,12,7,15,35,18,8,5,3,5,3,8,38,4
694,1,8,134,327,78,105,15,47,37,18,24,29,22,5,31,27,8,12,0,7,10,3,9,33,0
695,1,9,160,375,66,160,19,53,45,37,23,15,23,9,12,36,7,7,3,2,11,5,10,35,7
696,1,8,83,258,46,100,12,42,35,25,11,13,15,5,12,13,10,9,1,3,5,9,13,21,5
697,1,8,138,342,61,126,19,60,46,29,29,20,28,4,20,26,15,2,14,4,4,14,36,21,5
698,1,6,60,237,26,85,6,28,24,23,13,11,10,5,17,22,18,5,0,2,9,4,17,23,2
699,1,12,278,774,158,288,30,108,98,74,48,72,31,20,58,52,17,32,11,22,18,17,44,54,12
700,1,8,86,275,27,92,11,44,30,22,10,10,17,5,8,17,10,12,0,0,9,4,28,37,3
701,1,8,130,344,59,134,12,39,44,23,26,24,33,1,17,26,8,7,5,7,13,10,21,44,7
702,1,6,55,162,32,59,6,21,18,12,10,15,8,4,13,9,6,5,2,3,10,4,2,16,0
703,1,8,159,385,60,142,11,63,41,37,28,22,12,11,11,37,17,19,2,10,11,1,39,26,0
704,1,7,70,233,25,81,9,32,18,19,8,5,13,6,9,13,18,19,2,1,8,7,22,23,2
705,1,8,144,445,79,169,19,59,65,34,27,16,22,8,39,27,15,8,1,3,12,18,29,40,9
706,1,10,180,423,90,139,21,55,59,34,24,42,36,4,16,48,14,13,4,12,5,8,22,32,10
707,1,8,107,337,28,122,10,52,34,28,21,10,16,9,19,16,17,11,2,4,6,8,39,33,1
708,1,9,128,360,58,119,19,43,28,29,24,20,21,9,24,26,19,21,5,4,13,11,14,25,4
709,1,10,232,539,111,162,20,78,69,53,43,42,35,10,16,37,12,20,8,8,16,13,81,24,11
710,1,11,135,404,71,145,13,65,39,27,22,26,16,11,28,18,17,8,5,5,10,11,22,42,1
711,1,10,161,443,65,195,10,68,53,31,25,14,10,10,40,22,17,14,6,6,9,19,11,34,4
712,1,9,170,388,60,158,18,63,57,38,30,15,22,7,7,33,12,17,2,0,12,4,40,33,10
713,1,10,126,336,49,135,15,48,39,26,27,12,22,8,14,26,12,8,4,3,5,10,19,30,4
714,1,9,182,404,76,149,19,70,49,27,47,21,23,6,26,42,22,13,8,2,8,13,22,10,1
715,1,8,42,161,22,46,6,27,18,12,3,6,14,2,4,7,7,8,0,0,4,4,8,20,0
716,1,9,111,331,46,131,12,41,43,25,5,8,17,9,25,23,21,10,7,1,5,4,11,40,8
717,1,8,104,258,49,101,9,31,27,21,16,31,30,1,16,42,7,6,4,9,7,3,15,23,4
718,1,10,196,471,101,155,13,73,59,39,25,32,16,10,30,36,19,12,1,7,12,26,23,33,1
719,1,7,103,261,53,85,11,33,33,19,20,19,18,6,11,19,12,12,2,7,13,3,18,30,1
720,1,10,210,561,112,230,22,71,70,33,35,25,28,16,57,32,24,16,2,8,14,37,32,39,0
721,1,9,156,389,83,139,17,52,44,25,33,30,21,9,26,43,11,17,3,5,9,12,26,23,7
722,1,10,241,576,135,243,26,78,64,43,34,61,38,10,46,46,24,17,5,10,14,17,43,50,5
723,1,10,215,544,106,200,27,92,76,34,27,38,32,13,38,60,25,24,7,4,6,7,15,34,12
724,1,8,108,240,50,82,12,35,28,21,5,15,18,3,6,33,6,7,1,6,6,2,24,17,2
725,1,6,77,174,23,55,6,21,15,13,14,12,9,5,6,21,9,3,2,3,10,1,27,18,1
726,1,10,113,351,55,142,16,40,54,19,22,22,24,7,22,38,17,14,4,6,2,5,27,29,1
727,1,6,55,155,28,62,5,17,14,13,9,14,9,3,10,19,10,6,0,2,2,3,1,14,0
728,1,8,120,341,53,133,16,57,44,25,12,19,20,9,10,22,21,9,4,6,7,9,29,25,8
729,1,7,72,202,39,87,8,29,27,10,15,16,17,1,9,16,7,10,1,4,7,5,6,16,0
730,1,10,201,536,105,195,24,95,61,61,52,28,28,14,25,35,23,24,10,12,27,8,18,27,8
731,1,8,158,503,80,188,20,76,57,46,30,35,25,12,23,35,32,9,9,16,11,14,38,46,2
732,1,9,96,313,46,99,15,41,30,31,13,13,18,8,21,36,15,24,4,1,6,3,14,17,1
733,1,8,49,119,28,38,4,19,17,12,7,6,9,2,14,5,5,3,2,0,3,4,10,6,2
734,1,10,185,465,89,172,21,63,53,39,40,32,34,8,37,44,13,14,7,5,8,3,34,38,20
735,1,9,182,456,94,173,20,53,45,36,28,40,24,9,34,33,15,23,5,5,18,25,22,37,4
736,1,10,136,400,60,151,17,46,52,29,23,20,23,7,16,23,20,14,4,2,15,16,23,43,0
737,1,8,143,400,61,145,16,58,44,46,32,25,23,7,27,28,14,7,8,1,12,15,10,29,3
738,1,6,102,244,46,109,9,36,42,15,18,14,14,5,9,27,8,7,2,3,7,2,9,23,2
739,1,9,120,335,64,123,18,41,38,31,38,23,29,2,13,25,7,11,2,7,6,8,19,30,5
740,1,8,177,473,80,178,16,70,69,53,42,22,20,13,26,22,16,11,2,4,22,21,28,31,3
741,1,8,140,307,78,123,15,56,33,18,20,32,16,6,18,21,13,16,3,9,11,9,24,23,0
742,1,10,196,566,59,190,23,83,55,60,42,11,42,10,25,31,16,28,1,6,18,12,65,34,8
743,1,10,166,449,89,174,19,70,54,32,22,29,27,10,31,37,19,15,5,9,11,5,26,39,5
744,1,9,136,320,62,112,17,44,43,32,17,23,20,4,14,27,9,9,4,4,7,13,41,17,10
745,1,9,156,463,78,192,13,63,61,30,26,28,15,12,38,34,30,18,3,10,8,20,43,29,5
746,1,8,118,336,48,125,20,42,45,33,25,12,24,4,24,20,6,5,6,4,11,11,16,31,2
747,1,8,92,215,41,93,9,35,27,16,12,15,13,5,11,23,9,3,2,3,4,6,9,8,0
748,1,8,146,412,77,156,16,58,42,30,18,33,24,8,14,28,19,28,8,3,3,13,18,36,10
749,1,10,157,456,79,185,22,68,50,46,15,29,33,4,27,32,18,14,7,6,20,9,11,48,3
750,1,8,130,351,48,128,11,61,36,27,16,7,14,9,32,16,13,8,3,0,7,12,30,36,7
751,1,8,112,343,49,112,15,52,34,23,20,12,19,9,23,15,9,8,6,1,7,5,31,34,2
752,1,7,70,209,33,79,10,31,23,17,11,6,11,8,13,15,13,11,0,0,5,5,5,15,0
753,1,8,105,276,54,121,8,40,34,15,21,11,10,7,22,26,17,11,3,4,3,16,9,20,0
754,1,9,155,366,79,159,17,67,50,29,17,28,22,7,22,23,20,7,8,11,15,13,22,16,3
755,1,9,205,518,110,185,23,89,54,53,29,30,26,12,29,36,16,20,4,8,11,12,34,37,8
756,1,8,122,314,49,123,11,41,48,15,24,23,13,10,13,27,13,12,3,1,7,19,11,20,1
757,1,9,171,383,85,129,17,66,45,36,32,23,26,6,24,20,21,9,13,3,13,20,21,19,0
758,1,8,135,355,50,113,18,56,52,35,27,10,23,6,17,23,17,9,3,2,9,9,36,22,1
759,1,10,166,369,102,136,17,51,51,36,15,38,26,6,14,47,16,10,8,8,5,17,13,16,9
760,1,9,126,362,48,125,18,58,45,41,21,6,20,8,30,19,16,7,2,0,8,20,20,28,1
761,1,8,119,272,58,84,12,51,21,28,19,14,12,7,8,13,12,8,4,5,16,14,37,12,0
762,1,10,157,452,99,163,21,69,45,45,34,40,37,5,29,27,26,11,6,15,17,19,20,24,0
763,1,8,101,224,51,103,9,34,33,16,15,20,25,1,11,23,8,6,4,6,10,1,7,13,1
764,1,9,201,573,94,177,24,71,73,44,37,23,28,14,22,35,21,21,10,6,7,27,41,48,8
765,1,7,95,246,31,96,10,34,26,17,19,8,21,3,8,21,6,17,0,0,6,2,29,28,0
766,1,8,89,251,36,85,8,36,32,23,12,11,9,7,16,16,9,14,1,1,11,2,10,24,2
767,1,8,115,352,46,92,15,59,45,29,24,10,26,6,11,24,8,18,4,0,17,5,35,23,1
768,1,8,154,439,68,176,17,77,56,27,23,11,18,13,25,11,11,9,1,2,10,18,15,44,5
769,1,10,229,536,123,222,25,94,71,49,29,46,31,11,37,53,24,18,5,20,13,3,23,25,2
770,1,8,107,325,52,119,17,44,43,26,10,12,24,4,17,14,4,11,3,1,14,10,12,38,15
771,1,9,136,448,67,152,15,80,43,47,20,18,20,8,16,32,19,13,0,5,15,7,13,42,5
772,1,10,209,503,90,194,24,76,65,42,32,37,32,9,28,52,23,9,3,10,11,12,24,30,2
773,1,8,159,425,63,165,21,70,33,44,31,27,30,7,24,35,20,13,5,3,10,10,10,28,0
774,1,8,163,388,85,147,17,62,40,37,29,24,18,9,24,42,14,7,2,4,3,7,22,19,1
775,1,7,89,216,31,91,5,38,20,15,20,7,25,1,7,20,11,7,1,2,7,2,19,7,2
776,1,7,80,188,43,84,6,26,23,11,13,12,7,4,13,17,11,5,0,1,5,7,13,18,0
777,1,10,202,520,110,202,22,77,54,37,26,41,37,10,35,39,17,25,7,15,15,2,33,45,8
778,1,9,157,430,82,165,14,50,56,26,22,30,15,8,31,35,17,10,0,10,6,15,40,36,5
779,1,8,130,312,54,125,13,37,43,18,21,28,17,5,28,32,21,11,1,10,8,9,9,22,4
780,1,9,165,477,80,174,19,60,58,27,21,33,20,12,36,41,33,9,6,4,9,24,24,30,19
781,1,10,182,513,86,173,22,65,56,42,34,28,29,14,54,25,32,14,10,4,18,10,40,37,4
782,1,11,192,481,100,187,23,78,61,43,33,39,30,9,31,33,21,11,10,12,9,8,37,28,7
783,1,7,102,283,43,101,10,40,31,30,9,9,14,7,15,14,14,12,5,0,12,9,17,28,2
784,1,10,224,552,133,180,26,106,69,75,28,52,29,13,28,50,25,20,12,12,9,5,26,20,1
785,1,8,199,455,81,171,19,73,53,38,37,27,23,13,7,47,14,23,0,11,22,10,16,40,1
786,1,8,108,286,67,115,10,38,27,29,20,27,23,5,12,23,8,7,7,6,7,11,17,22,1
787,1,8,161,360,69,138,21,64,35,17,39,25,21,6,23,19,16,9,3,9,14,30,23,19,0
788,1,8,117,364,41,125,15,49,49,22,14,24,16,8,21,36,19,16,2,2,4,3,16,33,4
789,1,7,87,224,31,61,6,25,25,14,25,11,8,6,18,22,14,2,2,3,10,6,42,12,3
790,1,9,150,417,68,167,18,72,48,38,23,18,21,8,26,24,12,21,6,6,9,4,20,32,0
791,1,8,115,294,57,102,14,37,21,12,25,14,20,3,29,32,29,7,1,1,7,8,16,22,1
792,1,8,126,332,58,130,18,60,36,31,23,21,26,5,14,35,11,9,5,1,10,2,27,18,0
793,1,11,205,498,108,208,27,72,51,44,39,32,31,8,40,39,18,15,4,10,5,10,29,35,7
794,1,8,118,404,56,126,17,60,41,47,21,22,27,8,24,23,16,19,1,4,10,4,23,40,7
795,1,8,124,386,59,134,15,66,39,33,23,25,22,8,29,28,15,21,1,3,7,2,8,29,2
796,1,8,126,309,75,115,11,42,43,26,22,28,22,5,16,25,10,5,2,8,8,16,22,28,1
797,1,10,154,505,76,206,20,77,52,49,16,20,34,9,41,29,21,15,3,0,10,12,25,52,13
798,1,9,195,669,85,217,29,99,76,47,21,14,42,19,51,33,44,22,8,1,27,26,18,75,18
799,1,8,130,284,47,113,12,51,42,23,15,11,15,4,4,20,16,20,1,4,2,2,33,12,0
