id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32
3815,2,4,130,347,55,136,15,36,37,34,20,23,27,6,18,33,17,20,3,7,9,0,15,33,1,5,3,5.19072550686,1,26,5,1,2.25549438445,4.34293948127,43.4293948127,2
3816,2,3,121,300,43,134,14,40,30,40,19,15,18,5,17,26,7,10,6,2,11,2,8,17,0,5,0,3.90602656922,3,17,15,0,2.01332240652,4.32666666667,43.2666666667,1
3817,2,3,36,152,10,68,7,16,13,14,4,4,15,1,7,5,2,6,2,1,5,3,11,25,2,1,5,2.97860944101,0,21,4,1,1.75314038797,3.86184210526,38.6184210526,0
3818,2,4,118,268,64,105,15,36,25,22,16,22,18,4,19,18,7,11,7,2,10,5,8,16,3,1,0,4.86773588641,0,12,14,0,2.41826242996,4.61567164179,46.1567164179,6
3819,2,4,242,847,57,387,31,81,98,75,31,13,44,22,77,55,31,32,9,1,23,23,24,70,15,6,12,12.440156095,10,43,25,1,1.61686933784,3.90082644628,39.0082644628,9
3820,2,3,143,345,61,129,15,28,38,23,23,20,20,7,23,30,9,8,11,5,16,6,7,30,10,3,0,7.44655637007,3,11,21,0,2.21687312621,4.39710144928,43.9710144928,3
3821,2,3,117,320,57,123,12,43,42,35,29,23,15,9,20,24,9,12,6,6,17,13,13,12,4,4,6,6.35570413107,6,11,4,1,2.31068248071,4.334375,43.34375,6
3822,2,3,131,285,76,118,11,46,30,34,16,36,13,7,15,26,13,6,5,8,11,13,12,6,1,6,2,3.87951800097,5,10,11,2,2.62143659556,4.90877192982,49.0877192982,3
3823,2,3,65,183,36,55,8,22,21,13,8,15,10,5,12,8,7,6,6,0,5,0,7,29,6,2,4,3.88030367307,3,9,9,0,2.32742816773,4.26775956284,42.6775956284,0
3824,2,4,182,526,73,207,17,75,63,56,28,26,25,10,29,30,21,13,17,7,19,12,22,39,4,7,21,11.6262472061,8,26,11,5,2.19809886088,4.16539923954,41.6539923954,3
3825,2,4,118,307,67,121,13,44,34,37,20,38,13,8,12,18,15,13,15,7,11,3,11,25,1,8,2,6.65080667142,6,26,3,3,2.69164231766,4.57654723127,45.7654723127,2
3826,2,4,203,564,81,205,22,71,55,54,36,37,26,17,25,29,31,24,20,3,28,11,33,43,7,11,20,9.23705927718,7,37,11,2,2.19405205713,4.25886524823,42.5886524823,2
3827,2,4,184,465,88,186,21,54,58,51,24,32,24,13,37,50,8,30,2,1,13,2,16,24,2,10,6,7.81911570287,5,14,22,0,2.14521481613,4.36129032258,43.6129032258,6
3828,2,3,82,264,22,110,13,42,21,28,12,13,21,3,20,8,11,6,4,1,4,4,9,28,5,2,1,4.18624696859,1,10,14,0,1.85469620955,4.03409090909,40.3409090909,0
3829,2,3,140,355,83,134,17,51,46,50,28,36,20,8,12,32,13,13,9,8,20,8,10,12,2,0,2,6.14568154311,4,10,8,2,2.56639997829,4.59436619718,45.9436619718,6
3830,2,4,122,362,53,144,11,45,27,30,30,18,13,10,16,24,21,23,1,4,10,10,24,21,5,10,11,6.27547553106,7,27,6,0,2.16540477141,4.16850828729,41.6850828729,2
3831,2,3,94,215,58,85,10,35,26,21,18,19,17,2,15,21,3,6,2,7,13,1,3,13,2,3,1,3.97552911081,2,9,5,4,2.58796976045,4.77674418605,47.7674418605,0
3832,2,4,140,450,55,181,19,69,56,51,11,9,25,10,28,35,13,18,4,0,10,4,24,33,10,6,12,7.15485929637,7,19,16,0,1.79508112863,3.98,39.8,1
3833,2,4,187,489,66,195,22,84,59,66,24,31,39,9,26,22,8,13,4,14,21,10,31,23,14,8,34,7.61829648512,0,11,29,11,2.37835040988,4.39059304703,43.9059304703,2
3834,2,3,112,391,33,170,16,32,33,28,18,6,18,12,22,27,15,18,2,0,9,17,20,44,3,16,6,8.38140776861,4,40,8,0,1.68691872942,3.88491048593,38.8491048593,3
3835,2,4,122,330,59,120,13,54,44,20,19,22,16,9,20,17,17,16,11,9,10,4,24,24,2,3,4,6.58595073124,7,15,11,6,2.5551592,4.33939393939,43.3939393939,2
3836,2,4,207,531,100,217,23,77,73,71,46,35,25,14,21,40,14,18,18,16,16,12,19,22,6,8,23,9.50642167522,6,22,8,11,2.47771576985,4.45574387947,44.5574387947,4
3837,2,3,83,197,45,82,8,25,25,26,19,17,11,4,9,16,2,8,7,6,3,5,4,7,2,2,2,3.61452295876,3,10,5,2,2.56828427533,4.64974619289,46.4974619289,1
3838,2,3,76,215,39,82,10,33,27,23,18,12,10,5,10,13,15,4,9,3,2,4,8,17,7,3,2,5.63566840411,4,12,5,0,2.31385458925,4.30697674419,43.0697674419,2
3839,2,3,98,329,36,118,14,40,31,30,14,6,18,7,19,19,16,10,2,1,8,6,22,44,12,4,10,7.01931973425,4,20,10,0,1.82244818025,3.93009118541,39.3009118541,0
3840,2,4,272,733,118,303,39,92,80,63,43,47,48,12,55,51,24,17,10,9,20,22,16,67,26,8,19,13.5869714075,4,38,23,3,2.22182496194,4.29195088677,42.9195088677,5
3841,2,3,64,196,20,68,10,25,27,26,11,6,14,4,11,17,3,7,3,2,4,4,18,7,3,1,3,3.34596593522,0,6,10,1,1.94112048002,4.03571428571,40.3571428571,0
3842,2,3,147,402,44,171,22,43,38,28,18,9,32,3,36,29,16,13,7,2,8,10,27,47,6,2,7,7.01074177826,0,29,15,1,1.91480076106,4.19154228856,41.9154228856,2
3843,2,3,156,448,47,175,20,73,47,54,28,13,23,12,26,32,21,12,3,2,8,6,14,35,3,8,1,8.00454023815,8,14,22,1,1.8903243485,4.04017857143,40.4017857143,2
3844,2,4,170,444,74,181,19,47,58,56,36,26,24,10,29,44,14,15,14,3,12,9,18,20,10,2,13,9.41142674196,7,19,9,1,2.23130182348,4.27027027027,42.7027027027,4
3845,2,2,26,85,9,32,4,9,10,8,4,2,6,3,8,6,3,3,0,0,2,1,7,8,1,0,2,1.99259941177,0,3,4,0,1.94086238016,3.91764705882,39.1764705882,1
3846,2,4,164,445,55,219,16,41,44,28,32,22,20,11,41,26,20,7,5,2,7,12,35,43,1,9,27,6.61144090839,5,36,20,1,1.96799217934,4.35280898876,43.5280898876,0
3847,2,4,240,693,80,286,34,84,61,70,39,31,42,10,45,50,36,24,7,10,32,15,36,59,11,10,36,16.653637765,7,48,12,5,2.07756288653,4.19047619048,41.9047619048,5
3848,2,4,138,381,70,139,13,58,38,33,17,28,16,10,23,27,13,20,9,6,6,9,23,34,10,13,6,8.46375841683,7,11,15,1,2.39093640134,4.24409448819,42.4409448819,3
3849,2,4,186,467,85,173,17,50,57,40,25,41,24,11,37,40,18,12,4,7,13,14,15,49,11,9,0,10.1786663852,8,13,23,0,2.35690259552,4.43254817987,44.3254817987,4
3850,2,3,72,263,20,111,12,33,29,23,10,6,17,5,14,12,4,14,1,0,4,3,13,26,5,0,0,4.61438933302,1,15,12,0,1.7511000146,3.76425855513,37.6425855513,6
3851,2,3,151,403,56,174,16,46,43,42,16,22,17,10,35,41,20,15,5,4,6,5,9,26,2,3,8,6.95643789996,6,30,12,3,2.14535729657,4.31017369727,43.1017369727,1
3852,2,3,141,362,57,155,14,38,52,38,28,16,18,10,26,41,14,8,5,1,10,4,13,27,5,4,0,7.82778421778,6,18,12,0,2.11201483506,4.20165745856,42.0165745856,7
3853,2,4,84,259,37,97,11,28,12,16,22,16,22,2,25,12,9,13,1,2,10,7,16,29,17,6,8,4.38956818296,0,6,11,0,2.10616577532,4.18146718147,41.8146718147,2
3854,2,3,134,325,42,146,13,29,41,37,6,11,13,11,16,43,10,10,7,1,6,8,9,22,16,2,8,3.6621964682,5,22,6,0,1.90933131197,4.36307692308,43.6307692308,3
3855,2,3,97,273,55,110,12,36,30,18,16,21,15,6,13,18,15,12,7,4,5,4,27,30,2,1,2,5.13975855513,4,26,14,3,2.53731577506,4.4358974359,44.358974359,2
3856,2,4,134,349,49,158,12,28,42,22,12,12,13,8,25,32,24,11,3,5,13,6,19,40,0,5,1,6.18442363058,6,33,10,0,2.03008203769,4.29226361032,42.9226361032,3
3857,2,3,180,536,76,209,17,64,88,51,32,24,17,16,26,39,20,13,15,3,13,6,26,35,16,3,20,11.2025395196,10,37,11,0,2.06382248039,4.15111940299,41.5111940299,5
3858,2,3,139,335,69,125,16,40,36,31,32,28,17,10,19,25,8,11,5,4,9,9,14,21,11,5,9,8.74908180183,4,17,14,1,2.39391787495,4.57014925373,45.7014925373,8
3859,2,3,198,517,75,228,15,64,76,54,24,19,18,11,45,35,17,15,12,8,20,12,46,34,4,2,11,8.56019386443,9,32,15,1,2.00392085646,4.32882011605,43.2882011605,4
3860,2,3,141,429,49,182,18,56,40,53,21,11,19,12,46,30,19,10,5,1,8,7,25,36,5,7,6,8.33093470701,8,25,16,0,1.89659256899,4.05827505828,40.5827505828,1
3861,2,3,71,235,35,81,13,21,26,14,8,12,21,2,15,17,9,12,11,1,11,0,19,27,0,1,5,4.95492305748,1,22,5,0,2.0867004977,4.06808510638,40.6808510638,1
3862,2,5,277,600,146,274,26,94,80,73,41,41,31,15,33,73,18,27,7,7,18,11,17,19,4,9,4,10.286490674,6,15,27,5,2.43376133024,4.66333333333,46.6333333333,2
3863,2,3,141,369,53,144,18,44,42,35,26,16,20,8,19,26,12,16,6,4,15,6,21,30,3,3,11,6.45070477087,4,20,15,1,2.19033958252,4.21138211382,42.1138211382,2
3864,2,4,150,367,70,133,18,55,46,46,21,18,27,6,22,22,11,8,8,0,14,9,18,17,6,2,15,6.46686073539,1,10,17,0,2.08933034509,4.31880108992,43.1880108992,3
3865,2,4,121,336,53,129,17,45,45,40,20,19,19,8,17,13,6,12,7,1,6,4,20,26,20,11,23,6.84910266986,2,3,13,1,2.19079087925,4.14583333333,41.4583333333,2
3866,2,4,74,235,36,82,12,38,24,25,10,9,12,4,12,11,14,12,7,1,6,5,9,17,3,5,0,5.26742364357,3,13,5,0,2.10186141838,4.07234042553,40.7234042553,0
3867,2,3,93,239,46,88,12,26,36,19,18,16,13,5,11,33,11,6,9,3,4,2,7,18,0,2,3,5.08961666415,3,16,8,1,2.3587035203,4.37656903766,43.7656903766,2
3868,2,4,146,405,67,181,14,49,53,25,33,28,17,11,26,25,25,12,7,5,13,8,11,38,7,9,0,6.84245282389,8,18,13,1,2.24169684451,4.36790123457,43.6790123457,1
3869,2,3,178,404,94,154,23,56,53,43,29,32,26,7,15,41,7,18,6,5,12,10,19,23,8,5,12,7.10269565656,3,19,12,0,2.43236268408,4.58168316832,45.8168316832,1
3870,2,3,113,301,54,111,13,42,36,18,21,15,16,9,10,18,14,13,5,2,9,10,11,28,2,11,7,5.95012900715,4,14,11,1,2.2633142429,4.23920265781,42.3920265781,2
3871,2,4,185,402,95,180,18,62,44,44,30,39,22,12,30,27,12,19,10,9,16,5,3,13,3,5,8,5.76775704257,4,12,15,1,2.55907849981,4.71393034826,47.1393034826,1
3872,2,4,136,527,41,176,14,58,60,34,25,15,16,11,37,30,22,25,10,1,19,18,39,44,2,15,12,10.5205430289,7,34,8,0,1.73608046131,3.76280834915,37.6280834915,1
3873,2,5,352,877,169,348,31,102,127,113,68,84,33,26,60,58,34,21,27,27,18,7,60,43,17,16,77,14.3656746884,17,28,15,14,2.5225520457,4.58950969213,45.8950969213,7
3874,2,3,94,249,29,103,12,32,26,24,12,5,16,6,19,18,4,7,7,1,5,1,16,25,3,0,6,4.53013033774,1,14,13,0,1.89064970041,4.23293172691,42.3293172691,0
3875,2,5,287,615,159,260,32,87,73,49,45,68,33,14,46,60,19,24,16,15,32,10,13,26,1,11,8,7.93675362128,6,26,20,3,2.5420152601,4.88292682927,48.8292682927,10
3876,2,4,224,544,93,239,24,39,50,39,36,35,26,16,41,67,28,25,25,13,6,6,8,37,6,3,4,8.35920284503,7,38,27,5,2.3594603772,4.42463235294,44.2463235294,10
3877,2,4,166,389,59,150,16,51,46,48,35,17,20,9,13,36,20,17,15,0,15,7,26,18,2,3,17,6.55075399015,6,10,13,0,2.0971710251,4.31876606684,43.1876606684,5
3878,2,3,110,361,36,162,21,48,44,49,23,12,24,6,32,28,5,12,2,4,12,4,2,13,1,3,2,7.2314768035,2,10,15,3,1.95182042072,3.96121883657,39.6121883657,3
3879,2,1,15,46,5,20,3,11,5,2,2,2,4,1,2,1,2,2,1,0,3,1,1,5,1,0,0,0.868440434523,0,2,2,0,2.02162225001,3.95652173913,39.5652173913,0
3880,2,3,68,187,32,67,8,23,15,26,6,16,9,5,12,17,7,8,2,0,3,2,9,17,0,1,4,3.77532533891,2,14,9,0,2.25694132428,4.33155080214,43.3155080214,1
3881,2,5,136,338,68,134,11,47,39,36,33,35,23,6,18,24,6,6,9,6,15,4,12,26,12,8,19,6.55038944339,3,6,8,3,2.5034101371,4.53846153846,45.3846153846,1
3882,2,3,43,154,15,59,6,23,16,12,10,6,8,5,11,9,4,7,0,1,5,3,9,14,1,1,1,3.91815353534,1,11,4,0,2.02317655135,3.82467532468,38.2467532468,1
3883,2,1,15,48,7,20,3,9,5,9,3,4,4,0,0,2,4,0,0,3,0,0,5,3,2,1,0,3.88387890954,0,3,3,0,2.43633473693,4.35416666667,43.5416666667,0
3884,2,3,98,379,33,131,10,45,51,27,24,18,10,7,22,19,21,17,6,1,16,4,22,42,2,9,0,9.58703409786,6,28,9,1,1.98739940384,3.72823218997,37.2823218997,2
3885,2,3,143,351,46,151,15,47,48,37,29,16,16,9,21,24,9,11,11,3,13,4,12,16,3,2,6,5.68182561876,5,9,22,1,2.16622236451,4.30484330484,43.0484330484,3
3886,2,3,134,379,59,145,17,45,52,36,27,22,22,9,18,28,14,13,20,4,12,7,16,29,8,8,12,8.40153195646,4,12,14,0,2.21735971759,4.17414248021,41.7414248021,3
3887,2,4,100,254,46,103,15,42,29,29,20,18,19,1,9,30,9,9,5,4,8,7,6,9,0,2,6,4.17582863908,0,14,5,1,2.25195511901,4.40157480315,44.0157480315,3
3888,2,5,173,417,65,194,18,72,45,53,28,31,26,10,23,25,13,5,14,7,18,10,10,21,10,2,8,7.45707561197,5,12,16,4,2.29445064919,4.47721822542,44.7721822542,3
3889,2,4,170,480,85,183,21,56,60,43,30,33,27,10,19,28,12,24,15,8,12,10,6,49,24,6,9,9.4729666785,4,17,17,1,2.33936893363,4.26458333333,42.6458333333,3
3890,2,3,157,407,97,160,16,41,41,41,32,37,16,9,26,46,13,18,11,5,12,14,14,30,10,3,0,8.13388273411,6,17,8,1,2.45830876302,4.47911547912,44.7911547912,1
3891,2,3,98,242,37,110,7,27,30,18,13,26,8,6,7,30,8,4,10,7,3,9,10,17,5,5,4,4.25697664094,4,17,10,3,2.71846938297,4.57851239669,45.7851239669,4
3892,2,3,142,340,70,161,18,56,43,21,21,22,21,8,24,23,15,12,7,3,15,7,6,25,3,3,4,5.11282102539,1,9,15,2,2.26723257983,4.53529411765,45.3529411765,4
3893,2,4,196,479,83,216,18,59,62,28,36,28,32,9,47,35,23,13,11,6,12,12,13,44,13,14,5,8.37341087545,4,28,9,1,2.25043659002,4.42171189979,44.2171189979,1
3894,2,3,143,388,63,157,18,52,47,40,32,26,29,4,16,31,11,10,12,4,11,5,29,24,4,4,18,5.48133851757,0,28,10,0,2.12815642945,4.47422680412,44.7422680412,0
3895,2,4,86,287,38,112,14,33,38,28,14,12,18,6,26,18,12,10,0,2,8,9,19,35,2,1,0,4.6913494645,3,23,11,0,2.03766822879,4.04181184669,40.4181184669,2
3896,2,4,213,558,78,249,27,69,62,46,35,22,30,13,39,47,25,9,8,6,18,9,24,47,4,14,8,10.8034987873,8,39,17,0,2.06755234221,4.27419354839,42.7419354839,9
3897,2,4,90,322,40,121,15,37,54,47,22,10,17,8,15,24,6,7,1,1,5,4,7,23,1,3,2,6.4375681897,4,19,13,0,1.94377340879,3.90062111801,39.0062111801,4
3898,2,3,188,419,63,190,18,50,50,36,21,22,22,8,33,47,26,10,16,4,8,10,9,28,7,7,0,6.82498542437,4,16,19,2,2.13118216006,4.42720763723,44.2720763723,1
3899,2,4,159,432,49,199,19,40,49,57,24,17,21,13,18,46,19,18,5,2,6,15,4,21,2,6,2,6.53247065127,4,33,14,1,1.90753510303,4.19675925926,41.9675925926,9
3900,2,3,132,355,34,169,14,43,35,24,21,8,19,9,12,35,20,10,2,0,10,4,16,28,7,6,0,6.37460214053,6,33,13,0,1.7717938934,4.12676056338,41.2676056338,8
3901,2,3,142,331,71,119,12,50,40,37,31,33,12,9,22,20,16,14,4,6,18,1,12,13,1,6,4,6.11787004361,5,11,6,2,2.58002737258,4.5166163142,45.166163142,3
3902,2,4,211,479,92,206,23,56,60,50,34,27,26,14,24,51,30,13,11,4,7,12,22,29,5,6,23,4.62872420163,3,25,11,1,2.06373748634,4.5636743215,45.636743215,2
3903,2,2,24,47,12,17,2,3,3,2,5,6,3,1,1,6,1,1,2,0,5,4,3,2,0,0,3,0.72784239373,0,3,1,0,2.33700869077,4.87234042553,48.7234042553,0
3904,2,4,169,432,73,195,19,55,53,49,28,31,22,10,15,34,13,13,19,6,18,12,17,26,8,13,19,6.43419446357,4,21,9,2,2.24186344494,4.43518518519,44.3518518519,5
3905,2,3,119,309,38,134,12,32,38,25,26,11,13,9,13,21,15,7,4,1,8,7,16,34,11,4,9,5.78409931304,5,16,9,1,1.91926637205,4.15533980583,41.5533980583,2
3906,2,4,288,616,153,252,21,79,77,62,45,73,23,16,39,64,17,24,18,5,22,16,20,33,3,2,15,9.63736899848,11,36,18,0,2.44942454547,4.76785714286,47.6785714286,4
3907,2,4,129,318,72,123,15,38,39,31,28,34,16,6,25,32,10,9,7,7,3,6,11,16,0,4,5,5.11478848781,3,24,15,1,2.45499134843,4.64779874214,46.4779874214,0
3908,2,5,254,606,95,253,24,84,85,64,38,33,28,13,33,48,19,14,15,1,11,9,21,36,24,9,21,10.3385649661,7,29,18,0,2.05650480479,4.36633663366,43.6633663366,3
3909,2,4,173,452,71,164,21,45,50,22,15,23,24,13,30,35,13,15,5,8,9,15,3,59,2,14,0,7.04661721238,3,31,27,3,2.19850924263,4.3296460177,43.296460177,3
3910,2,3,125,366,36,135,9,55,33,36,27,8,9,9,27,22,19,11,4,0,9,2,38,18,5,5,11,7.3963052203,9,11,16,0,1.82644692679,4.03278688525,40.3278688525,3
3911,2,3,146,476,52,203,23,62,63,40,18,6,48,1,26,39,5,16,2,0,7,9,21,54,6,3,5,11.6958226599,0,33,24,0,1.83588968438,3.95378151261,39.5378151261,3
3912,2,3,140,342,64,134,16,34,39,39,32,26,19,7,28,30,6,9,8,1,14,7,17,24,3,0,11,6.06329613135,3,21,8,1,2.13961307885,4.5350877193,45.350877193,2
3913,2,3,123,280,53,120,10,30,24,19,22,13,18,7,30,35,17,0,9,2,4,3,18,22,0,4,7,4.07837796896,3,30,8,1,2.51329287291,4.61428571429,46.1428571429,4
3914,2,3,127,294,58,127,13,40,35,32,21,19,13,8,24,20,11,9,7,2,7,8,25,18,4,5,19,4.11134277476,3,20,8,1,2.12041446594,4.58503401361,45.8503401361,4
3915,2,3,168,397,64,162,22,62,50,43,21,23,26,6,24,37,9,15,6,2,20,2,7,13,2,3,5,7.0183769898,1,11,15,0,2.19666080175,4.37279596977,43.7279596977,4
3916,2,4,122,357,36,179,17,18,48,25,14,11,20,8,31,49,6,13,4,0,8,13,8,38,2,1,0,4.98301056025,2,19,20,0,1.81583293196,4.21288515406,42.1288515406,5
3917,2,3,118,360,47,132,16,33,32,26,30,23,16,9,19,29,22,23,5,3,2,5,10,36,14,5,1,8.2113167974,5,21,12,0,2.1488626403,4.02777777778,40.2777777778,2
3918,2,4,218,503,108,203,23,66,45,50,28,42,30,9,29,47,15,31,11,9,7,9,22,28,24,16,27,7.10321210882,5,18,11,4,2.40022394463,4.60636182903,46.0636182903,1
3919,2,4,215,512,93,213,24,64,45,47,38,44,33,12,32,46,24,16,11,2,16,6,21,36,1,5,20,9.17077638605,3,38,19,1,2.19855067982,4.505859375,45.05859375,4
3920,2,4,231,560,113,197,20,70,70,70,49,51,24,14,32,51,23,24,22,11,15,7,20,15,6,6,25,9.25890661974,10,19,13,7,2.41968815114,4.54464285714,45.4464285714,6
3921,2,3,158,437,54,174,18,52,36,29,31,15,23,9,23,33,25,11,15,2,22,16,17,37,2,7,14,259.116915702,6,30,8,1,1.95728588264,4.13272311213,41.3272311213,1
3922,2,3,183,456,88,196,17,42,44,33,30,33,26,10,33,46,18,15,6,2,7,12,40,52,5,11,11,6.26498540813,6,41,13,2,2.18002989988,4.55921052632,45.5921052632,0
3923,2,4,178,439,73,171,21,75,47,52,27,25,28,10,18,37,16,18,6,1,8,8,11,26,11,9,3,8.39586395556,3,15,19,0,2.17786980337,4.30751708428,43.0751708428,2
3924,2,3,194,485,68,208,24,57,54,43,44,25,31,10,28,43,18,7,5,2,23,14,21,40,4,2,14,8.37180040305,4,37,11,2,2.08941513802,4.27628865979,42.7628865979,6
3925,2,5,189,579,78,231,27,85,64,59,25,31,36,12,30,19,21,24,6,3,24,7,19,65,41,9,17,9.67293935385,6,14,9,0,2.08279681254,4.09844559585,40.9844559585,2
3926,2,3,120,441,41,184,21,55,68,54,13,10,22,12,18,35,12,22,4,1,5,5,38,34,4,1,8,8.05478734607,2,23,18,1,1.81349814177,3.91836734694,39.1836734694,3
3927,2,3,135,310,53,138,15,44,34,43,18,16,16,6,19,34,13,11,8,0,8,4,15,14,2,5,12,5.93944109644,4,17,3,0,2.08560905042,4.43225806452,44.3225806452,4
3928,2,3,97,335,35,135,13,32,29,32,7,13,16,9,19,29,20,13,4,1,8,4,18,48,0,0,2,5.039512454,5,28,16,1,1.92982619778,4.01791044776,40.1791044776,0
3929,2,3,98,319,33,149,12,32,38,22,21,10,12,10,20,12,11,15,2,4,6,10,13,35,1,6,3,7.06460983813,7,24,15,2,2.02691808331,3.9592476489,39.592476489,2
3930,2,3,178,478,88,169,23,65,45,56,30,33,30,8,37,23,17,22,7,6,20,8,11,29,8,5,7,8.29271676883,3,20,16,0,2.34796190311,4.3179916318,43.179916318,1
3931,2,4,162,374,74,145,16,37,38,27,22,32,20,9,35,56,16,17,13,8,7,10,10,19,3,1,2,4.36956301556,5,31,8,1,2.28741693615,4.69251336898,46.9251336898,3
3932,2,4,206,521,105,199,19,83,61,45,35,44,29,8,45,23,13,23,11,7,29,10,18,31,5,4,21,9.15192787862,7,19,9,4,2.414001434,4.4990403071,44.990403071,2
3933,2,3,121,378,55,190,15,32,43,27,17,18,16,13,24,31,21,14,3,3,13,7,19,35,4,3,0,6.29529045847,7,14,21,1,2.07251390382,4.22222222222,42.2222222222,11
3934,2,4,185,392,70,180,17,42,39,32,26,13,25,9,19,45,18,19,12,3,14,13,26,15,3,1,18,5.1364641168,2,14,9,2,2.04098999731,4.55612244898,45.5612244898,5
3935,2,3,159,365,66,131,11,29,50,32,22,17,12,9,25,52,17,15,8,2,6,9,25,18,6,1,8,4.41725910895,7,17,14,1,2.0737276169,4.42739726027,44.2739726027,4
3936,2,3,109,359,36,124,12,40,45,52,16,12,13,11,24,42,10,15,4,0,8,3,40,19,1,2,24,6.31417090852,7,16,12,0,1.82225102771,4.02506963788,40.2506963788,2
3937,2,5,196,493,82,199,18,62,60,47,33,32,22,14,30,31,17,19,20,10,24,5,20,48,7,7,22,7.40128350944,4,21,6,1,2.22242683909,4.39756592292,43.9756592292,2
3938,2,3,131,400,45,173,12,41,45,32,17,16,12,11,37,43,21,15,4,5,6,17,16,25,4,15,8,8.36923874489,5,30,3,3,1.98833534486,4.1375,41.375,3
3939,2,4,154,437,72,167,17,63,57,36,29,35,21,10,30,21,14,14,3,11,13,17,25,36,9,8,1,11.4550523059,7,10,21,5,2.42939256383,4.23798627002,42.3798627002,1
3940,2,4,118,350,55,128,15,48,43,24,18,17,15,10,30,14,18,14,5,0,11,8,9,30,4,8,5,5.25916183896,5,14,16,0,2.05092752796,4.2,42.0,2
3941,2,2,90,253,29,114,14,26,23,17,14,14,16,5,17,30,13,8,2,0,2,2,4,19,0,3,3,3.30353162603,1,20,11,0,1.95549324314,4.18181818182,41.8181818182,1
3942,2,3,160,508,40,206,19,51,58,26,28,15,28,10,42,15,25,37,3,2,24,10,38,57,7,11,30,12.695121324,9,31,4,1,1.81939670845,3.90354330709,39.0354330709,8
3943,2,4,119,455,47,184,20,45,43,38,20,21,20,10,30,24,22,24,8,2,12,4,8,52,4,9,0,7.39694881776,6,36,7,0,1.89315463387,3.92087912088,39.2087912088,5
3944,2,4,147,414,66,169,15,44,41,33,29,28,19,14,25,33,19,23,5,5,19,11,16,36,3,7,9,5.96767929636,6,24,6,1,2.21247408648,4.30434782609,43.0434782609,2
3945,2,3,141,368,60,165,13,39,37,26,16,20,18,9,32,36,17,10,3,4,7,8,14,31,9,11,8,6.76621702032,3,27,13,3,2.18162947528,4.38043478261,43.8043478261,3
3946,2,4,134,301,58,133,12,38,28,29,15,20,14,8,12,28,14,20,5,4,9,6,12,16,1,8,8,5.94776713627,5,20,10,1,2.26186547731,4.46179401993,44.6179401993,4
3947,2,3,111,493,25,165,17,59,53,40,17,12,22,14,43,26,18,20,5,0,15,1,43,56,5,23,18,12.6056201927,6,37,7,0,1.63375543251,3.61054766734,36.1054766734,2
3948,2,3,114,240,45,97,7,40,35,21,21,14,21,5,11,34,8,7,2,0,11,0,8,10,2,1,1,3.36176339296,2,14,6,0,2.07191150735,4.59166666667,45.9166666667,2
3949,2,4,177,456,82,177,19,61,54,51,20,28,20,10,23,43,11,20,9,3,12,3,5,30,10,7,4,6.93248635736,7,22,21,1,2.20367286344,4.40131578947,44.0131578947,4
3950,2,3,105,270,36,124,11,38,38,19,14,8,11,8,18,20,10,3,3,2,3,7,14,23,6,6,0,5.84177754604,5,9,16,2,2.07674919927,4.27777777778,42.7777777778,2
3951,2,5,368,831,188,365,42,116,81,85,55,77,47,16,36,90,31,40,25,17,18,24,23,27,3,13,22,12.9691821235,6,39,27,7,2.45360587917,4.69314079422,46.9314079422,9
3952,2,2,60,173,21,53,7,28,17,13,8,1,11,5,9,8,5,8,5,0,6,1,24,10,0,12,6,4.11055782049,1,11,6,0,1.96331799669,3.99421965318,39.9421965318,2
3953,2,4,158,436,77,178,21,53,54,28,24,23,22,13,25,43,23,16,7,3,12,14,21,45,6,7,5,8.83103509692,3,32,11,0,2.20170646002,4.26376146789,42.6376146789,2
3954,2,4,161,423,60,172,18,47,36,33,29,29,26,7,34,21,12,15,20,8,8,10,26,47,26,8,27,8.10058052534,3,23,13,4,2.2785159677,4.30023640662,43.0023640662,0
3955,2,4,176,445,66,181,20,46,52,43,29,18,36,5,31,36,16,19,5,2,23,14,18,38,15,4,11,7.59722690653,2,20,9,1,2.24871210793,4.26741573034,42.6741573034,3
3956,2,4,260,612,125,243,32,99,72,59,47,43,40,10,33,42,27,20,17,10,21,14,33,28,7,4,15,11.4641530616,3,20,23,1,2.42966372867,4.48692810458,44.8692810458,9
3957,2,2,79,196,25,94,11,20,19,20,10,6,13,4,8,27,10,5,5,0,3,4,6,20,1,3,1,3.16789923175,1,15,5,0,1.93426104161,4.2806122449,42.806122449,0
3958,2,3,174,452,53,217,18,57,67,50,19,11,25,9,28,46,17,11,2,3,14,10,20,26,4,11,6,7.73760284184,6,22,20,0,1.94215648769,4.15486725664,41.5486725664,5
3959,2,3,188,537,66,236,26,38,73,44,43,25,33,10,46,77,20,18,5,0,13,6,14,40,1,4,4,7.76836226627,5,28,16,0,1.88026108572,4.2364990689,42.364990689,4
