id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20
9348,4,1,28,81,9,28,5,15,11,14,1,4,6,2,4,0,2,2,1,0,6,3,3,7,3,0,1
9349,4,0,35,101,17,43,3,16,8,16,2,8,4,3,12,2,2,4,1,0,4,3,5,7,7,1,2
9350,4,1,19,53,9,28,3,11,7,7,1,3,4,2,1,1,1,1,1,0,3,1,5,7,3,0,1
9351,4,0,16,47,3,15,2,8,8,9,1,1,3,2,2,2,2,1,0,0,0,1,4,3,2,0,1
9352,4,2,34,101,17,41,4,18,13,13,5,10,5,2,1,0,1,5,0,2,5,4,3,11,8,4,1
9353,4,2,30,82,14,30,2,16,9,14,3,4,2,1,4,2,3,2,1,1,3,1,9,4,2,0,5
9354,4,2,63,132,26,49,6,17,16,7,10,8,9,4,5,5,3,3,2,4,6,1,19,8,5,9,7
9355,4,1,20,56,10,20,2,10,11,11,1,3,2,2,3,3,1,2,1,0,3,1,0,3,4,0,0
9356,4,1,16,68,5,22,2,11,9,10,1,1,2,2,3,1,2,1,0,0,7,1,2,12,2,2,0
9357,4,2,43,133,14,54,5,24,14,19,2,5,7,3,5,1,7,4,0,1,12,1,4,12,4,6,1
9358,4,0,22,59,12,24,1,11,3,9,2,5,5,1,4,1,3,1,0,1,3,2,3,5,3,1,1
9359,4,0,11,35,2,16,1,9,4,6,0,0,2,1,4,0,1,1,0,0,1,1,0,2,0,1,0
9360,4,1,16,58,6,23,3,5,6,7,3,0,4,1,5,0,2,4,0,0,2,2,4,8,3,1,0
9361,4,2,35,111,16,35,3,21,12,18,7,8,5,3,3,3,3,6,1,1,6,2,5,8,2,3,0
9362,4,3,52,130,27,42,6,28,14,18,13,9,7,3,5,1,6,9,1,3,10,5,7,3,0,4,4
9363,4,2,25,74,12,35,3,11,5,13,6,4,6,2,5,1,2,2,0,1,4,2,0,5,3,1,0
9364,4,2,39,95,23,30,3,23,6,15,8,6,5,2,3,1,5,1,0,1,3,5,11,9,4,1,2
9365,4,3,42,100,22,33,6,18,13,12,3,9,7,2,5,1,2,5,1,1,8,2,6,7,2,3,4
9366,4,2,31,86,17,32,4,22,11,17,5,9,5,3,3,0,0,5,0,1,6,0,4,2,2,1,4
9367,4,3,46,129,24,47,4,27,12,19,13,8,5,4,6,1,6,6,0,2,5,5,11,3,4,1,1
9368,4,1,36,99,17,38,3,19,13,16,1,10,5,3,9,1,3,4,3,0,5,2,0,8,6,0,0
9369,4,1,14,50,7,19,2,10,8,7,1,5,2,2,0,0,2,2,0,2,2,1,3,5,4,1,2
9370,4,0,27,65,10,27,2,11,7,9,2,4,5,1,5,2,3,1,0,2,4,1,6,5,1,0,5
9371,4,2,22,90,5,40,4,19,11,14,5,1,9,0,2,1,2,4,1,0,3,1,2,6,8,3,1
9372,4,1,17,56,5,21,4,8,9,5,1,1,5,0,3,1,3,1,0,0,1,1,4,6,4,3,2
9373,4,1,12,29,6,13,1,9,2,8,0,5,3,1,0,0,0,2,0,0,3,0,1,1,0,0,1
9374,4,1,32,74,8,30,5,14,7,14,4,5,5,0,2,1,3,3,2,0,10,2,3,5,0,1,1
9375,4,2,35,126,14,50,6,23,16,14,6,6,7,4,6,0,7,6,2,0,8,0,3,10,2,4,3
9376,4,2,27,71,9,24,3,7,8,5,1,3,6,1,3,4,2,7,0,0,5,4,9,7,1,1,7
9377,4,1,10,39,3,14,2,5,5,4,2,1,3,1,4,0,1,1,0,0,2,0,3,5,1,1,2
9378,4,1,25,69,9,26,4,11,10,12,4,5,6,1,3,1,3,2,1,0,7,0,2,3,1,1,2
9379,4,2,23,78,6,31,4,11,7,10,4,3,5,2,7,1,2,5,1,0,4,1,2,9,0,0,0
9380,4,2,41,121,21,58,7,17,13,13,3,3,10,1,6,8,2,2,0,0,10,4,6,12,1,2,3
9381,4,0,32,89,11,35,2,17,13,15,1,5,3,2,4,0,2,3,3,2,2,3,7,5,6,0,3
9382,4,2,38,87,18,35,3,14,9,15,10,8,4,3,3,5,3,3,0,4,3,0,11,2,2,5,4
9383,4,1,38,93,16,38,4,21,14,10,2,4,5,2,3,2,2,4,0,0,8,2,4,9,5,4,0
9384,4,1,32,100,6,42,6,15,10,10,4,6,7,3,8,1,5,8,0,0,3,3,5,11,6,3,5
9385,4,1,24,64,8,21,2,12,7,12,1,1,3,2,4,1,2,2,1,0,4,1,5,4,1,1,3
9386,4,2,39,131,17,56,8,17,11,16,11,6,9,2,9,7,4,4,0,1,4,1,2,7,1,5,2
9387,4,2,55,161,25,69,7,34,14,24,4,9,13,2,4,5,3,6,0,1,11,3,8,9,7,9,5
9388,4,1,36,77,11,28,3,10,8,8,6,3,4,3,5,2,4,0,0,0,1,5,2,7,5,3,1
9389,4,3,77,205,38,84,7,29,19,24,21,16,11,5,6,3,8,7,3,3,10,3,13,17,12,2,7
9390,4,1,18,58,8,19,3,12,5,6,3,2,4,1,2,1,1,3,1,0,3,1,4,4,2,2,2
9391,4,2,50,152,24,58,5,37,19,17,7,8,7,5,12,2,9,3,1,0,5,2,4,14,11,5,0
9392,4,2,40,125,16,57,5,24,14,18,7,4,6,4,10,1,3,3,0,0,8,2,1,8,6,4,2
9393,4,0,21,52,6,23,1,11,8,11,4,3,2,1,0,3,2,0,0,0,2,0,4,2,1,0,0
9394,4,1,18,50,4,22,3,8,6,9,0,2,3,1,0,3,3,2,0,0,6,1,3,2,1,0,3
9395,4,1,17,53,7,21,2,9,9,10,2,1,5,1,2,2,1,1,0,0,4,0,2,4,0,0,1
9396,4,0,13,39,4,16,1,7,3,6,1,3,3,1,1,0,0,1,1,2,3,0,3,3,0,0,3
9397,4,2,27,77,13,30,3,14,13,13,6,4,4,3,2,1,1,2,1,0,3,2,7,3,1,1,4
9398,4,1,42,108,24,46,6,16,21,10,0,10,7,3,5,0,2,3,3,2,8,9,1,11,5,3,1
9399,4,2,35,74,19,25,4,11,8,12,2,9,5,2,4,3,2,3,2,4,6,2,5,4,1,1,4
9400,4,1,12,29,5,15,2,4,3,4,1,2,3,0,1,0,0,1,0,0,1,0,2,4,0,0,2
9401,4,3,66,193,37,68,12,30,21,30,15,18,14,1,9,4,4,7,6,2,6,5,8,16,15,3,2
9402,4,3,52,121,23,48,6,25,10,18,6,11,10,1,13,1,6,4,0,3,5,7,11,3,0,2,3
9403,4,2,47,113,19,48,3,22,14,18,3,3,5,2,5,0,3,2,2,0,5,1,11,5,8,2,11
9404,4,0,12,43,5,15,2,7,5,7,1,0,3,1,1,1,3,1,0,0,1,0,0,4,3,2,1
9405,4,2,43,111,24,36,6,13,11,9,5,10,9,2,7,4,7,7,2,0,7,7,6,11,3,4,3
9406,4,0,34,93,14,33,5,20,10,10,1,7,6,2,9,2,3,4,0,0,7,2,3,8,4,0,1
9407,4,2,56,170,26,74,5,28,27,16,10,10,9,2,6,3,8,9,5,4,2,3,3,19,12,3,1
9408,4,0,26,56,12,18,2,9,9,7,4,5,3,2,2,1,3,1,1,1,3,1,5,7,2,0,2
9409,4,1,32,85,11,29,2,15,10,15,1,4,3,1,6,1,2,1,0,1,8,4,6,5,3,0,4
9410,4,1,20,65,9,27,3,11,9,7,3,2,4,2,2,0,1,2,1,0,3,2,1,5,2,3,0
9411,4,0,19,35,14,10,1,11,3,7,3,7,4,1,0,1,1,0,0,1,4,2,1,1,0,0,1
9412,4,1,16,34,3,16,1,7,5,3,1,1,2,1,2,0,1,2,1,0,0,2,3,1,1,1,1
9413,4,0,11,16,4,9,0,2,3,2,2,1,4,0,0,1,0,0,0,0,2,1,1,2,0,0,1
9414,4,0,16,64,4,24,2,10,11,7,2,1,4,2,6,1,3,0,0,0,2,1,5,7,5,0,1
9415,4,0,13,35,5,10,2,8,4,7,1,3,3,1,2,0,2,0,0,0,3,1,0,1,1,0,0
9416,4,3,49,141,19,45,6,27,15,16,3,4,7,3,6,2,6,8,6,2,4,3,9,10,11,5,3
9417,4,1,27,88,8,30,3,14,10,10,7,0,5,1,6,0,3,1,0,0,5,1,9,13,6,0,2
9418,4,1,36,97,14,40,2,27,12,17,2,2,4,2,5,1,5,2,0,0,3,2,4,6,4,0,1
9419,4,2,32,101,15,44,4,17,7,14,3,4,6,2,7,5,4,1,0,0,7,1,7,11,3,0,3
9420,4,3,54,139,24,51,6,25,20,18,11,13,8,4,6,6,4,5,2,5,10,1,5,8,3,6,2
9421,4,1,33,110,10,45,2,17,12,9,5,4,12,1,9,0,1,3,2,1,0,3,4,15,15,4,4
9422,4,3,55,151,27,69,7,30,17,22,9,15,8,7,3,5,3,5,3,1,9,5,6,11,3,1,3
9423,4,3,102,231,43,84,7,36,40,25,20,15,10,7,14,9,10,6,3,7,1,5,25,6,16,11,16
9424,4,0,17,72,3,32,4,12,8,10,2,2,5,1,5,2,2,3,0,0,5,0,2,8,3,0,0
9425,4,2,55,145,31,49,4,25,13,17,7,12,5,4,6,4,7,7,4,1,2,7,9,10,14,2,5
9426,4,2,48,125,20,43,4,26,20,12,6,8,5,3,7,1,3,4,3,2,6,3,4,8,2,1,4
9427,4,1,24,64,11,28,3,12,7,12,2,7,6,1,1,2,2,2,0,0,5,0,2,3,1,1,2
9428,4,2,55,149,25,49,4,23,20,20,7,8,8,3,7,3,6,4,1,1,11,6,8,17,4,2,2
9429,4,2,29,93,12,33,3,16,9,12,1,3,6,2,6,0,4,7,1,0,8,4,2,12,1,0,0
9430,4,3,70,156,26,61,7,30,17,23,11,10,9,4,7,8,4,7,1,1,9,2,13,7,4,3,7
9431,4,1,23,89,11,29,4,18,13,19,4,4,6,2,2,2,2,3,3,2,6,0,3,3,0,1,3
9432,4,2,24,99,7,33,4,13,13,14,5,2,5,4,4,3,4,5,1,0,9,2,0,10,1,2,0
9434,4,0,19,48,3,24,2,5,7,5,2,1,3,1,4,2,1,3,0,0,0,0,2,6,3,1,1
9435,4,1,8,23,3,11,1,6,4,6,0,2,2,1,0,0,1,0,0,0,1,0,1,1,1,0,1
9436,4,2,48,130,24,50,5,22,16,18,2,8,6,3,6,2,7,6,2,1,10,2,5,12,3,1,3
9437,4,1,20,58,5,27,2,10,4,3,3,0,4,2,2,0,3,3,0,0,4,2,5,9,4,3,3
9438,4,3,62,162,20,63,6,27,18,20,12,6,7,5,11,7,6,6,1,2,4,3,11,11,8,6,8
9439,4,2,40,132,19,40,2,21,16,13,7,4,4,2,5,0,8,6,1,0,14,3,5,11,2,8,3
9440,4,1,36,95,14,38,3,16,8,14,5,3,7,1,4,3,2,3,0,1,9,3,6,11,4,0,4
9441,4,3,67,170,34,59,8,28,19,25,9,14,10,3,4,2,12,10,3,1,12,6,6,10,4,3,6
9442,4,3,114,287,49,120,13,50,32,34,20,17,17,7,14,3,14,10,4,4,21,5,13,28,6,10,9
9443,4,1,31,79,11,44,2,16,6,13,1,2,3,1,7,4,4,3,1,0,3,4,1,2,1,0,1
9444,4,2,28,84,12,28,5,16,10,11,5,3,6,1,5,1,5,1,1,0,2,1,6,8,10,2,4
9445,4,1,21,63,8,22,3,18,8,14,5,4,4,1,0,0,2,0,0,0,4,1,1,3,0,3,0
9446,4,1,17,37,10,18,2,12,6,7,3,3,3,1,0,1,0,1,0,1,4,1,1,1,0,0,0
9447,4,0,8,34,2,19,1,4,5,3,0,1,2,1,4,0,2,2,1,0,0,1,0,5,4,0,0
9448,4,2,28,88,9,44,4,9,4,10,7,3,6,3,10,1,4,3,1,0,8,1,5,8,1,0,3
9449,4,2,46,136,25,43,8,20,13,15,3,9,11,2,9,2,7,7,2,1,11,6,9,14,8,3,5
9450,4,1,13,44,6,16,3,10,2,6,4,3,4,1,2,0,1,4,0,2,4,0,2,2,0,4,0
9451,4,1,17,45,6,22,2,5,6,4,0,2,3,0,1,3,1,0,2,0,4,0,0,8,4,1,0
9452,4,2,30,69,13,27,3,11,10,9,1,5,4,2,5,2,2,0,1,1,2,3,6,6,3,0,6
9453,4,2,29,90,15,40,4,17,14,12,5,8,7,1,5,1,3,3,0,0,8,3,3,8,1,0,3
9454,4,0,18,59,8,27,2,11,5,10,1,2,3,2,3,1,2,2,0,0,4,1,2,6,1,0,0
9455,4,0,11,28,4,8,1,5,2,6,1,2,2,1,2,1,1,1,0,0,2,1,1,1,0,0,0
9456,4,0,12,29,6,18,1,8,5,5,0,2,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0
9457,4,3,44,124,21,54,6,27,14,15,4,9,8,2,4,2,4,5,2,3,7,7,5,9,5,2,3
9458,4,2,22,75,7,31,4,14,7,9,3,5,6,2,2,2,1,6,3,2,7,2,1,6,0,3,0
9459,4,2,40,114,16,44,4,23,13,18,3,3,6,3,6,3,3,5,1,0,8,2,5,7,2,4,3
9460,4,2,67,192,35,65,8,35,17,31,10,14,9,3,15,0,10,8,3,1,17,2,18,10,2,2,9
9461,4,1,27,107,15,41,4,16,12,17,0,4,5,3,5,2,3,6,0,0,3,4,6,11,6,0,0
9462,4,3,59,181,28,75,9,30,17,26,11,13,11,5,10,3,6,8,4,1,13,7,2,11,6,4,0
9463,4,1,18,43,4,14,3,7,9,7,4,1,4,0,1,0,1,1,0,0,4,0,3,4,1,0,0
9464,4,0,9,32,4,12,2,6,4,6,4,2,3,0,1,1,0,0,0,0,1,0,1,4,0,1,0
9465,4,1,61,137,29,49,7,32,14,16,10,11,12,2,3,1,2,4,2,2,3,2,23,12,18,6,10
9466,4,1,79,193,36,57,9,31,20,23,9,14,11,4,12,10,7,6,3,5,11,5,42,9,3,5,15
9467,4,2,38,101,20,36,5,21,14,17,8,10,5,3,5,4,1,4,0,2,8,2,6,3,0,1,4
9468,4,1,25,67,10,28,3,15,7,11,1,3,3,2,2,0,2,2,1,0,2,0,2,9,6,1,0
9469,4,1,26,77,15,32,3,10,4,9,2,4,5,1,8,2,3,5,1,1,6,3,7,7,1,1,2
9470,4,2,38,102,19,36,5,18,8,11,1,6,7,3,4,1,4,6,1,1,3,1,10,6,3,4,11
9471,4,0,12,30,6,14,1,2,2,3,0,3,3,1,1,2,1,2,0,0,2,0,0,5,0,0,0
9472,4,1,30,92,17,33,3,19,9,13,6,8,5,1,4,0,3,5,2,2,8,2,4,5,3,0,4
9473,4,3,55,126,29,46,4,26,16,19,6,13,7,2,4,3,2,6,1,1,6,2,8,3,7,4,12
9474,4,1,23,65,9,29,2,13,3,11,1,2,3,1,5,0,3,3,0,0,4,1,4,4,1,1,4
9475,4,0,24,61,10,22,2,9,10,5,2,3,4,2,2,3,4,2,0,0,9,3,4,7,0,1,0
9476,4,2,75,236,37,84,9,39,24,30,14,12,15,5,14,4,7,9,6,0,14,7,11,23,13,7,3
9477,4,1,30,67,12,26,2,16,13,10,2,6,3,2,1,3,1,2,1,1,6,3,6,2,0,2,0
9478,4,2,39,117,16,39,5,20,8,11,8,2,7,4,10,2,5,5,2,0,7,2,7,13,8,3,2
9479,4,1,20,59,9,21,3,13,4,12,1,6,7,0,1,1,1,5,1,0,6,0,4,3,1,1,1
9480,4,1,18,45,8,23,1,4,4,3,2,5,2,1,3,2,2,3,1,0,2,1,0,6,1,1,0
9481,4,1,21,63,7,27,1,9,10,5,3,2,2,1,8,0,2,2,0,0,6,2,3,7,2,1,0
9482,4,2,89,198,38,82,7,46,20,26,16,15,8,4,9,7,7,7,1,2,13,2,18,7,6,5,11
9483,4,2,57,140,33,52,4,29,18,20,5,15,5,4,8,3,6,7,4,2,5,2,11,6,8,4,5
9484,4,2,26,61,7,18,3,9,8,8,7,4,4,2,2,1,2,2,0,0,4,2,3,3,0,2,2
9485,4,3,52,138,21,48,7,25,13,18,10,12,8,4,7,6,8,7,1,3,6,3,8,5,0,4,7
9486,4,0,4,6,1,3,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1
9487,4,2,48,133,23,51,5,23,13,22,5,8,7,4,8,4,3,4,1,2,9,2,8,13,5,0,2
9488,4,0,14,39,6,16,1,7,4,6,0,2,2,1,2,1,1,2,0,0,5,3,0,3,1,1,0
9489,4,2,53,152,27,55,8,21,17,13,10,11,9,3,4,4,7,10,0,5,16,6,7,14,0,6,0
9490,4,0,12,25,4,12,1,7,6,5,1,2,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0
9491,4,1,15,44,6,14,3,10,5,8,4,3,4,0,1,2,1,1,0,1,3,1,4,0,0,0,0
9492,4,0,33,105,10,39,1,17,12,10,2,5,2,1,4,1,5,4,1,0,6,5,4,13,5,1,0
9493,4,2,46,124,24,49,7,26,17,18,5,9,10,3,10,1,3,4,0,1,7,1,11,10,6,2,5
9494,4,2,37,89,17,31,5,14,11,9,4,6,6,2,5,1,1,3,0,0,9,5,4,7,0,1,3
9495,4,1,11,28,5,8,1,4,4,4,0,2,2,1,3,0,1,1,0,1,2,0,3,3,3,2,0
9496,4,0,21,71,4,26,2,2,4,3,0,3,4,2,3,0,0,2,0,0,4,1,2,4,0,0,40
9497,4,2,31,92,9,37,4,13,10,16,1,2,5,3,8,2,2,1,0,0,9,5,3,3,1,0,3
9498,4,0,19,45,7,20,1,7,1,7,3,1,3,1,4,2,2,1,1,0,2,1,6,6,3,0,2
9499,4,0,11,25,5,13,2,6,4,4,0,2,3,0,0,1,0,2,1,0,1,0,1,1,0,0,0
9500,4,2,48,116,26,37,5,24,15,19,3,8,6,4,3,6,2,5,0,2,6,6,3,5,0,2,2
9501,4,2,38,111,21,35,5,25,12,15,5,6,7,3,5,2,4,9,1,1,6,4,7,4,3,4,3
9502,4,1,30,71,14,29,4,15,8,12,3,4,5,2,4,1,3,4,2,0,1,1,4,0,6,2,3
9503,4,2,40,80,28,25,4,22,9,11,3,9,5,3,1,1,1,3,1,1,6,2,4,1,0,8,4
9504,4,2,35,86,16,36,4,12,6,8,8,6,8,1,6,5,4,2,1,3,7,3,4,6,2,4,4
9505,4,2,29,130,14,33,6,20,13,18,3,8,8,3,4,3,6,7,0,2,11,2,8,18,4,1,3
9506,4,2,31,86,16,21,4,13,9,10,6,1,5,3,5,0,3,1,0,0,6,2,3,14,3,0,1
9507,4,2,34,134,12,38,5,17,15,14,9,3,7,3,7,1,7,8,4,0,14,2,8,11,3,5,5
9508,4,2,56,140,17,54,7,22,11,20,7,5,9,4,5,7,8,2,0,0,9,4,11,9,7,1,6
9509,4,0,25,78,6,28,5,8,10,11,6,1,6,0,1,6,3,4,1,0,1,1,6,9,0,0,0
9510,4,1,30,100,16,32,5,16,10,11,8,7,6,3,6,4,4,5,0,0,6,2,5,6,2,5,2
9511,4,1,16,34,8,13,2,7,4,8,0,4,3,0,0,0,2,0,0,1,4,2,0,2,1,1,0
9512,4,0,29,82,9,35,3,12,11,15,4,2,5,3,5,8,4,1,3,0,2,1,4,1,3,0,1
9513,4,3,84,215,45,88,9,34,22,27,11,18,16,5,14,6,5,8,1,1,20,9,21,14,4,6,11
9514,4,1,36,80,15,27,3,18,4,15,3,6,6,1,6,3,5,2,1,2,3,2,9,2,4,1,4
9515,4,3,84,205,51,66,12,50,23,29,10,22,14,3,7,6,6,6,5,3,14,6,19,7,3,12,6
9516,4,1,20,73,10,34,4,11,7,8,4,3,5,2,5,2,1,2,2,0,5,1,1,11,0,2,0
9517,4,1,18,50,6,20,2,9,4,9,2,2,3,2,2,0,2,2,2,0,2,1,1,1,3,0,1
9518,4,0,23,76,9,26,2,12,7,10,7,7,5,2,4,4,4,3,1,3,9,0,1,7,0,0,2
9519,4,1,26,73,11,30,3,11,6,9,4,3,4,3,3,3,4,1,0,0,5,1,9,5,0,3,6
9520,4,1,25,56,11,20,4,10,6,10,3,7,5,0,2,2,1,3,2,1,6,2,4,2,1,0,2
9521,4,2,26,71,18,25,2,10,10,9,4,8,3,1,1,3,3,2,0,2,2,1,3,7,6,2,3
9522,4,2,33,93,15,32,5,13,13,10,4,5,7,1,5,1,4,3,2,0,2,2,3,10,5,1,4
9523,4,3,39,107,20,27,5,24,16,19,4,5,6,3,4,1,3,2,0,0,8,5,4,9,0,4,1
9524,4,1,21,53,9,18,2,7,8,4,2,2,4,2,1,0,2,1,0,0,5,0,3,9,4,0,2
9525,4,3,61,150,31,54,7,26,19,20,14,15,8,5,5,5,5,5,2,6,9,5,5,11,3,5,3
9526,4,2,21,47,9,15,3,8,5,7,2,3,4,1,1,4,2,3,1,1,3,1,0,2,4,2,0
9527,4,2,53,139,25,54,6,33,12,22,3,8,6,4,5,7,6,1,3,3,14,2,11,4,2,3,2
9528,4,0,10,23,4,9,1,4,2,4,0,2,2,1,0,2,2,1,1,0,1,1,0,1,2,0,0
9529,4,1,28,89,6,22,5,15,4,17,7,3,6,2,1,2,4,2,0,0,7,3,8,14,5,1,0
9530,4,2,51,153,20,57,5,29,14,16,8,6,5,5,6,2,7,8,4,1,11,4,5,9,3,7,4
9531,4,1,19,44,9,18,3,11,4,12,0,5,4,0,2,0,0,2,0,1,5,1,1,2,0,0,0
9532,4,1,12,37,5,15,1,5,3,6,2,4,2,1,0,0,1,4,0,1,2,1,1,1,0,0,3
9533,4,1,11,48,3,14,1,6,3,7,3,2,1,1,1,0,1,4,0,0,4,0,0,5,2,1,2
9534,4,3,42,111,17,52,4,28,11,20,4,10,10,2,6,3,6,0,3,3,8,1,4,6,0,0,2
9535,4,1,25,74,5,31,1,5,8,6,2,2,1,1,7,0,2,3,3,0,3,3,3,7,6,1,8
9536,4,0,53,141,17,59,3,29,22,26,4,10,4,3,6,0,1,3,1,0,2,5,0,12,11,0,0
9537,4,0,6,39,1,21,1,5,6,7,1,0,2,1,2,1,0,2,1,0,0,0,0,6,4,0,0
9538,4,2,43,113,18,46,2,13,11,11,4,6,3,1,3,6,9,6,4,0,5,1,7,8,3,6,6
9539,4,2,26,99,12,41,4,17,9,11,2,4,5,3,6,1,6,4,0,1,6,2,6,12,4,0,2
9540,4,0,21,46,4,18,2,8,9,8,1,2,3,1,2,0,0,0,0,0,0,0,3,3,2,0,5
9541,4,3,36,88,22,30,4,16,12,10,5,8,5,3,3,3,2,2,0,1,6,4,2,9,3,4,0
9542,4,1,6,22,0,10,1,2,4,2,0,0,2,1,1,1,1,0,0,0,0,2,0,3,1,0,0
9543,4,1,20,62,9,25,3,10,4,9,1,2,5,1,1,1,1,5,0,0,5,3,1,8,1,0,0
9544,4,0,5,21,3,8,1,5,2,3,0,2,3,0,0,0,2,1,0,0,2,1,1,2,0,0,1
9545,4,0,11,63,3,26,3,5,7,6,1,0,4,2,4,0,4,3,1,0,1,2,0,8,1,1,0
9546,4,1,14,39,4,16,2,9,5,10,2,1,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0
9547,4,2,31,102,12,39,4,19,12,17,5,6,5,4,5,1,5,4,2,1,4,2,3,6,1,2,1
9548,4,1,26,77,11,24,4,7,7,6,2,8,6,1,3,2,3,6,1,1,6,3,2,13,3,0,0
9549,4,1,21,73,10,25,4,15,9,12,2,4,5,1,1,2,3,4,0,0,6,1,0,5,2,1,0
9550,4,3,49,152,22,43,6,32,20,22,16,11,7,5,5,4,3,6,2,2,11,3,8,6,3,7,5
9551,4,3,51,130,28,48,8,25,9,17,15,13,11,1,3,6,5,5,4,5,3,4,5,7,9,4,5
9552,4,2,43,108,28,41,5,23,11,10,1,16,12,2,6,4,1,6,4,3,7,5,6,8,4,6,3
9553,4,2,46,117,16,53,6,21,12,18,2,3,7,4,7,6,7,3,0,1,11,0,6,7,2,4,6
9554,4,1,24,69,8,33,2,11,5,11,1,2,2,2,5,1,3,2,0,0,2,3,4,5,2,1,6
9555,4,2,19,77,7,31,2,14,13,13,2,4,3,2,1,1,0,4,0,0,2,0,0,10,3,1,0
9556,4,2,60,143,22,58,7,31,16,24,6,11,8,2,5,3,2,3,2,1,6,4,10,10,9,1,5
9557,4,1,24,80,8,42,5,12,7,8,3,2,7,1,8,1,4,2,0,0,5,4,3,6,0,1,0
9558,4,3,83,220,41,88,6,36,18,31,6,13,8,5,12,11,12,8,0,3,9,8,12,18,7,7,6
9559,4,2,41,116,16,41,6,19,11,17,4,6,8,2,3,4,2,5,0,0,11,4,3,8,0,5,1
9560,4,1,32,94,9,38,3,12,7,11,5,4,4,3,3,5,5,2,3,0,2,3,2,8,4,3,2
9561,4,2,40,100,16,32,5,17,8,17,8,7,6,1,6,3,3,4,2,3,8,3,7,3,1,1,7
9562,4,3,49,136,23,51,6,26,17,17,10,12,7,3,5,3,6,6,0,3,9,7,6,5,1,8,6
9563,4,1,22,67,4,35,3,10,3,11,2,1,4,3,7,5,4,3,0,0,2,1,0,2,0,2,0
9564,4,0,32,83,14,33,3,21,9,17,2,4,4,2,4,1,5,2,0,0,3,2,3,4,3,0,0
9565,4,0,12,45,6,11,2,6,7,7,0,1,3,1,0,0,2,1,0,0,3,0,2,7,2,0,0
9566,4,1,27,64,7,24,1,15,8,11,1,3,2,1,4,0,2,1,0,0,5,1,6,2,4,0,4
9567,4,3,74,170,23,76,8,31,20,24,12,4,9,6,8,4,8,4,3,2,8,5,10,9,13,6,4
9568,4,0,8,29,4,10,1,4,3,3,3,1,2,1,2,0,1,2,0,0,3,0,1,3,0,0,0
9569,4,3,40,143,19,62,5,17,15,11,12,6,7,5,11,2,6,5,3,2,8,3,7,15,8,2,2
9570,4,2,32,116,7,52,4,20,17,19,2,2,5,3,6,1,7,3,0,0,9,2,1,10,1,2,0
9571,4,3,60,173,33,65,6,27,20,14,10,10,7,5,11,8,8,4,2,4,8,7,15,10,4,7,8
9572,4,1,27,70,13,32,4,16,7,11,3,6,4,1,6,0,1,2,0,0,1,2,2,4,3,1,1
9573,4,2,31,95,11,33,5,16,15,14,3,2,6,3,4,1,2,3,1,0,7,2,5,10,1,2,3
9574,4,2,60,164,29,65,6,34,21,24,3,10,8,3,11,3,7,2,5,0,6,2,12,12,11,3,4
9575,4,1,26,67,10,22,3,9,9,13,1,6,4,1,5,3,0,3,0,0,4,2,4,7,4,0,1
9576,4,2,38,94,21,31,4,17,11,16,6,5,7,1,7,2,2,4,1,1,5,1,8,3,3,3,5
9577,4,0,11,26,4,10,1,4,1,1,3,0,2,0,0,1,2,0,0,0,3,4,4,2,1,0,2
9578,4,2,50,132,25,49,6,27,16,19,7,12,7,2,9,1,6,5,1,3,4,3,8,11,8,2,6
9579,4,0,25,58,11,24,1,11,7,12,2,3,2,1,5,1,2,2,0,0,4,1,3,3,2,0,2
9580,4,1,20,56,8,23,3,13,6,8,2,6,5,0,0,1,1,1,1,2,6,0,1,6,0,2,0
9581,4,0,10,20,4,8,1,4,4,3,0,1,2,1,1,2,0,0,0,0,1,1,0,1,1,0,0
9582,4,0,13,34,6,15,1,8,4,9,0,3,2,1,2,0,1,0,1,0,4,1,1,1,0,0,0
9583,4,0,17,37,8,17,2,6,3,7,1,3,3,1,2,1,1,0,0,0,3,2,1,4,0,0,0
9584,4,2,19,56,10,24,3,10,3,5,2,6,5,1,5,1,1,3,1,1,3,0,4,6,1,1,3
9585,4,1,13,36,4,10,2,7,5,6,4,1,4,0,1,0,1,1,0,0,4,2,0,4,0,1,0
9586,4,1,13,22,4,12,1,3,2,3,0,2,1,1,2,2,1,1,0,0,3,1,0,2,0,0,0
9587,4,2,39,91,14,39,4,20,11,9,3,4,5,4,4,1,3,3,0,0,7,3,6,4,3,5,5
9588,4,2,42,110,18,51,6,16,11,17,7,8,11,0,5,4,1,2,0,1,12,0,2,13,3,4,1
9589,4,2,51,136,23,58,6,25,10,18,6,4,8,2,8,4,5,3,2,0,11,4,7,12,2,6,2
9590,4,2,37,90,21,32,5,21,13,14,5,12,6,3,2,1,4,3,2,2,7,2,7,5,0,2,4
9591,4,0,33,68,19,28,2,16,9,10,9,10,3,2,4,0,3,2,1,0,0,0,2,3,4,2,3
