id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8
18974,7,24,99,259,35,90,10,43,30,23,31,18
18976,7,10,18,70,10,21,5,12,5,8,3,4
18977,7,19,56,184,23,56,9,19,13,13,14,3
18978,7,24,143,414,72,143,18,71,46,41,25,17
18979,7,18,61,232,27,74,8,18,12,7,11,3
18980,7,7,16,54,8,15,2,12,4,6,5,2
18981,7,13,19,89,4,29,2,11,11,8,8,1
18982,7,19,37,163,16,64,6,31,13,24,8,6
18983,7,24,102,302,35,93,12,50,37,32,23,7
18984,7,7,18,53,14,21,1,9,7,2,3,5
18985,7,20,59,178,19,59,6,23,11,24,11,3
18986,7,17,45,163,13,50,6,19,21,13,9,2
18987,7,19,48,179,19,49,8,29,13,15,10,6
18988,7,19,48,200,15,64,8,25,10,17,19,2
18989,7,19,38,136,18,49,5,10,7,6,3,2
18990,7,17,43,143,16,50,4,19,16,9,9,6
18991,7,17,57,169,28,43,8,18,16,12,21,8
18993,7,13,26,91,5,31,4,12,10,7,6,1
18994,7,9,20,106,6,30,2,12,5,6,5,0
18995,7,16,32,141,5,52,2,22,4,7,9,0
18996,7,12,39,132,16,40,4,23,15,9,6,2
18997,7,6,15,86,6,34,4,17,7,6,1,0
18998,7,13,76,259,21,85,2,40,24,19,17,4
18999,7,15,50,160,18,58,8,26,15,16,9,4
19000,7,18,48,212,14,71,10,26,18,21,12,2
19001,7,16,41,109,17,37,2,18,12,10,8,6
19002,7,19,74,208,35,86,10,25,19,16,10,7
19003,7,22,140,441,49,158,20,57,57,46,22,17
19004,7,11,29,86,19,34,3,15,10,10,1,3
19005,7,16,37,98,10,31,4,12,11,8,6,2
19006,7,17,59,201,26,73,8,37,15,15,13,4
19007,7,17,60,150,20,55,6,29,8,7,17,1
19008,7,12,45,169,24,63,9,23,21,16,13,6
19009,7,15,60,169,17,55,7,30,8,8,11,4
19010,7,3,1,5,1,1,0,1,0,0,0,0
19011,7,14,29,102,13,35,6,12,8,11,8,0
19012,7,19,37,147,13,52,7,26,16,15,6,0
19013,7,16,102,406,38,155,15,66,38,39,19,4
19015,7,15,52,185,26,67,7,25,19,18,15,1
19017,7,16,28,100,11,36,4,8,12,5,6,0
19018,7,17,76,213,47,81,12,25,20,10,22,8
19020,7,16,26,94,13,29,3,9,14,7,7,3
19022,7,17,30,147,13,51,6,19,10,10,7,2
19023,7,17,49,89,25,19,3,9,1,2,8,12
19024,7,13,16,53,7,19,1,8,5,5,2,2
19025,7,16,30,135,10,50,3,23,9,10,5,1
19026,7,21,71,199,25,69,8,33,14,20,11,7
19027,7,11,54,155,23,50,6,17,16,10,9,7
19028,7,14,54,156,22,56,6,22,19,10,14,4
19029,7,24,117,366,35,114,13,64,33,44,16,6
19030,7,21,97,357,34,125,12,67,21,32,21,10
19031,7,21,95,437,47,157,21,64,40,37,19,9
19032,7,12,16,63,7,20,1,12,2,2,3,1
19033,7,10,45,140,24,45,3,22,28,9,8,10
19034,7,20,97,292,35,115,16,52,31,26,13,4
19035,7,16,42,156,26,47,7,21,15,11,7,3
19036,7,12,27,155,8,40,2,27,14,10,6,4
19037,7,16,42,139,23,55,4,15,10,7,12,3
19038,7,15,81,218,37,76,8,31,21,17,14,8
19039,7,18,64,174,23,60,8,36,16,15,5,5
19041,7,16,36,197,11,58,3,33,18,11,10,2
19042,7,10,19,77,9,28,1,7,13,8,4,0
19044,7,7,76,240,37,88,3,36,28,16,18,7
19046,7,15,57,217,16,64,8,23,18,11,9,1
19047,7,13,23,83,8,35,5,12,5,3,5,2
19048,7,9,27,82,13,33,3,17,9,6,4,2
19049,7,22,98,288,48,91,14,52,28,20,21,11
19050,7,19,76,244,30,71,10,28,22,12,11,9
19051,7,19,72,248,21,78,9,27,25,14,17,1
19052,7,24,105,312,55,95,13,58,23,20,24,16
19054,7,21,49,186,23,52,7,25,21,9,12,8
19055,7,16,36,119,13,37,7,14,14,12,5,2
19056,7,16,21,82,8,21,3,18,4,5,5,1
19057,7,15,34,178,13,49,2,22,16,10,9,0
19058,7,16,32,110,17,42,6,19,9,7,3,4
19059,7,21,72,197,32,62,9,22,24,11,15,8
19060,7,20,37,123,11,41,6,18,11,7,6,0
19061,7,15,74,196,47,51,8,36,25,10,7,9
19062,7,15,45,138,25,43,6,17,8,7,4,6
19063,7,20,20,94,6,31,4,7,8,0,5,2
19064,7,7,12,34,5,15,1,5,7,2,0,0
19065,7,17,40,121,18,48,5,17,17,12,4,5
19068,7,24,143,424,45,155,20,55,32,27,34,14
19069,7,18,48,155,14,41,6,16,12,11,8,5
19070,7,8,5,26,4,12,1,2,3,0,0,1
19071,7,16,14,84,10,34,3,13,3,7,3,1
19072,7,22,96,291,44,91,16,35,26,19,23,17
19073,7,18,41,115,12,38,7,21,13,11,9,3
19076,7,17,50,161,26,52,7,27,20,17,10,5
19077,7,18,21,65,12,14,4,12,7,6,6,6
19078,7,17,35,126,18,50,5,19,14,6,10,1
19079,7,17,41,197,20,74,8,23,12,20,5,2
19080,7,10,88,252,45,83,10,28,27,11,14,9
19081,7,9,51,158,24,46,7,19,9,7,6,9
19082,7,12,25,103,13,39,6,18,13,11,3,3
19083,7,20,80,216,33,73,13,24,16,6,13,4
19084,7,15,27,110,9,36,3,18,11,8,2,1
19085,7,10,32,99,14,31,4,9,6,5,4,1
19086,7,24,72,217,31,68,10,28,14,17,18,7
19087,7,19,38,143,14,59,8,22,15,20,9,3
19089,7,12,47,134,22,59,5,22,15,8,10,9
19090,7,17,54,183,13,55,4,33,20,13,13,1
19091,7,13,37,100,17,39,2,14,8,11,3,2
19092,7,15,22,89,11,32,5,15,8,6,5,1
19093,7,12,43,134,21,43,2,25,11,10,2,6
19094,7,17,43,135,14,51,6,8,13,3,7,2
19095,7,15,26,97,10,29,5,14,14,8,5,1
19096,7,20,37,124,17,46,5,17,9,8,2,1
19097,7,8,29,109,11,40,2,15,24,5,5,1
19098,7,20,55,223,24,76,6,29,15,23,12,0
19099,7,20,65,195,32,61,9,43,19,17,13,10
19100,7,21,69,207,34,83,9,38,21,18,17,5
19101,7,11,11,44,4,15,2,10,6,4,1,0
19102,7,17,30,124,11,40,6,17,8,13,12,0
19103,7,21,70,186,14,48,6,21,22,17,13,3
19104,7,21,72,192,40,68,11,27,19,15,13,11
19105,7,17,34,159,15,65,8,29,18,14,5,0
19106,7,24,85,301,37,94,11,45,29,19,17,13
19107,7,12,27,87,14,30,4,9,5,1,7,3
19108,7,17,28,109,13,37,5,18,12,12,2,1
19109,7,19,40,168,13,66,9,32,18,12,3,2
19110,7,15,31,74,11,41,2,8,5,8,6,6
19111,7,14,31,130,8,31,2,29,13,13,11,2
19112,7,11,89,380,40,124,13,45,33,29,12,8
19113,7,21,85,278,37,126,15,58,27,25,11,7
19114,7,20,52,161,19,44,6,31,12,17,10,3
19116,7,17,68,238,31,74,8,31,13,17,13,8
19117,7,16,37,199,19,68,6,33,17,9,9,2
19118,7,20,30,148,13,53,4,22,24,13,12,3
19119,7,14,23,95,9,29,5,9,8,5,3,1
19120,7,16,38,87,8,32,3,19,13,5,7,0
19122,7,5,4,54,2,13,3,9,3,7,5,0
19123,7,23,144,423,55,148,20,44,54,27,26,13
19124,7,17,45,133,25,48,7,18,14,10,4,4
19125,7,17,22,94,7,37,4,15,9,7,6,0
19126,7,16,32,111,14,40,4,16,13,9,5,3
19127,7,12,25,71,9,20,3,6,4,2,6,2
19129,7,8,29,90,19,30,4,15,8,8,9,3
19130,7,13,15,98,6,31,1,9,7,5,5,1
19131,7,8,13,43,5,12,1,3,4,1,3,1
19132,7,13,39,133,16,44,3,19,9,6,8,3
19134,7,11,29,140,19,43,4,19,10,15,4,2
19135,7,9,13,52,7,15,2,2,4,1,8,2
19136,7,19,63,162,23,47,8,34,11,18,13,15
19137,7,22,61,231,27,78,11,26,20,13,17,4
19138,7,13,46,177,21,67,5,25,12,16,15,5
19139,7,11,75,191,38,69,7,34,23,22,8,9
19140,7,20,120,363,64,145,14,37,35,23,26,14
19141,7,18,34,126,12,41,5,25,7,12,5,3
19143,7,12,60,141,22,54,7,19,6,4,12,8
19144,7,15,24,111,9,32,5,16,13,11,4,2
19145,7,24,74,213,42,88,11,40,24,24,14,10
19146,7,24,80,262,35,101,13,39,12,15,23,6
19147,7,15,19,83,6,38,3,11,6,7,3,2
19148,7,15,107,290,53,87,9,37,22,21,17,20
19149,7,9,22,72,9,21,1,13,7,7,5,0
19150,7,17,89,265,27,78,8,41,26,21,24,2
19151,7,12,15,88,5,29,3,14,10,11,3,0
19152,7,18,64,250,18,85,12,25,19,12,12,0
19153,7,14,23,111,10,36,5,16,8,5,7,0
19154,7,16,35,118,12,29,5,17,10,11,3,2
19155,7,12,25,116,9,35,6,19,11,3,4,0
19156,7,8,32,92,22,23,5,19,7,6,8,4
19158,7,18,59,187,34,71,7,32,15,16,9,2
19159,7,16,87,369,14,125,16,39,24,24,27,0
19160,7,19,41,149,14,51,7,26,21,6,13,0
19161,7,19,70,233,28,80,7,35,12,16,16,1
19162,7,12,13,94,6,33,3,13,5,7,3,1
19163,7,14,33,117,13,35,4,13,7,8,7,4
19164,7,17,39,136,17,48,5,16,12,10,11,2
19165,7,14,28,77,12,27,4,16,10,11,7,4
19166,7,16,59,172,23,64,8,31,19,13,7,4
19167,7,18,62,194,28,73,7,23,18,14,12,4
19168,7,16,22,83,5,27,3,11,9,8,2,0
19169,7,19,34,143,17,55,5,16,12,11,7,1
19170,7,20,43,125,26,53,6,19,12,9,6,5
19171,7,6,20,62,9,20,2,10,2,5,3,2
19172,7,16,49,122,13,44,5,22,11,12,10,2
19173,7,18,43,164,12,56,6,24,16,15,19,1
19174,7,21,130,361,54,123,15,48,30,18,34,10
19175,7,17,18,112,7,43,4,11,9,7,6,2
19176,7,17,47,133,20,40,4,17,8,6,9,4
19177,7,11,40,132,14,49,6,23,13,12,10,6
19178,7,11,10,57,4,18,3,6,2,5,3,0
19179,7,21,64,169,24,37,7,20,5,10,15,2
19180,7,14,10,41,5,14,2,6,3,3,3,0
19181,7,14,40,127,19,55,6,14,12,6,9,4
19183,7,12,30,74,13,25,4,9,13,3,4,1
19184,7,9,26,59,11,26,3,9,3,4,4,1
19185,7,16,50,152,15,59,9,20,15,8,10,5
19186,7,21,76,283,22,105,13,30,20,21,7,4
19187,7,19,37,107,17,49,5,15,8,7,5,6
19188,7,16,66,221,12,74,9,32,28,21,9,2
19189,7,10,26,130,13,38,3,20,12,11,7,1
19190,7,20,94,323,27,114,10,51,25,31,21,6
19191,7,14,27,104,16,39,4,15,7,10,6,4
19192,7,23,48,140,19,57,5,21,10,12,14,4
19193,7,17,40,178,17,62,6,28,12,15,11,2
19194,7,16,41,156,14,51,8,20,8,14,11,6
19195,7,24,87,261,32,87,7,35,18,12,17,5
19196,7,19,68,207,21,73,9,32,28,18,11,7
19197,7,24,151,392,60,146,19,52,42,24,26,25
19198,7,21,68,207,27,70,9,31,18,11,18,6
19199,7,17,67,226,26,90,11,41,16,21,7,2
19200,7,19,60,200,28,76,11,42,11,18,12,7
19201,7,24,107,205,37,79,9,31,21,12,18,9
19202,7,24,81,260,30,89,10,30,28,17,16,3
19203,7,14,29,91,14,23,4,11,8,5,3,2
19204,7,15,37,114,16,42,4,18,13,11,5,3
19205,7,24,72,218,30,75,12,37,27,20,16,6
19206,7,16,50,152,17,71,6,26,19,14,7,5
19207,7,22,86,211,28,81,9,36,28,23,13,10
19208,7,19,32,148,8,49,8,30,14,16,7,0
19209,7,17,69,245,28,96,10,33,19,19,8,4
19210,7,23,55,256,18,72,8,40,27,15,10,4
19211,7,19,96,279,35,94,12,34,25,23,17,3
19212,7,17,69,305,25,106,16,30,24,17,16,7
19213,7,12,35,96,17,33,5,11,15,5,11,5
19214,7,15,68,233,26,81,7,18,14,8,11,10
19215,7,22,118,410,30,162,14,53,44,27,14,4
19216,7,14,38,130,25,53,5,10,10,6,13,2
19217,7,16,54,192,19,61,8,26,29,16,9,3
19219,7,11,9,41,4,13,3,7,3,3,1,0
19220,7,10,30,110,13,35,1,22,8,4,7,1
19221,7,8,18,44,1,3,1,5,4,3,4,0
19222,7,17,72,261,28,87,14,26,29,20,24,7
19223,7,20,65,206,21,58,12,40,23,28,12,6
19224,7,13,35,150,7,55,4,20,16,12,9,3
19225,7,10,25,125,7,34,4,19,12,4,10,0
19226,7,14,19,84,9,26,4,14,5,8,8,4
19227,7,23,73,264,17,85,13,34,21,15,9,3
19228,7,12,31,87,11,31,3,14,10,4,2,2
19229,7,23,85,291,31,77,12,57,25,33,21,7
19230,7,13,19,109,6,31,4,16,8,6,6,1
19231,7,11,24,99,7,31,2,12,9,5,6,1
19232,7,17,40,170,21,58,7,27,20,9,9,2
19233,7,18,48,173,20,66,6,23,18,14,10,3
19234,7,17,43,198,21,68,7,31,21,9,7,5
19236,7,16,66,251,21,94,9,33,23,26,21,2
19237,7,23,54,175,20,62,6,23,15,14,6,4
19238,7,20,55,193,15,69,6,21,14,18,13,2
19239,7,19,74,228,27,89,10,35,20,22,20,4
19240,7,16,53,223,24,78,11,31,26,18,11,3
19241,7,16,89,254,40,100,12,30,23,22,18,8
19242,7,17,50,183,18,49,7,29,9,11,17,6
19243,7,24,100,306,45,110,14,42,25,19,18,10
19244,7,19,53,174,17,63,2,30,12,12,16,3
19245,7,16,34,108,17,45,4,14,10,12,2,2
19246,7,15,28,114,8,28,2,23,13,10,5,2
19247,7,13,36,116,20,43,7,19,9,4,3,4
19248,7,21,72,270,30,94,13,35,25,18,14,7
19249,7,15,39,128,16,57,4,15,9,5,11,4
19250,7,23,63,252,30,70,12,25,27,17,8,4
19251,7,11,18,136,4,36,4,24,17,17,3,1
19253,7,16,29,107,9,27,5,19,13,7,11,2
19254,7,10,45,127,24,45,3,9,7,2,6,5
19255,7,15,24,85,11,23,2,11,7,4,7,0
19256,7,16,80,256,26,101,14,44,20,27,18,7
19257,7,16,30,136,14,53,4,16,12,7,11,2
19258,7,21,64,177,28,64,4,25,10,8,13,5
19259,7,15,37,140,16,54,5,23,14,12,6,2
19260,7,18,48,149,23,42,7,26,9,14,5,3
19261,7,17,75,287,30,105,12,28,31,24,18,5
19262,7,17,68,253,34,80,9,30,30,19,15,2
19263,7,19,54,209,21,65,7,21,29,16,14,1
19264,7,11,36,134,17,41,4,21,11,8,2,4
19265,7,19,62,273,26,90,9,42,15,17,17,4
19266,7,24,121,340,55,114,15,43,27,16,19,12
19267,7,18,119,324,47,101,13,39,33,20,42,16
19268,7,17,52,170,19,61,7,26,10,19,11,7
19270,7,22,85,213,41,60,5,37,16,12,17,11
19271,7,24,79,179,34,66,7,34,17,12,20,12
19272,7,16,37,126,12,41,8,20,12,11,10,5
19273,7,22,70,217,25,69,12,37,28,23,12,6
19274,7,18,33,133,10,48,6,26,4,9,9,2
19275,7,23,98,341,38,126,16,55,30,27,19,4
19276,7,16,35,150,9,58,1,25,12,14,4,2
19277,7,17,29,112,8,40,5,14,11,10,5,0
19278,7,24,152,385,54,140,19,71,39,29,25,7
19280,7,12,17,66,9,24,2,9,5,5,2,0
19281,7,17,43,159,17,39,7,26,11,10,11,4
19282,7,10,36,107,26,43,5,17,12,4,3,3
19283,7,18,44,124,26,40,7,15,8,6,14,9
19285,7,18,35,147,11,50,5,11,6,6,5,1
19286,7,17,50,179,16,58,8,21,15,9,14,5
19287,7,14,28,81,18,34,4,9,4,6,7,3
19289,7,18,50,188,12,68,11,19,14,13,5,1
19290,7,23,55,184,23,71,9,38,20,15,14,4
19291,7,15,33,104,12,29,3,16,9,9,4,4
19292,7,16,47,195,12,46,9,32,12,11,7,3
19293,7,17,41,152,21,51,7,22,11,10,10,5
19294,7,18,54,169,24,69,7,16,18,18,10,4
19295,7,13,55,148,27,57,6,14,15,8,16,7
19296,7,14,42,209,10,68,6,35,17,15,6,2
19297,7,19,47,173,13,73,9,27,15,18,9,1
19298,7,13,53,231,24,55,1,26,14,6,9,2
19300,7,11,27,137,9,37,6,15,6,13,6,0
19301,7,22,81,226,43,90,12,31,17,16,11,8
19302,7,11,65,139,28,57,7,25,15,10,8,3
19303,7,14,26,75,11,27,2,12,7,6,4,2
19304,7,10,45,172,21,46,5,29,15,9,1,1
19305,7,17,35,90,23,36,5,12,10,7,9,4
19306,7,16,29,104,12,44,5,13,5,7,11,1
19307,7,19,57,188,24,66,10,41,21,19,13,3
19308,7,17,38,114,21,40,4,14,9,9,8,5
19310,7,10,18,63,9,26,2,10,3,4,4,2
19311,7,23,110,303,47,100,15,44,31,28,30,13
19312,7,24,133,412,55,163,18,77,40,31,20,7
19313,7,23,148,365,58,107,17,48,28,35,36,16
19314,7,18,44,169,22,36,9,27,19,14,13,5
19315,7,12,68,216,23,81,6,29,32,13,5,7
19316,7,11,38,96,9,31,4,12,5,5,4,1
19317,7,20,26,121,9,34,5,14,10,10,8,3
19318,7,14,28,110,13,37,6,2,4,2,10,6
19319,7,11,31,152,2,38,2,29,5,12,15,0
19320,7,8,12,46,8,17,2,10,7,7,2,1
19321,7,13,39,141,11,35,3,22,8,7,13,0
19322,7,20,60,149,14,41,5,26,12,9,14,2
19323,7,13,12,60,6,23,3,9,6,6,2,0
19324,7,16,30,151,6,57,5,17,10,11,7,0
19326,7,15,28,132,10,47,5,13,9,7,6,1
19327,7,16,30,112,12,34,4,17,8,7,8,1
19328,7,12,14,53,4,15,2,8,3,3,2,1
19329,7,16,25,95,6,29,4,14,11,8,7,2
19330,7,12,18,60,4,18,3,7,4,3,6,1
19331,7,20,70,199,30,73,10,29,11,17,14,9
19332,7,15,20,110,11,30,4,16,9,14,3,1
19333,7,16,30,167,10,54,6,16,15,6,5,1
19334,7,15,65,200,17,73,6,34,20,21,15,3
19335,7,14,71,183,28,68,8,24,18,14,16,10
19336,7,16,72,233,32,92,12,39,27,17,8,2
19337,7,6,41,147,23,43,4,19,16,7,7,4
19338,7,14,20,81,12,22,4,10,6,5,10,1
19339,7,15,42,134,21,37,4,13,15,5,8,3
19340,7,15,29,115,12,41,1,17,5,13,7,0
19341,7,12,38,140,14,52,6,25,16,10,8,2
19342,7,24,120,336,56,126,14,52,42,36,17,11
19343,7,20,64,203,27,64,5,33,23,13,11,9
19344,7,20,43,146,17,59,7,22,9,15,3,4
19345,7,16,20,100,8,28,3,14,9,4,4,0
19346,7,20,104,279,42,99,14,43,28,21,21,11
19348,7,9,36,142,13,49,2,32,11,13,7,1
19349,7,7,11,37,5,11,2,5,4,2,3,1
19350,7,16,21,86,7,32,4,9,6,3,5,0
19351,7,16,54,196,26,74,3,36,14,21,11,4
19352,7,22,61,189,29,57,10,22,15,13,15,7
19353,7,8,6,37,4,11,1,10,3,1,2,2
19354,7,14,44,115,22,40,3,23,10,5,4,9
19355,7,22,139,370,58,133,21,55,37,31,22,9
19356,7,16,39,121,7,33,4,17,8,17,9,0
19357,7,16,25,87,10,34,4,9,12,7,4,0
19358,7,8,11,47,7,14,2,7,6,2,0,0
19359,7,21,81,257,33,106,14,36,26,15,13,6
19360,7,18,77,310,37,118,12,44,40,27,22,6
19361,7,16,50,162,27,53,5,15,12,8,12,5
19362,7,13,18,68,11,19,2,9,11,5,7,5
19363,7,20,65,253,28,75,9,27,25,14,16,9
19364,7,21,63,174,31,65,7,22,19,12,10,12
19366,7,17,72,190,34,76,8,19,13,8,12,10
19368,7,16,49,198,15,63,6,32,12,12,15,1
19369,7,15,14,67,5,24,4,4,10,5,3,1
19371,7,7,11,35,6,13,1,4,1,2,4,2
19372,7,16,52,223,12,72,12,30,20,19,10,0
19373,7,6,18,58,12,17,3,12,8,4,2,0
19374,7,13,18,62,9,19,4,11,1,5,4,3
19375,7,17,28,112,14,34,5,14,8,9,9,3
19376,7,9,13,46,7,15,3,6,4,0,2,0
19377,7,14,19,55,1,19,3,10,6,6,2,0
19378,7,21,121,238,24,83,8,36,15,18,29,5
19379,7,22,66,267,16,88,13,48,22,25,5,3
19380,7,16,49,186,25,55,8,30,28,20,8,10
19381,7,22,90,256,33,91,9,33,25,18,19,3
19382,7,17,56,126,30,52,7,25,11,9,3,7
19383,7,21,90,239,32,89,11,36,35,24,9,9
19384,7,10,14,65,6,26,3,9,9,7,3,1
19385,7,14,42,100,16,34,4,16,11,8,6,3
19386,7,22,83,296,31,98,13,33,28,31,30,7
19387,7,14,24,96,8,36,5,19,6,11,3,1
19388,7,18,51,148,18,55,6,21,13,16,16,2
19389,7,16,44,200,16,77,6,30,25,22,12,1
19390,7,13,15,78,4,22,3,9,9,4,3,0
19391,7,18,54,119,27,44,4,18,9,3,7,9
19392,7,12,46,143,18,63,5,20,13,9,8,2
19393,7,8,5,59,2,18,1,12,6,7,3,0
19394,7,16,21,103,8,36,7,12,8,9,5,3
19395,7,24,184,491,75,183,23,108,50,62,33,23
19396,7,18,55,199,22,74,11,29,17,18,10,3
19397,7,14,34,122,15,30,6,18,10,9,9,4
19398,7,8,20,69,5,19,1,16,2,6,4,0
19400,7,8,29,65,19,23,2,14,11,7,4,2
19401,7,13,26,79,14,24,4,12,10,9,3,3
19402,7,11,42,167,13,47,9,22,20,15,9,2
19403,7,21,86,264,26,87,8,54,37,31,12,8
19404,7,14,22,100,6,20,5,20,9,7,1,2
19405,7,14,42,134,21,43,5,25,8,14,11,6
19406,7,23,42,165,23,45,6,30,14,18,9,3
19408,7,14,46,175,18,52,9,16,13,11,14,6
19409,7,20,36,105,21,43,5,16,13,11,10,4
19410,7,16,66,266,20,87,11,31,19,20,11,7
19411,7,13,9,71,6,22,1,8,8,0,1,0
19412,7,20,56,184,24,66,8,28,14,11,9,8
19413,7,22,96,307,45,107,10,54,31,26,15,11
19414,7,21,110,278,41,100,13,45,28,19,25,17
19415,7,13,33,120,22,52,6,12,8,5,11,6
19416,7,16,37,149,14,46,7,19,18,15,10,5
19417,7,17,32,108,11,38,6,14,7,6,10,3
19419,7,19,74,182,35,57,9,23,16,15,21,12
19420,7,16,19,89,10,27,3,13,8,7,5,2
19421,7,23,136,363,62,130,14,53,36,25,36,4
19422,7,20,47,204,16,77,8,39,23,23,6,5
19423,7,22,31,118,18,48,4,15,11,8,8,5
19424,7,6,14,53,7,20,2,7,5,2,3,1
19425,7,13,42,138,22,23,5,29,15,17,4,12
19427,7,22,118,357,41,124,15,51,33,28,23,8
19428,7,10,13,68,8,10,2,10,10,3,2,0
19429,7,20,58,166,16,55,5,19,12,7,8,6
19430,7,14,10,62,5,25,3,10,4,2,3,0
19431,7,20,48,188,20,61,8,30,25,11,12,1
19432,7,18,28,92,15,31,4,18,8,5,3,4
19433,7,19,46,222,14,83,10,34,17,24,6,0
19434,7,8,22,73,14,16,4,17,11,4,3,0
19435,7,17,78,209,32,55,9,33,8,7,14,6
19436,7,6,22,60,11,21,3,12,10,4,6,3
19437,7,16,44,235,12,90,6,30,18,23,7,1
19438,7,13,27,114,11,41,3,17,13,8,4,0
19439,7,12,41,145,18,56,7,16,9,10,12,2
19440,7,12,14,64,4,19,4,10,3,4,2,1
19441,7,22,166,385,45,114,9,53,21,40,42,8
19442,7,16,47,150,12,64,6,28,14,17,10,3
19443,7,19,50,187,19,72,6,26,20,17,15,5
19444,7,13,44,170,14,54,8,21,20,14,10,1
19445,7,19,44,132,13,32,5,16,8,8,22,6
19446,7,24,74,211,38,67,10,42,22,21,19,15
19447,7,18,21,77,13,21,4,9,6,4,9,1
19448,7,15,29,168,9,52,7,23,22,13,4,0
19449,7,12,42,111,12,54,6,19,14,13,8,5
19450,7,4,5,18,1,6,0,3,1,2,1,0
19451,7,22,62,189,25,70,10,27,17,18,12,6
19454,7,10,22,57,12,24,3,11,5,5,3,4
19455,7,13,20,72,11,29,4,5,2,3,6,3
19456,7,9,48,148,12,28,2,16,9,10,9,4
19457,7,16,68,162,28,59,7,23,16,12,12,9
19458,7,12,41,107,12,31,4,11,8,7,5,5
19459,7,21,58,214,27,79,11,21,21,15,8,5
19460,7,16,59,148,25,66,5,20,6,10,8,6
19462,7,16,46,148,24,60,6,10,10,6,3,3
19463,7,21,111,378,47,135,14,37,42,35,24,10
19464,7,16,29,118,10,49,4,20,12,5,5,3
19465,7,7,10,41,4,12,1,8,4,2,2,1
19466,7,15,31,173,2,46,6,30,14,10,6,0
19467,7,11,35,121,23,59,5,13,19,5,7,2
19468,7,21,82,196,45,62,9,34,24,10,18,9
19469,7,13,21,63,7,21,3,10,5,1,2,0
19470,7,15,67,210,33,79,9,24,19,6,15,8
19471,7,23,58,151,27,62,7,35,14,7,11,17
19472,7,19,8,23,2,4,1,2,2,4,4,0
19473,7,20,88,267,25,88,10,56,26,20,18,5
19474,7,20,68,226,26,68,12,32,22,20,15,14
19475,7,18,86,174,39,54,8,24,14,19,18,8
19476,7,17,43,145,13,57,6,17,16,7,7,3
19477,7,16,48,143,20,55,5,18,15,13,10,4
19478,7,24,91,244,51,77,10,24,15,19,28,18
19479,7,14,31,121,12,32,2,9,6,5,0,3
19480,7,12,30,111,3,30,3,19,11,6,3,1
19481,7,24,111,303,28,86,13,39,25,21,31,7
19482,7,19,75,215,34,86,9,28,17,13,14,3
19484,7,17,58,235,26,63,11,33,21,13,8,4
19485,7,18,38,134,19,39,9,22,7,10,7,7
19488,7,19,15,48,9,16,2,7,3,6,2,2
19489,7,12,22,82,8,32,3,15,5,7,8,2
19490,7,13,32,108,6,34,5,17,8,10,12,1
19491,7,8,16,69,10,28,3,6,5,2,2,0
19492,7,7,25,59,15,20,2,12,7,4,3,0
19493,7,6,9,23,3,7,1,4,3,3,2,1
19494,7,14,39,159,17,63,8,21,17,11,7,5
19495,7,13,24,99,12,26,4,8,7,8,9,6
19496,7,16,97,217,44,77,10,35,9,15,27,15
19497,7,9,4,29,3,9,1,6,3,3,1,0
19498,7,16,65,179,15,56,4,25,10,5,14,3
19499,7,21,87,289,45,100,13,29,15,12,20,9
19500,7,9,37,145,15,41,3,30,8,10,15,2
19501,7,24,91,263,31,96,10,50,24,23,15,4
19502,7,24,148,454,72,169,18,61,47,52,31,23
19503,7,16,38,130,10,43,5,20,18,12,6,1
19504,7,16,48,149,23,53,8,18,15,9,8,12
19505,7,17,68,214,31,61,8,29,28,16,7,5
19506,7,20,68,238,31,80,6,16,14,10,4,10
19507,7,17,70,185,22,83,9,32,18,14,5,9
19508,7,12,23,86,6,35,4,14,6,9,6,1
19509,7,11,19,65,9,19,3,8,3,3,4,3
19510,7,14,11,55,2,21,1,10,6,7,3,0
19511,7,11,57,159,17,57,7,24,21,11,8,2
19512,7,22,83,280,40,107,14,42,24,27,17,5
19513,7,18,32,195,15,54,8,26,17,26,7,0
19514,7,18,52,138,20,44,6,16,10,10,4,2
19515,7,19,25,118,9,34,8,14,10,9,3,0
19516,7,24,70,170,22,56,7,38,18,8,13,7
19517,7,14,32,105,12,38,3,19,8,11,8,0
19518,7,23,158,309,63,101,11,43,19,18,27,11
19519,7,19,58,144,15,34,8,19,17,9,15,6
19520,7,18,31,142,14,58,7,25,19,4,2,4
19521,7,13,22,53,5,20,2,7,3,7,6,0
19522,7,22,97,332,32,126,19,48,43,29,20,5
19523,7,19,54,181,28,50,8,15,16,14,16,9
19524,7,19,77,269,30,97,11,33,27,24,22,12
19525,7,17,41,117,19,45,6,19,16,8,4,1
19526,7,12,21,78,10,28,3,6,6,7,4,3
19527,7,13,24,83,5,31,4,12,6,4,4,1
19528,7,13,29,95,15,28,3,16,3,11,8,0
19529,7,24,166,366,77,113,14,66,27,33,37,28
19530,7,24,111,393,42,116,12,54,24,19,29,6
19533,7,14,34,115,14,30,5,19,10,11,7,4
19534,7,18,51,187,14,60,9,25,18,20,9,1
19535,7,16,42,137,16,46,4,14,13,7,5,2
19536,7,16,33,131,14,35,5,18,9,6,9,2
19537,7,13,14,33,5,8,1,10,4,2,2,1
