id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char
15736,6,3,83,189,47,73,10,25,31,23,15,10,12,6,11,10,2,7,4,1,2,5,5,3,8,2,16,4.5259224943,0,2,4,0,2.2702427241
15737,6,3,62,136,35,54,7,16,22,16,12,16,8,4,7,12,4,4,1,3,0,6,6,2,7,1,13,2.47932762839,1,0,3,2,2.61185499069
15738,6,1,36,80,18,28,4,9,9,15,7,7,5,2,2,9,3,3,0,2,2,3,1,3,4,0,5,0.831565384557,0,2,1,0,2.52878992425
15739,6,3,84,179,42,78,7,23,25,23,17,17,8,4,8,13,1,4,3,0,2,5,4,2,9,2,17,3.88909298985,3,0,5,0,2.34996063443
15740,6,3,56,117,25,44,6,14,15,13,7,10,7,2,3,12,2,8,4,1,1,6,6,1,4,0,11,1.59594654102,2,1,2,0,2.29252556045
15741,6,3,49,109,24,50,5,18,15,19,11,9,7,2,1,8,2,2,3,2,0,4,2,2,8,0,8,1.93872818903,1,0,3,0,2.40790266476
15742,6,3,78,181,44,75,7,33,25,30,11,16,9,5,4,13,4,7,4,4,0,4,4,5,12,0,8,2.54907677089,5,3,3,0,2.42574183498
15743,6,3,48,130,25,52,6,19,19,25,11,10,6,3,4,6,2,4,2,1,1,4,2,4,3,0,10,2.7146928482,2,0,5,0,2.34887912725
15744,6,3,53,141,21,55,7,17,15,23,14,9,12,2,10,6,2,8,4,0,1,1,7,7,11,0,7,1.61369791242,0,0,5,0,2.100971937
15745,6,2,90,198,40,79,8,35,24,31,13,13,17,3,7,7,4,6,6,1,3,2,11,1,15,0,29,5.76736793693,0,0,3,0,2.25469594333
15746,6,3,84,177,42,67,8,22,20,24,12,13,11,3,4,18,4,8,3,0,5,3,2,7,11,0,13,1.96327173069,2,2,5,0,2.32828347819
15747,6,3,75,186,42,74,6,34,19,24,14,18,9,5,11,10,3,9,9,1,1,4,3,7,13,0,4,3.38498621012,2,0,6,0,2.44966176813
15748,6,2,45,105,15,43,5,16,14,16,8,5,7,2,8,8,2,1,3,1,1,1,3,1,6,0,3,1.95565711049,2,4,3,1,2.13260060677
15749,6,1,14,38,5,16,1,5,6,8,1,2,2,1,1,4,1,1,1,0,1,0,0,1,4,0,3,0.935246026742,1,0,0,0,2.24416423535
15750,6,1,20,51,12,19,3,7,3,8,1,6,6,0,4,5,3,3,1,1,0,1,3,1,4,0,6,1.18003594666,0,0,0,1,2.76164202363
15751,6,3,75,195,29,82,8,31,19,22,18,8,10,5,14,12,3,11,3,0,1,6,3,12,16,0,3,2.97960216703,3,0,5,0,2.04017279879
15752,6,3,71,190,44,69,10,26,21,25,5,22,15,4,5,21,12,7,2,2,0,3,3,2,18,3,20,2.40099350451,2,1,2,0,2.50577722893
15753,6,0,15,37,8,17,1,0,2,3,3,6,2,1,1,6,1,4,1,2,1,2,1,1,2,0,2,0.334789521718,1,0,1,2,3.04125783998
15754,6,4,73,208,47,76,10,29,23,36,15,19,11,5,7,11,2,16,4,2,3,10,3,8,12,0,8,3.09371406027,2,1,3,0,2.45342626666
15755,6,0,26,56,9,23,3,8,4,8,3,3,6,0,1,4,3,3,1,1,0,0,4,3,5,1,3,0.422034110332,0,0,1,1,2.23780968981
15756,6,3,67,127,35,51,6,23,15,22,12,10,9,4,5,7,2,3,1,2,2,6,5,1,5,0,12,1.50976445345,0,0,3,1,2.45048452162
15757,6,3,50,123,22,54,7,18,15,15,13,9,10,0,10,8,5,2,1,2,2,4,3,4,7,0,2,1.06255164387,0,1,5,0,2.18316899085
15758,6,3,66,161,40,56,7,28,23,25,11,14,12,3,8,11,1,6,1,0,8,5,4,3,10,0,10,2.21298584427,1,1,2,0,2.36337872678
15759,6,3,45,110,22,48,5,11,19,16,8,7,7,2,7,10,1,2,2,0,1,1,4,1,7,0,12,1.41218077383,1,1,2,0,2.22408155928
15760,6,3,56,138,27,67,5,17,14,16,14,7,9,3,6,12,1,11,3,0,1,4,8,8,9,0,4,2.33505610112,2,0,4,0,2.2080031
15761,6,3,111,248,66,94,10,34,38,35,22,30,14,7,16,13,3,6,7,5,2,8,13,7,13,0,23,5.19437450557,2,0,5,3,2.62749536238
15762,6,2,54,118,33,49,4,15,13,14,11,13,8,3,9,10,2,7,1,1,2,8,2,2,6,0,6,1.67385381583,2,1,1,0,2.56261582277
15763,6,3,83,173,41,73,8,33,24,31,20,23,15,3,6,6,3,8,6,8,2,4,4,2,4,0,8,2.09554651625,2,1,6,0,2.68027903117
15764,6,3,70,151,40,62,7,27,18,21,14,16,11,3,6,13,2,9,1,1,2,4,6,2,11,0,2,2.31556781673,1,0,1,0,2.49677938248
15765,6,3,81,191,46,77,9,35,20,34,13,18,11,3,5,13,3,10,6,4,3,3,2,2,11,0,8,2.89953889458,2,1,4,1,2.55792093173
15766,6,3,63,150,33,59,6,28,18,22,13,11,9,4,6,8,1,4,1,0,4,2,9,6,13,0,14,1.99406006503,2,1,2,0,2.27126786578
15767,6,4,120,269,52,117,12,41,35,32,20,23,20,4,17,15,5,10,6,1,3,4,8,9,21,1,20,4.10158691433,3,3,5,1,2.23785383589
15768,6,2,35,84,22,33,4,9,15,11,5,6,5,3,5,4,1,2,3,0,2,1,3,5,5,0,7,1.23162812822,1,1,1,0,2.44840622813
15769,6,1,28,97,15,37,4,15,8,12,11,9,5,2,9,6,1,10,1,0,1,2,2,2,7,0,1,1.88453128228,2,0,1,0,2.32954097804
15770,6,4,71,167,42,70,8,21,24,23,14,17,9,4,10,12,3,5,2,2,2,6,2,2,10,0,10,3.93243720693,2,1,3,0,2.52267689342
15771,6,3,85,179,43,76,9,27,22,26,19,12,12,4,15,15,4,3,5,3,2,5,7,4,12,0,8,4.17206298065,0,1,3,1,2.44085135144
15772,6,4,78,182,38,66,10,36,27,33,16,16,12,3,8,10,2,6,5,1,2,4,8,4,10,1,9,2.9026109073,1,0,2,0,2.35996293405
15773,6,2,91,201,42,88,8,31,26,34,10,14,11,6,7,15,1,8,4,1,4,2,2,4,10,1,26,3.02030939242,3,1,4,1,2.37087426409
15774,6,3,90,193,53,80,8,32,33,33,13,23,12,5,8,12,2,6,6,4,3,1,9,4,6,0,23,3.26158881817,3,1,4,2,2.63996167934
15775,6,3,67,168,42,59,9,26,18,22,12,11,17,4,6,11,3,6,1,1,1,1,11,3,14,1,25,9.33755987345,0,2,1,0,2.34262275668
15776,6,4,112,223,57,86,11,39,26,41,15,20,15,5,9,17,3,12,6,3,3,3,3,1,10,1,10,3.93481883392,2,0,6,0,2.43206903744
15777,6,3,54,121,31,48,5,16,11,21,9,9,7,3,5,11,3,5,3,1,0,5,5,2,10,1,9,0.920995803175,1,0,2,0,2.25321930694
15778,6,1,35,75,22,27,5,10,8,13,5,5,6,1,2,6,1,4,3,2,0,2,2,2,4,1,6,1.39394436773,1,2,1,0,2.56448368616
15779,6,3,59,122,32,54,6,19,18,16,10,9,9,2,6,10,2,4,1,1,1,4,5,2,9,0,6,1.3338949883,0,0,3,0,2.41143068898
15780,6,4,115,255,69,105,11,45,38,48,19,28,13,8,11,21,4,8,6,5,0,1,3,2,14,1,13,3.84582826272,3,1,4,1,2.57955405448
15781,6,4,85,241,40,101,12,32,19,28,20,13,17,3,21,11,10,11,6,1,6,2,11,13,19,0,17,4.37188604104,2,0,5,1,2.18070248937
15782,6,3,64,166,36,54,8,26,27,25,9,24,9,4,5,14,4,6,5,4,3,6,1,5,8,1,4,5.94502129235,2,1,4,1,2.71867636329
15783,6,4,73,182,37,76,8,22,19,28,17,12,9,5,9,13,3,7,7,1,2,1,7,7,15,1,9,3.09007010755,2,2,3,0,2.21683662927
15784,6,3,54,143,36,52,6,30,15,26,5,15,8,5,4,8,3,9,5,3,0,3,5,1,6,0,6,1.75379400462,1,0,5,0,2.58409243911
15785,6,3,80,165,34,62,7,26,26,24,9,13,11,3,5,12,1,5,3,2,1,4,8,0,8,1,25,5.56556382543,2,0,3,0,2.38701835245
15786,6,3,86,179,44,78,5,36,20,28,18,16,8,5,8,9,3,8,2,3,0,4,1,1,11,1,7,1.94921927201,4,1,6,0,2.43831693842
15787,6,4,97,225,43,90,6,34,29,38,22,18,8,5,10,13,5,9,2,3,1,7,14,4,10,0,14,4.22880203848,5,2,7,0,2.28043785826
15788,6,4,106,235,57,89,9,36,29,28,18,17,19,6,15,17,9,9,2,2,2,8,12,4,14,0,21,5.83133375773,4,0,4,1,2.39530364291
15789,6,2,68,162,32,64,9,21,22,26,5,5,12,2,2,10,3,7,4,1,0,4,10,4,9,1,20,2.81034186973,1,1,6,0,2.13859197746
15790,6,4,75,185,41,88,10,35,20,26,16,18,12,4,6,14,4,9,3,0,1,5,4,2,12,0,14,3.78833642154,1,0,3,0,2.35959426097
15791,6,1,49,116,30,49,8,21,16,21,7,12,11,0,3,10,4,3,2,1,1,1,4,4,8,0,3,1.35841404328,0,1,2,0,2.41596389858
15792,6,2,48,118,27,48,5,16,15,15,7,11,7,3,7,9,0,7,4,1,0,2,1,4,8,0,6,2.02915866436,2,0,4,0,2.43281444462
15793,6,1,43,95,18,42,5,16,10,17,7,6,7,2,1,2,0,3,7,0,1,3,10,5,5,0,10,1.44855996116,0,1,3,0,2.16259559531
15794,6,3,79,210,38,76,10,25,28,25,17,19,12,6,20,12,3,10,7,0,1,2,12,7,14,1,21,3.16202110616,3,1,3,0,2.20751321733
15795,6,3,44,140,26,53,7,17,15,19,14,12,10,3,8,11,3,7,2,3,1,3,5,6,10,0,9,2.13150641266,1,2,3,2,2.4748996886
15796,6,3,79,179,43,70,9,24,17,26,14,24,9,5,11,15,2,9,8,2,0,8,3,6,15,0,2,3.68718508779,3,1,3,1,2.63458883205
15797,6,2,23,57,15,17,1,7,7,5,6,7,3,1,2,4,0,3,2,0,0,2,4,1,7,0,3,3.11226156671,1,0,0,0,2.44577790773
15798,6,3,49,108,26,48,4,12,10,9,8,11,4,3,9,10,2,7,2,3,0,4,5,6,2,0,5,1.17679166562,2,1,5,1,2.57628506213
15799,6,2,56,118,26,51,5,17,13,21,8,9,6,4,4,8,1,5,3,1,1,2,6,1,7,0,14,2.74511063354,2,0,2,0,2.29058437167
15800,6,3,80,191,45,86,9,31,32,30,14,11,11,3,6,12,4,9,5,2,0,4,4,6,15,0,8,2.35737812899,2,0,3,0,2.28796315972
15801,6,3,43,126,25,49,6,15,10,19,10,8,10,3,6,11,2,9,0,0,1,2,4,4,11,0,8,1.45583856737,1,0,2,0,2.33346938379
15802,6,3,57,122,33,48,5,26,15,22,9,16,7,4,2,8,2,5,2,2,0,5,2,1,5,1,2,1.32567992978,2,2,5,1,2.64167715732
15803,6,1,56,153,27,58,7,23,22,26,9,11,9,4,3,13,3,11,2,0,2,4,3,3,7,0,4,3.78495747945,2,1,3,0,2.18848661961
15804,6,4,74,175,33,80,9,23,23,23,10,16,10,5,6,10,3,11,2,1,1,5,2,7,13,0,7,1.77046568422,1,1,6,0,2.31046736435
15805,6,4,57,162,34,64,8,26,18,22,17,12,13,2,10,12,3,7,5,3,1,3,4,7,11,0,4,2.34545714155,0,0,5,1,2.57107389625
15806,6,3,59,146,32,59,6,27,14,24,9,10,10,3,6,8,3,7,1,0,0,3,2,6,13,0,7,1.39044960809,1,1,4,0,2.30184457056
15807,6,0,36,73,18,28,4,18,7,10,1,4,5,2,2,2,1,3,4,2,1,4,6,2,4,1,7,3.36774387008,0,0,0,0,2.4814379393
15808,6,3,58,130,25,51,5,19,19,17,6,13,6,4,4,8,3,6,7,3,0,2,8,4,10,0,9,2.2697516879,3,0,3,2,2.5421902107
15809,6,3,55,125,32,52,7,18,10,16,11,10,12,0,10,8,0,6,1,2,1,7,7,6,11,0,9,1.80716492633,0,0,3,0,2.46217842177
15810,6,3,58,138,27,44,3,22,21,22,7,10,4,2,5,1,5,5,3,0,0,7,17,0,8,0,23,1.64504058851,1,2,3,0,2.18552647447
15811,6,2,33,83,18,35,5,11,10,10,9,10,6,1,5,7,0,7,0,1,0,1,1,2,8,0,4,0.912068275777,0,2,0,0,2.51109790623
15812,6,3,50,131,28,46,6,14,14,25,13,11,7,3,2,12,2,4,2,0,3,7,1,1,6,0,4,1.84575445506,2,0,7,0,2.34754778917
15813,6,3,73,158,47,72,6,32,22,22,5,20,8,5,5,15,4,7,4,3,2,7,5,2,7,0,18,1.78162882758,4,0,3,1,2.57857257478
15814,6,4,85,173,45,74,7,25,21,27,14,17,18,4,7,11,2,5,2,3,1,6,5,4,9,0,26,1.57871742658,2,1,3,2,2.47192870237
15815,6,3,55,136,36,54,6,25,12,26,8,12,12,4,5,13,5,6,0,3,1,3,3,2,10,0,6,1.67594008544,0,1,1,2,2.58476135947
15816,6,3,79,166,42,81,5,37,14,25,11,21,6,4,5,6,4,8,5,8,0,4,6,4,6,0,14,1.82064684351,3,1,4,2,2.6479789699
15817,6,3,66,153,34,70,8,22,20,25,11,11,14,3,7,15,1,6,2,0,0,5,4,2,13,0,9,1.81730615265,0,1,3,0,2.25433878192
15818,6,2,40,99,21,42,5,17,17,15,7,11,9,1,4,5,1,1,4,3,1,1,5,3,11,1,4,2.20432820064,0,0,1,0,2.47452491437
15819,6,3,82,157,38,57,6,23,17,24,10,20,7,5,9,10,6,4,5,4,3,4,10,5,7,0,16,1.48299453814,2,1,5,0,2.42049809757
15820,6,4,56,126,33,45,4,19,9,15,17,11,33,1,7,11,6,5,1,1,6,4,7,3,1,0,8,2.09582832822,0,3,4,0,2.47277236611
15821,6,3,84,199,57,70,10,31,21,34,16,25,12,5,11,8,5,9,9,6,2,6,5,5,11,2,14,3.72196280655,2,0,3,2,2.72056091697
15822,6,1,57,166,31,66,5,33,18,24,13,12,6,4,7,9,6,8,2,3,6,2,5,6,5,0,6,3.08510964624,3,3,4,2,2.42766097046
15823,6,1,12,29,4,12,1,8,3,5,2,2,2,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0.725437223573,1,0,2,0,2.27808146747
15824,6,4,163,395,92,154,12,79,51,66,35,40,13,11,18,15,6,22,7,8,5,9,10,10,13,0,17,4.85134859212,7,1,13,0,2.49791277002
15825,6,3,66,145,38,73,6,13,22,15,14,15,8,4,13,14,3,4,3,2,0,6,2,2,8,0,13,2.91182900463,3,0,3,1,2.46892565091
15826,6,3,68,153,36,62,8,29,20,25,5,13,9,5,8,13,3,6,4,3,0,2,2,2,6,0,14,1.85888066747,0,0,4,1,2.52558289736
15827,6,4,112,238,65,100,12,39,35,35,14,23,16,6,12,17,2,12,8,3,1,8,2,1,13,1,14,3.65441958432,3,0,4,0,2.47043648217
15828,6,3,53,136,25,47,6,29,16,22,4,11,8,4,8,4,6,9,4,2,0,1,3,0,5,1,10,1.72622073579,1,0,3,0,2.4031456328
15829,6,1,47,129,22,46,5,21,14,18,8,10,6,3,4,10,5,10,0,1,0,3,3,5,7,0,7,1.92442673835,2,0,2,0,2.31730722838
15830,6,3,64,148,39,63,7,25,17,24,11,16,10,3,5,11,6,6,5,3,1,5,5,2,14,0,4,1.73454224454,1,0,2,1,2.64098685083
15831,6,0,14,35,5,12,2,6,2,5,4,1,4,0,1,0,1,2,1,0,0,0,2,5,2,0,3,0.940356817776,0,1,0,0,2.09159984604
15832,6,2,34,82,20,30,3,8,10,16,4,9,7,2,1,9,1,6,3,2,1,1,3,0,6,0,6,0.59914217577,2,1,1,0,2.56067591197
15833,6,1,33,90,20,33,2,16,12,17,2,9,3,2,1,5,1,7,0,1,0,2,5,2,5,1,11,1.220071566,2,0,1,1,2.53622937167
15834,6,4,131,295,71,117,14,39,36,39,19,22,22,5,22,23,3,12,6,3,3,6,11,8,16,1,19,9.45779312165,1,0,9,1,2.41007053552
15835,6,4,108,236,65,99,11,43,26,37,18,23,14,5,15,15,4,9,9,2,0,8,5,2,11,0,15,3.62895741507,2,2,6,0,2.44593541863
15836,6,1,55,131,30,58,7,29,17,19,8,14,9,3,5,6,1,4,9,3,1,2,1,3,9,0,7,1.90793062066,1,0,4,0,2.48086038151
15837,6,1,61,145,35,59,6,26,18,28,9,17,8,4,5,10,1,4,4,6,0,2,11,5,8,0,6,2.11113025179,1,2,4,2,2.73604085135
15838,6,2,59,143,31,59,7,23,14,25,16,13,13,2,5,12,1,4,0,1,0,4,7,2,7,1,11,2.01311040424,1,0,8,1,2.43003141827
15839,6,2,46,126,20,51,7,11,17,17,8,6,9,2,7,13,2,5,0,1,0,3,2,9,12,0,8,2.34277818471,0,0,2,0,2.19673639603
15840,6,2,140,351,70,140,14,62,37,50,20,29,18,9,15,16,11,14,9,8,4,10,20,11,24,2,35,9.46195963222,5,2,2,2,2.44650041189
15841,6,3,57,106,15,44,5,12,9,11,13,3,9,2,8,3,2,1,2,1,3,0,16,7,12,0,22,1.52871422409,1,2,3,1,2.06175981845
15842,6,2,38,92,20,36,4,12,6,15,6,7,6,3,8,5,5,4,1,2,1,2,0,4,12,0,3,1.28855748909,1,0,0,0,2.32302400246
15843,6,3,112,271,55,109,7,34,42,32,21,21,8,7,18,16,6,8,6,2,4,5,14,9,11,3,25,3.93796826382,6,2,10,1,2.29611862098
15844,6,2,48,103,23,37,4,25,10,20,6,14,7,3,2,5,2,7,5,4,0,0,1,0,3,0,2,1.48084420018,1,1,3,0,2.70347478952
15845,6,3,59,136,28,58,7,21,19,20,8,9,9,3,8,7,1,3,2,1,5,4,2,1,8,0,13,3.12839447382,1,1,2,1,2.33229435318
15846,6,4,98,211,56,93,10,34,24,32,21,22,11,5,13,15,3,8,4,6,0,5,5,3,12,3,13,2.58497364643,2,1,6,0,2.54080666087
15847,6,2,34,97,22,35,5,16,16,19,7,7,7,3,3,5,0,5,0,0,1,3,2,0,7,0,7,2.33696047186,0,1,1,0,2.41402865854
15848,6,3,106,238,65,94,10,42,30,43,19,28,16,6,12,17,3,8,8,8,1,7,0,4,15,1,4,2.44803257506,1,0,5,1,2.65402723841
15849,6,2,38,79,22,27,5,13,12,11,6,6,6,1,2,9,1,5,0,1,0,5,1,1,5,0,3,0.851606236692,1,0,0,0,2.51699836174
15850,6,0,8,37,6,13,2,2,4,2,0,1,3,1,1,2,0,4,1,0,0,1,1,7,6,0,0,0.82078159341,0,0,0,0,2.05187967732
15851,6,2,43,124,25,50,6,16,13,17,16,5,7,3,3,4,2,2,1,1,9,3,4,3,5,0,17,2.25913494886,1,0,2,0,2.19222752614
15852,6,2,83,198,41,86,7,22,27,23,16,18,9,5,10,15,5,5,4,1,3,7,9,9,8,4,15,2.61962712491,4,5,3,0,2.28944932653
15853,6,3,40,117,22,50,7,10,13,12,10,12,8,2,11,7,2,8,2,0,2,2,7,7,3,0,8,1.18676271121,1,5,2,0,2.35849137792
15854,6,4,115,238,57,93,9,38,42,27,17,20,16,6,13,20,6,3,6,3,3,9,16,7,14,1,24,4.96924506594,4,0,3,2,2.38039794275
15855,6,4,80,192,50,83,8,32,20,28,17,21,9,5,12,10,5,10,7,4,0,3,6,3,10,1,14,2.04567374535,4,0,4,2,2.60285263532
15856,6,3,69,151,38,58,9,29,19,27,13,17,10,3,5,10,1,7,7,4,1,2,3,2,10,0,4,2.44365101219,0,0,4,0,2.63063963717
15857,6,3,93,220,48,98,10,41,29,30,15,19,12,5,6,10,2,9,7,2,2,3,4,11,8,1,17,2.92390924599,2,0,11,0,2.37705581645
15858,6,3,63,142,35,55,5,21,17,23,7,19,7,3,3,16,7,9,3,4,0,5,4,1,10,1,8,2.21670574196,1,0,1,1,2.75715214003
15859,6,3,41,93,19,44,4,11,12,16,4,8,6,2,5,9,3,4,0,0,1,2,1,3,4,1,4,0.670823386915,1,2,2,0,2.24373836517
15860,6,1,50,111,30,46,6,18,16,19,13,12,7,1,4,6,3,3,1,3,2,4,6,2,6,0,12,1.31826848655,1,0,1,2,2.63933578123
15861,6,4,93,205,53,89,10,37,22,28,15,18,23,2,10,17,2,11,7,3,2,5,2,2,11,0,12,2.12156173935,1,1,4,1,2.46711513754
15862,6,2,55,145,35,54,5,35,22,16,12,8,7,3,8,6,5,5,0,1,7,3,3,8,1,0,3,1.88399299965,2,4,3,0,2.38027494468
15863,6,3,73,161,42,63,8,28,20,28,6,10,14,3,4,13,2,9,9,1,1,7,5,2,4,0,14,2.13028848031,1,2,4,0,2.36892406848
15864,6,3,98,217,48,94,10,32,27,29,20,18,11,6,8,16,6,11,1,4,4,8,7,4,11,0,14,2.37328683547,2,1,6,1,2.41240995594
15865,6,2,48,102,24,40,5,11,11,12,14,9,6,3,7,8,2,2,1,0,2,6,6,2,7,0,11,1.26580034831,1,0,1,0,2.34810340365
15866,6,3,81,169,45,70,8,24,22,27,10,19,9,4,2,13,2,8,6,4,2,5,9,3,4,2,22,4.20388205981,2,1,5,3,2.67682623714
15867,6,2,67,132,35,61,5,11,18,17,10,12,7,4,5,15,2,6,2,1,0,6,1,3,8,0,14,1.4125953759,2,0,3,0,2.40559673975
15868,6,1,79,183,41,62,8,24,23,26,7,20,9,6,4,18,4,13,2,4,8,3,5,5,4,2,17,3.7479588979,3,7,0,3,2.71909960689
15869,6,3,65,145,40,59,6,26,19,20,11,15,9,4,4,8,2,6,1,1,4,2,2,3,9,1,12,1.63044952445,1,2,1,0,2.47578309141
15870,6,3,79,162,47,69,6,16,22,16,13,16,10,5,9,14,4,5,5,3,3,1,5,5,11,3,18,2.01467644279,3,7,1,2,2.50214232264
15871,6,3,57,170,31,64,9,25,17,23,13,14,16,1,17,11,3,5,1,3,3,5,7,10,7,0,4,3.65013339787,0,4,7,1,2.35235808995
15872,6,1,22,80,11,30,4,12,7,13,7,5,5,3,6,5,4,4,0,0,0,1,0,4,4,1,0,0.928630920265,1,0,2,0,2.17432515356
15873,6,3,47,120,24,47,5,20,17,16,8,11,6,4,9,7,1,8,4,0,1,6,0,1,5,1,0,1.87616676968,2,1,2,0,2.39395538993
15874,6,3,45,122,16,48,6,15,12,15,11,10,9,3,11,6,3,7,0,1,0,3,1,4,10,0,8,1.59913716852,0,0,3,0,2.24365911676
15875,6,2,31,66,17,28,2,14,4,11,3,8,3,1,2,6,2,5,2,1,0,1,1,0,3,0,0,0.51164189414,1,1,2,0,2.56682256663
15876,6,3,75,189,42,76,8,28,29,28,13,15,12,5,5,13,4,7,1,2,5,4,5,8,9,0,13,3.40422830418,1,2,4,2,2.42892899209
15877,6,3,75,186,45,71,9,28,32,28,17,15,10,6,9,11,4,8,3,1,2,6,2,4,11,0,7,2.71250901007,2,0,3,0,2.34015898734
15878,6,1,22,54,9,21,3,8,5,9,2,3,4,1,2,5,1,5,1,0,0,0,3,3,6,0,3,0.500908681814,0,0,0,0,2.14050484846
15879,6,4,86,221,47,89,9,35,30,31,19,22,12,7,13,13,6,11,7,5,2,6,6,2,14,0,15,3.02259823001,3,0,3,1,2.5208386948
15880,6,3,78,178,43,69,7,21,20,20,21,18,10,6,13,17,4,9,3,2,3,7,0,4,10,0,3,3.20301887966,2,2,3,0,2.39419010479
15881,6,2,65,176,42,47,8,31,29,28,12,14,10,5,6,6,3,4,4,1,4,4,10,8,6,0,18,3.12019199846,3,1,5,0,2.4571126546
15882,6,2,69,174,36,67,8,26,20,27,12,7,13,3,10,7,3,7,4,1,0,2,5,6,18,0,11,2.53615989351,2,1,2,0,2.15649139095
15883,6,3,83,150,41,62,6,32,13,27,11,16,8,6,1,13,4,8,4,2,0,3,5,2,5,0,11,1.65992948848,2,0,5,0,2.45285753095
15884,6,2,35,71,16,28,4,14,7,9,1,5,5,2,6,8,2,5,0,0,1,2,7,0,5,0,1,0.745251484447,0,0,1,0,2.25907514774
15885,6,3,77,200,51,70,9,31,22,29,11,24,10,5,8,11,5,12,5,3,5,3,7,4,11,1,20,3.76509995537,4,1,3,1,2.64209734718
15886,6,3,65,190,37,71,13,20,25,27,14,15,14,1,6,14,4,14,6,2,0,2,1,13,14,1,0,3.31116228991,0,0,7,0,2.31157657095
15887,6,3,59,147,38,52,7,21,18,19,13,14,10,3,10,9,3,8,6,1,2,6,7,5,8,0,9,2.26758868655,0,0,1,0,2.53994277314
15888,6,3,87,211,46,89,9,31,30,30,14,21,11,7,6,14,5,13,4,5,2,7,1,7,13,0,9,2.40169159413,2,0,4,0,2.52544710821
15889,6,1,12,32,2,9,2,2,3,3,3,1,4,0,1,0,0,2,0,0,1,0,6,5,2,0,5,0.297768415941,0,2,0,0,1.66559105076
15890,6,2,65,149,38,66,5,33,13,28,9,22,10,4,4,13,3,5,3,7,0,1,9,1,11,0,8,2.24671895667,0,0,3,1,2.69881499817
15891,6,4,102,226,52,93,13,42,27,39,11,21,18,5,7,13,1,14,6,3,0,5,9,1,9,0,22,2.93557463058,2,0,9,0,2.42461970784
15892,6,3,62,134,42,49,7,22,16,21,11,20,9,3,2,12,0,7,3,6,1,5,13,1,9,0,6,2.52924106695,0,0,4,3,2.83426340352
15893,6,3,61,148,33,61,7,20,19,22,12,7,9,4,7,13,4,4,4,2,1,6,5,6,8,0,6,1.5612652059,2,0,6,0,2.2208769753
15894,6,2,48,105,19,45,4,21,10,18,4,6,7,3,5,6,2,5,2,1,0,2,1,0,6,0,9,1.31383450915,2,0,4,0,2.19377240448
15895,6,4,95,204,57,81,9,36,24,33,15,26,13,3,7,14,3,9,5,2,1,3,7,2,14,1,19,3.55518681369,2,0,5,0,2.54906455911
15896,6,3,66,138,42,56,7,15,18,23,7,13,10,2,5,13,0,6,3,2,3,4,2,2,9,1,15,1.45411928418,2,1,1,1,2.56204093245
15897,6,3,96,181,54,75,8,28,12,22,18,17,9,5,8,12,2,10,6,6,4,8,10,3,5,0,19,2.96072124516,2,2,6,2,2.66619470962
15898,6,3,73,190,41,74,5,28,24,31,16,10,6,5,8,14,2,13,1,1,0,9,10,3,9,1,12,3.26610503164,5,0,3,0,2.27996614318
15899,6,3,64,154,32,61,5,16,16,19,20,13,6,4,7,12,5,8,2,1,4,3,4,4,7,0,8,1.68977979053,1,1,4,0,2.29583532926
15900,6,3,54,113,28,57,7,17,11,17,13,12,9,1,7,11,3,4,0,0,0,4,4,2,6,0,6,1.13101880782,0,0,2,0,2.41328759505
15901,6,3,69,172,44,61,6,26,25,23,10,17,8,4,7,14,5,4,1,1,7,5,11,6,7,0,14,2.27219693774,2,6,3,0,2.4757974399
15902,6,3,96,251,50,105,10,39,28,34,20,25,11,7,15,10,8,15,8,2,2,1,8,4,13,1,17,5.46129188682,4,0,5,1,2.41928506775
15903,6,3,65,150,34,64,8,29,19,20,6,17,9,4,4,18,5,11,6,2,0,2,3,2,3,0,5,2.07212946651,1,1,5,1,2.56181737784
15904,6,1,47,117,22,43,4,12,19,17,4,15,5,3,4,11,6,9,1,1,0,3,2,3,7,0,10,1.86134909366,3,0,0,0,2.52400791878
15905,6,3,94,197,47,90,9,42,23,32,10,13,12,5,7,10,2,8,6,4,3,5,8,0,10,0,21,1.96441658115,1,2,3,0,2.3684054225
15906,6,3,76,164,42,71,7,17,19,22,13,14,9,6,9,11,1,9,1,3,1,3,4,6,8,1,17,1.79489250588,2,0,8,1,2.49214687562
15907,6,3,55,103,26,42,6,15,12,14,12,9,8,2,10,10,2,0,2,1,1,1,2,3,7,0,2,0.8674808334,0,0,4,1,2.3549082773
15908,6,2,53,154,29,62,7,21,15,22,15,13,10,3,9,13,4,13,2,2,0,1,8,7,14,0,6,2.32706941579,2,1,1,1,2.40010503972
15909,6,3,55,131,31,62,6,23,16,20,17,11,9,3,3,7,2,6,2,3,2,6,4,1,8,0,6,3.11964382961,1,0,3,0,2.43458154854
15910,6,3,69,162,35,70,7,22,23,21,15,13,12,4,6,13,3,4,5,4,2,3,5,5,6,2,14,2.61709646939,2,0,5,1,2.49800165512
