id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word,pos_7,pos_10,std_word,pos_34
9879,4,1,11,29,4,8,1,5,6,3,1,2,2,1,2,0,2,1,0,0,1,0,0,4,3,0,0,0.334049110595,1,0,0,0,2.1627158624,4.03448275862,40.3448275862,0,0,5.6075,0,0,0,0,0,0,0,0,0,0,14.5,0,0,14.5,0
9880,4,2,40,103,25,28,3,16,9,16,1,13,4,3,5,4,7,4,2,4,11,3,9,5,0,1,8,1.5945940493,2,1,2,2,2.73915145526,4.78640776699,47.8640776699,0,1,6.05321428571,0,0,0,0,1,0,0,0,1,0,25.75,0,0,18.9522426114,0
9881,4,1,44,113,17,52,4,20,11,13,5,3,5,4,6,1,5,3,1,1,2,7,4,9,8,2,6,3.12157969913,2,3,2,0,1.92408876424,4.38053097345,43.8053097345,0,2,5.53615384615,0,1,0,0,1,0,0,0,0,0,22.6,0,0,13.2755414202,0
9882,4,1,30,97,13,33,4,17,10,8,5,3,8,2,1,3,5,5,0,2,8,1,0,15,4,9,0,1.36732725724,0,2,0,0,2.07153013818,4.0206185567,40.206185567,0,1,5.75181818182,0,0,0,0,0,0,0,0,0,0,12.125,0,0,6.19349457092,0
9883,4,1,24,70,12,34,2,12,12,6,3,2,3,2,4,2,5,3,1,0,1,3,4,3,6,2,1,0.88640294297,2,0,0,0,1.87585729194,4.4,44.0,0,0,5.59970588235,0,0,0,0,2,1,0,0,0,0,23.3333333333,0,0,17.7451088723,0
9884,4,2,50,122,21,49,3,22,14,16,7,7,4,3,8,1,6,4,1,2,8,0,9,11,7,4,6,2.45066104227,3,4,1,2,2.4671394082,4.5,45.0,1,0,5.30530612245,0,0,0,0,0,0,0,0,0,0,30.5,0,0,19.254869514,0
9885,4,0,25,47,6,16,2,11,9,7,7,0,3,2,0,1,2,0,1,0,1,1,9,0,0,1,6,0.397332786864,1,1,0,0,1.76747257318,4.46808510638,44.6808510638,1,0,4.991875,0,0,3,0,0,0,1,0,0,2.0,15.6666666667,0,0,11.2644968325,0
9886,4,1,19,54,6,21,2,15,3,11,6,0,4,1,2,1,3,0,0,0,3,1,5,4,2,0,1,0.685634881158,1,1,1,0,1.68656880252,4.2037037037,42.037037037,0,1,5.27666666667,0,0,0,0,0,0,0,0,0,0,13.75,0,0,10.2072278313,0
9887,4,0,26,66,7,30,3,15,6,11,2,1,4,2,2,3,3,1,1,0,5,0,0,5,1,0,0,0.752284642933,1,3,0,0,1.73547921678,4.13636363636,41.3636363636,0,4,5.221,1,0,0,0,1,0,0,0,0,0,16.5,0,0,11.1467484048,0
9888,4,1,23,64,8,26,4,11,5,9,3,2,5,1,3,3,2,4,2,0,3,1,2,5,4,1,0,0.753303755008,0,1,0,0,1.83055796421,4.171875,41.71875,0,3,5.12538461538,1,0,0,0,0,0,0,0,0,0,12.8,0,0,6.73498329619,0
9889,4,1,21,73,12,27,5,9,10,6,3,4,6,0,2,2,0,4,0,0,3,0,1,12,4,3,0,0.982895372681,0,4,3,0,2.06164509979,4.16438356164,41.6438356164,1,2,5.85888888889,0,0,0,0,0,0,0,0,0,0,12.1666666667,0,0,5.52016505389,0
9890,4,1,11,45,4,16,1,12,5,8,1,2,7,1,2,0,2,2,0,0,3,0,3,3,1,0,3,1.66224005514,0,0,1,0,1.87433489887,3.82222222222,38.2222222222,0,0,5.065625,1,0,0,0,0,0,0,0,0,0,6.42857142857,0,0,6.9045976992,0
9891,4,1,39,107,15,34,4,22,9,18,7,5,6,4,2,2,4,3,0,0,6,1,9,9,4,2,6,1.0261176137,2,2,1,0,1.92309374272,4.28971962617,42.8971962617,0,7,5.50852941176,0,0,0,0,0,0,0,0,0,2.0,17.8333333333,0,0,11.1417632756,0
9892,4,1,25,69,13,31,2,13,8,11,3,4,4,1,4,2,3,3,0,0,3,3,3,3,1,0,1,1.0432594138,1,1,3,0,2.05497753061,4.46376811594,44.6376811594,0,1,5.73548387097,0,1,0,0,0,0,0,0,0,0,17.5,0,0,15.5161206492,0
9893,4,2,41,112,18,45,3,25,16,18,5,9,4,3,5,0,3,4,2,5,6,6,7,5,3,2,4,3.67849662564,3,2,2,2,2.51083559135,4.45535714286,44.5535714286,0,0,5.53577777778,0,1,1,0,1,0,0,0,0,3.0,28.0,0,0,16.6282891483,0
9894,4,2,24,75,9,33,3,14,6,11,0,6,4,2,6,1,2,3,1,0,5,0,3,5,1,0,1,0.503195161793,1,2,4,0,1.91363057615,4.34666666667,43.4666666667,0,2,5.41272727273,0,0,0,2,0,0,0,0,0,0,18.75,0,0,14.7542366797,0
9895,4,1,13,44,2,16,2,6,4,5,2,1,3,1,3,1,1,4,0,0,4,0,3,3,1,1,1,0.690974466867,0,0,1,0,1.59013874433,3.72727272727,37.2727272727,0,0,4.94625,0,0,0,0,1,0,0,0,0,0,14.6666666667,0,0,4.10960933531,0
9896,4,1,26,62,11,25,3,10,4,12,4,4,5,2,1,2,1,5,0,1,5,2,4,3,1,0,3,0.6170186092,0,1,1,0,2.1769913597,4.41935483871,44.1935483871,0,2,5.5992,0,0,0,0,0,0,0,0,0,3.0,12.4,0,0,8.68562030024,0
9897,4,1,18,42,9,16,2,9,3,5,1,3,3,1,4,2,2,1,1,0,1,1,6,2,0,2,1,0.289140634609,0,2,1,0,2.03068790802,4.78571428571,47.8571428571,0,1,5.405625,0,0,0,0,0,0,0,0,1,0,14.0,0,0,10.4243305141,0
9898,4,2,32,77,16,22,4,15,11,14,7,6,7,1,3,2,1,0,0,3,8,2,6,6,0,3,1,1.93898708169,0,2,3,3,2.98875770021,4.67532467532,46.7532467532,0,0,5.57681818182,0,1,0,0,0,0,0,0,0,0,11.5714285714,0,0,6.477590885,0
9899,4,2,28,84,14,28,4,15,8,9,3,4,6,3,6,3,3,5,1,0,7,2,2,7,0,3,0,1.43890156876,0,1,3,0,2.02858940785,4.20238095238,42.0238095238,0,2,5.68035714286,0,1,0,0,0,0,0,0,0,0,14.0,0,0,8.50490054812,0
9900,4,1,47,106,15,38,4,21,17,15,6,5,6,3,2,3,3,4,0,1,7,4,7,9,4,2,3,1.64533920272,2,1,0,0,2.0230477928,4.41509433962,44.1509433962,0,2,5.72605263158,0,0,0,0,0,0,0,0,0,3.0,17.6666666667,0,0,13.7315532827,0
9901,4,2,36,125,19,48,5,30,17,15,8,7,6,5,4,1,3,9,1,0,6,3,5,5,0,8,0,1.36507173673,2,1,1,0,1.99683620728,4.112,41.12,0,2,5.52479166667,0,0,0,0,0,1,0,0,0,0,20.8333333333,0,0,9.85590629465,0
9902,4,1,4,33,2,10,1,6,5,2,1,0,3,1,0,0,1,2,0,0,0,2,3,5,2,2,0,0.369859404109,1,0,1,0,1.27549752622,3.57575757576,35.7575757576,0,0,5.27,0,0,0,0,0,0,0,0,0,0,11.0,0,0,10.9848380355,0
9903,4,2,54,154,23,54,3,29,23,15,5,4,4,3,11,3,6,1,3,2,5,6,6,17,9,8,0,3.05747734566,3,5,1,0,1.99042781908,4.19480519481,41.9480519481,1,2,5.25481481481,0,0,0,0,0,0,1,0,1,0,38.5,0,0,25.5,0
9904,4,2,59,179,23,81,7,38,19,23,5,5,9,3,7,1,7,3,3,2,8,2,6,20,12,6,3,1.8763557139,3,3,4,1,1.94594582813,4.27932960894,42.7932960894,3,8,5.40259259259,0,0,0,0,0,0,1,0,0,0,19.8888888889,0,0,9.87076991756,0
9905,4,1,7,34,3,13,2,4,5,6,0,2,3,1,2,1,0,1,1,0,3,0,0,4,0,0,0,0.421732297955,0,1,2,0,1.85480058362,3.88235294118,38.8235294118,0,0,5.48230769231,0,0,0,0,0,0,0,0,0,0,11.3333333333,0,0,8.17856276426,0
9906,4,2,37,108,17,48,5,15,8,13,5,5,7,2,8,3,6,4,0,1,10,2,8,11,2,1,5,0.934578329758,1,1,4,0,1.9656755163,4.37962962963,43.7962962963,0,2,5.84541666667,0,0,0,0,0,0,0,0,0,0,15.5714285714,0,0,11.5740737717,0
9907,4,2,35,103,13,46,4,18,11,13,4,4,5,2,7,6,4,4,1,0,3,3,3,8,7,1,3,1.27149166798,2,2,2,0,1.8640241283,4.23300970874,42.3300970874,0,2,5.80369565217,0,0,0,0,1,0,0,0,0,0,20.8,0,0,14.6615142465,0
9908,4,1,36,98,14,45,3,16,10,10,4,4,4,3,10,2,3,3,0,0,7,1,6,10,3,1,2,0.694466819199,3,2,3,0,1.73456949344,4.41836734694,44.1836734694,0,1,5.56155555556,0,0,0,2,1,0,0,0,0,0,24.5,0,0,14.9080515159,0
9909,4,2,45,141,16,63,4,14,15,14,8,3,5,4,14,5,1,6,1,1,13,4,2,18,3,1,1,2.03191836141,2,4,4,0,1.8257141113,4.04964539007,40.4964539007,2,2,5.71920634921,2,0,0,0,2,0,0,0,0,0,28.2,0,0,17.4859943955,0
9910,4,1,40,118,19,47,6,19,14,19,8,10,9,1,8,0,3,7,3,3,9,4,7,4,3,3,3,1.6330667287,0,1,1,0,2.30709466403,4.34745762712,43.4745762712,0,2,6.17787234043,0,0,0,0,0,0,0,0,0,0,13.1111111111,0,0,6.17241973881,0
9911,4,3,61,174,24,65,6,30,18,26,7,9,10,5,12,4,6,7,2,3,12,3,14,16,8,2,8,2.8496084688,2,2,3,1,2.09371970787,4.24712643678,42.4712643678,0,1,5.72969230769,0,0,0,0,1,0,0,0,1,0,17.6,0,0,12.1424873893,0
9912,4,2,40,115,15,51,4,26,12,17,7,2,7,2,9,1,2,3,2,0,3,4,9,4,6,1,3,1.62212037979,2,1,4,0,1.75514933811,4.24347826087,42.4347826087,2,1,5.48980392157,0,0,1,0,0,0,2,0,0,0,16.5714285714,0,0,13.3935714095,0
9913,4,0,12,24,4,9,1,5,3,6,1,3,2,1,0,1,0,0,1,0,3,0,1,1,0,0,1,0.323663675099,0,1,0,0,2.3156681197,4.66666666667,46.6666666667,0,0,5.36111111111,0,0,0,0,0,0,1,0,0,1.0,12.0,0,0,12.0,0
9914,4,3,63,163,39,69,7,25,23,19,5,9,9,3,10,9,4,3,0,1,8,8,9,9,7,8,6,2.28650210039,2,4,5,0,2.16369764939,4.61963190184,46.1963190184,0,3,5.50652173913,0,0,0,0,0,0,0,0,1,0,18.1111111111,0,0,11.4158218125,0
9915,4,0,20,53,8,16,3,9,7,11,2,3,5,1,0,0,3,2,3,0,4,0,6,3,0,0,6,0.565411072611,0,2,1,0,2.1603028869,4.39622641509,43.9622641509,0,0,4.531875,0,1,0,0,0,0,0,0,0,4.0,10.6,0,0,6.34350061086,0
9916,4,0,8,20,5,6,1,3,2,3,0,2,3,0,3,0,0,1,0,0,1,0,0,2,1,0,0,0.229025354481,0,1,0,0,2.36809939336,4.65,46.5,0,1,5.19,0,0,0,0,0,0,0,0,0,0,6.66666666667,0,0,5.73488351136,0
9917,4,3,62,170,30,69,10,32,17,18,11,12,14,1,7,6,12,6,1,3,14,1,10,9,1,3,7,1.74015016792,1,1,7,2,2.23263301764,4.47647058824,44.7647058824,0,1,5.74869565217,0,1,0,0,0,0,0,0,0,0,12.2142857143,0,0,5.45342057046,0
9918,4,1,16,47,7,17,2,8,7,7,2,2,3,2,2,0,2,4,0,0,3,1,2,3,2,0,1,0.670249487403,1,0,1,0,2.01061015403,4.14893617021,41.4893617021,0,0,5.59470588235,0,0,0,0,0,0,0,0,0,0,15.6666666667,0,0,11.6714276,0
9919,4,3,41,106,23,40,6,21,11,14,6,13,7,2,4,3,8,4,0,2,9,2,4,7,0,3,2,1.11181397944,0,2,2,0,2.50670260531,4.66037735849,46.6037735849,0,1,6.383,0,0,0,0,0,1,0,0,0,0,15.1428571429,0,0,4.82341229032,0
9920,4,2,34,89,11,35,4,20,9,15,6,3,6,2,3,2,4,2,1,0,4,1,12,2,6,3,4,0.571315891624,1,0,2,0,1.71285173986,4.47191011236,44.7191011236,0,3,5.36485714286,0,0,0,0,0,0,0,0,0,0,15.0,0,0,8.40634680861,0
9921,4,1,22,56,4,23,2,12,7,12,2,2,4,2,1,1,2,1,0,0,2,1,1,1,1,1,1,0.599539979396,1,0,4,0,1.73130083966,4.14285714286,41.4285714286,0,1,5.68608695652,0,0,0,0,0,0,1,0,0,0,14.0,0,0,10.6066017178,0
9922,4,0,22,51,5,18,1,9,3,6,2,2,6,0,5,0,1,3,0,0,0,0,7,2,6,1,6,1.24913727672,0,1,1,0,1.82552705255,4.21568627451,42.1568627451,0,1,4.99722222222,0,0,0,0,0,0,0,0,0,0,8.5,0,0,3.04138126515,0
9923,4,1,17,39,7,18,2,9,4,5,0,6,3,1,1,0,0,1,0,0,4,1,1,3,1,2,0,0.248376610439,0,0,2,0,2.16087151909,4.74358974359,47.4358974359,0,1,5.54166666667,0,1,0,0,1,0,0,0,0,2.0,13.0,0,0,9.2736184955,0
9924,4,1,21,60,3,27,3,13,7,13,2,0,5,1,5,2,1,1,0,0,5,1,1,2,1,0,0,0.72545923265,0,2,1,0,1.38963068703,4.03333333333,40.3333333333,0,1,4.94481481481,0,0,0,0,1,0,0,0,0,0,12.0,0,0,6.78232998313,0
9925,4,2,56,182,16,72,4,26,31,22,2,5,5,4,13,7,8,5,2,0,9,2,3,10,6,1,7,3.22615132222,4,6,4,0,1.74919428619,4.03296703297,40.3296703297,0,7,5.24527777778,0,2,0,0,0,0,0,0,0,5.0,36.4,0,0,20.5192592459,0
9926,4,1,31,102,14,38,6,22,7,19,6,8,7,2,7,1,3,7,0,2,2,1,2,3,5,1,1,1.33665061178,0,1,4,0,2.19963199125,4.20588235294,42.0588235294,0,1,5.82131578947,0,0,0,0,2,0,0,0,0,4.0,14.5714285714,0,0,7.0479407906,0
9927,4,3,45,144,18,35,5,30,14,18,6,3,6,4,2,0,3,6,1,0,20,5,6,15,0,7,2,3.37319623221,3,1,1,0,1.88601723072,3.95138888889,39.5138888889,1,7,5.53942857143,0,0,0,1,0,1,0,0,0,4.0,24.1666666667,0,1,13.4339950209,0
9928,4,3,64,162,27,72,8,40,16,22,8,6,13,4,9,1,5,8,0,0,12,3,5,8,1,8,4,1.52687914082,0,1,2,0,2.03022366835,4.42592592593,44.2592592593,0,1,5.29888888889,0,0,1,0,1,0,1,0,0,0,12.5384615385,0,0,8.94956281369,0
9929,4,1,25,83,6,19,4,8,9,10,11,4,6,1,4,3,6,7,0,1,4,2,2,2,1,1,1,1.13235274066,1,0,1,0,1.94056561004,3.87951807229,38.7951807229,0,1,5.70157894737,1,0,0,0,0,0,0,0,0,0,13.8333333333,0,0,10.0401969879,0
9930,4,1,12,62,4,20,1,5,6,4,4,1,2,1,3,0,3,2,0,0,1,0,2,15,12,0,0,1.45387979937,1,2,1,0,1.70458367343,3.56451612903,35.6451612903,0,0,4.6545,0,1,0,0,0,0,0,0,0,0,31.0,0,0,31.0,0
9931,4,1,8,24,5,5,1,7,4,4,1,3,2,1,0,0,1,0,0,0,1,0,2,2,1,1,1,0.553077549334,0,1,0,0,2.57038597451,4.20833333333,42.0833333333,0,0,5.53,0,0,0,0,0,0,0,0,0,0,12.0,0,0,12.0,0
9932,4,2,58,128,20,54,6,21,9,17,6,7,9,3,10,4,5,6,2,2,11,4,4,8,4,1,3,1.48070516418,0,3,1,0,2.07687812262,4.5390625,45.390625,1,2,5.99333333333,0,0,0,0,1,0,1,0,1,4.0,14.2222222222,0,0,7.74277839564,0
9933,4,1,36,95,15,34,5,17,10,15,7,7,8,1,1,2,3,4,1,1,8,3,3,8,1,4,0,1.76294931227,0,4,1,1,2.40883033978,4.24210526316,42.4210526316,0,2,5.32470588235,0,0,0,0,0,0,0,1,0,3.0,11.875,0,0,6.09174646551,0
9934,4,2,39,117,16,35,5,21,11,15,13,4,6,4,4,6,5,5,2,0,6,6,3,2,1,8,5,1.9408300964,1,1,1,0,1.93098579998,4.1452991453,41.452991453,0,1,5.54428571429,0,0,1,0,0,0,0,0,0,0,19.5,0,0,11.9268604419,0
9935,4,2,55,142,23,56,6,28,12,17,4,5,9,5,1,3,7,9,2,0,3,4,7,10,14,6,8,1.56831069987,1,0,4,0,2.00609649183,4.33098591549,43.3098591549,1,1,5.27125,0,0,0,0,0,0,1,0,0,0,15.7777777778,0,0,7.87087144374,0
9936,4,0,22,59,7,19,3,9,3,11,3,4,6,0,6,1,5,1,0,0,5,0,2,5,1,0,3,0.769783208546,0,1,2,0,2.04779249935,4.33898305085,43.3898305085,0,0,6.02421052632,0,0,0,0,0,0,0,0,0,0,9.83333333333,0,0,5.33593686453,0
9937,4,3,60,167,31,69,8,27,20,21,13,10,10,5,13,6,4,6,2,0,8,3,16,7,2,5,11,2.69744946448,2,0,4,0,2.10778391875,4.46107784431,44.6107784431,0,3,5.62826086957,1,1,1,0,1,0,0,0,0,0,16.7,0,0,8.80965379569,0
9938,4,2,39,108,16,45,6,15,14,9,3,6,7,3,9,3,4,2,2,1,7,4,2,10,8,2,2,2.86037708838,1,2,2,0,2.12527358612,4.31481481481,43.1481481481,0,2,5.68666666667,0,1,0,0,1,0,0,0,0,0,15.4285714286,0,0,8.48287590817,0
9939,4,2,37,112,19,34,4,22,16,18,5,7,4,4,1,1,1,7,0,1,8,2,3,7,4,5,2,1.74904212064,3,1,2,0,2.26705959385,4.24107142857,42.4107142857,2,1,5.97735294118,0,0,0,0,0,0,0,0,0,0,28.0,0,0,5.74456264654,0
9940,4,2,31,73,15,23,4,16,5,15,4,5,6,1,5,1,5,2,0,0,8,3,1,3,0,2,1,0.499989822712,0,1,0,0,2.16165560317,4.65753424658,46.5753424658,0,0,5.17695652174,0,1,0,0,0,0,0,0,0,2.0,12.1666666667,0,0,6.9141561709,0
9941,4,1,14,56,1,20,2,9,3,8,2,1,3,1,2,0,2,4,0,0,4,1,1,7,0,2,0,1.33956975457,1,3,1,0,1.60589417581,3.44642857143,34.4642857143,0,2,4.828,0,0,0,0,1,0,0,0,0,0,18.6666666667,0,0,15.9652400198,0
9942,4,3,71,172,31,69,5,34,24,21,7,7,7,5,12,6,6,8,2,1,12,5,9,6,5,3,6,2.35303377648,5,2,3,0,2.06999606785,4.54069767442,45.4069767442,0,3,5.82275362319,1,0,0,1,0,0,0,0,0,0,24.8571428571,0,0,14.6524358914,0
9943,4,0,23,93,6,34,2,15,14,13,2,1,3,1,5,0,4,2,0,0,7,3,10,9,4,0,6,1.4128054061,1,2,1,0,1.4785358488,3.79569892473,37.9569892473,0,3,5.58470588235,0,1,0,0,0,0,1,0,0,3.0,31.0,0,0,34.4189870081,0
9944,4,0,17,35,3,12,2,7,5,4,4,0,3,0,1,1,2,1,0,0,0,0,6,1,2,1,5,0.721545539583,0,0,0,0,1.78791461079,4.25714285714,42.5714285714,0,1,6.19333333333,0,0,0,0,1,0,0,0,0,0,11.6666666667,0,0,8.25967446224,0
9945,4,1,29,71,20,28,3,16,5,8,7,9,6,1,7,1,3,4,1,2,5,1,5,4,1,0,2,0.877866314901,0,1,2,0,2.63828796387,4.80281690141,48.0281690141,1,0,6.37535714286,0,0,0,0,0,0,0,0,0,0,11.8333333333,0,0,8.2141476869,0
9946,4,1,28,75,17,24,4,13,9,7,1,10,6,2,7,0,0,6,3,0,8,0,2,9,2,2,0,0.701873387111,0,2,0,0,2.46474237091,4.70666666667,47.0666666667,0,2,5.745,0,0,0,0,0,0,0,0,0,0,12.6666666667,0,0,6.89605362186,0
9947,4,1,29,69,12,28,3,14,9,8,3,3,5,1,3,0,1,4,1,0,2,3,6,3,5,3,4,0.684455857657,1,1,0,0,2.01158198021,4.46376811594,44.6376811594,0,0,5.5225,0,1,0,0,0,0,0,0,0,2.0,14.0,0,0,10.3537432844,0
9948,4,1,31,84,13,35,5,16,6,8,4,4,8,0,7,0,2,2,2,1,4,2,9,6,6,4,5,1.02298463831,0,1,1,0,1.99339126129,4.38095238095,43.8095238095,0,4,4.99485714286,0,0,0,0,0,0,0,0,0,0,10.5,0,0,5.02493781056,0
9949,4,2,26,77,12,26,3,8,8,6,2,4,4,3,4,1,4,4,0,1,4,7,5,8,1,2,1,1.6594899457,2,5,3,0,2.15916555614,4.24675324675,42.4675324675,1,1,5.53,0,0,0,0,1,0,0,0,0,0,19.25,0,0,11.3880419739,0
9950,4,1,25,75,11,34,3,13,7,12,0,6,3,2,6,1,2,3,1,0,4,0,2,6,1,0,1,0.493298352279,1,2,4,0,1.94584334064,4.41333333333,44.1333333333,0,2,5.46029411765,0,0,0,2,0,0,0,0,0,0,25.3333333333,0,0,11.2644968325,0
9951,4,1,40,98,8,36,2,18,12,17,7,2,3,1,4,5,5,3,2,0,4,5,4,4,2,1,1,1.3047414461,1,1,2,0,1.77663376064,4.09183673469,40.9183673469,1,1,5.00722222222,0,0,0,0,0,0,0,0,0,0,32.6666666667,0,0,38.0292285252,0
9952,4,2,64,181,28,62,9,30,22,23,3,3,12,4,11,1,9,7,0,0,18,4,6,18,1,5,2,2.39794729412,1,4,7,0,1.89395017576,4.1546961326,41.546961326,0,1,5.57225806452,0,2,0,0,0,0,0,0,0,0,15.0833333333,0,0,7.19326459652,0
9953,4,2,51,133,25,51,7,31,11,19,7,8,9,2,6,5,4,5,0,2,5,3,9,11,7,2,1,1.22593334187,1,2,3,0,2.15818924464,4.55639097744,45.5639097744,1,2,5.51666666667,0,0,1,1,0,0,0,0,0,3.0,14.8888888889,0,0,10.418407262,0
9954,4,2,38,102,12,34,6,17,12,16,7,4,7,3,1,0,4,2,0,2,11,0,10,9,5,2,6,0.992568752163,0,1,0,0,1.92625143059,4.28431372549,42.8431372549,1,3,5.36970588235,0,0,0,0,0,2,0,2,0,0,14.7142857143,0,0,6.98394660662,0
9955,4,0,28,63,8,22,3,12,4,7,5,2,4,2,2,1,4,1,0,0,5,4,5,7,0,2,2,0.767625591678,1,1,2,0,1.89928167088,4.31746031746,43.1746031746,0,1,5.01727272727,0,0,0,0,0,0,0,0,0,0,15.75,0,0,10.5445483545,0
9956,4,1,26,83,12,26,3,14,10,9,2,4,3,2,2,2,2,4,2,0,4,3,2,9,7,1,0,1.2593387463,1,0,1,0,1.96785809235,4.13253012048,41.3253012048,1,2,5.46384615385,1,2,0,0,0,0,0,0,0,0,27.6666666667,0,0,13.1233464567,0
9957,4,2,62,139,34,45,7,24,15,11,6,12,9,2,6,3,4,5,0,2,1,10,11,12,10,7,10,2.63523439069,1,4,1,0,2.36641869528,4.61870503597,46.1870503597,1,3,5.34044444444,0,0,0,0,0,0,0,0,0,0,15.4444444444,0,0,8.6424162145,0
9958,4,3,26,95,18,34,5,18,11,11,9,7,7,2,3,2,3,3,1,3,6,1,1,8,5,6,4,1.88435443619,0,2,0,3,2.5518146717,4.36842105263,43.6842105263,0,0,5.82558823529,0,0,0,0,0,0,0,0,0,0,13.5714285714,0,0,7.40380486849,0
9959,4,1,12,47,6,19,1,11,5,7,2,2,5,1,3,2,2,1,1,0,2,0,2,4,0,0,3,0.67250153266,0,0,2,0,2.01336882464,4.10638297872,41.0638297872,0,1,5.41842105263,0,0,0,0,0,0,0,0,0,0,9.4,0,0,8.35703296631,0
9960,4,1,31,100,11,45,4,15,9,14,3,3,5,3,4,5,8,4,2,0,5,1,0,5,1,0,0,1.12761355717,1,2,5,0,1.78104497757,4.14,41.4,0,3,5.05511111111,0,3,0,0,1,0,0,0,0,4.0,20.0,0,0,13.3416640641,0
9961,4,2,32,89,16,39,3,15,6,10,6,8,3,2,6,2,4,4,1,2,9,2,7,8,1,2,5,2.09461509128,2,1,2,0,2.33604346721,4.48314606742,44.8314606742,1,2,5.34717948718,0,0,0,0,1,0,0,0,0,0,30.0,0,0,10.2306728355,0
9962,4,2,35,103,13,47,5,15,8,16,1,4,6,2,9,1,7,4,0,0,6,4,5,9,3,0,4,1.26400919302,2,3,3,0,1.8587571406,4.23300970874,42.3300970874,1,2,5.24319148936,0,0,0,0,0,0,0,0,0,0,17.1666666667,0,0,11.2163075723,0
9963,4,2,59,150,34,51,5,30,10,28,5,15,6,4,6,5,6,4,1,4,10,5,8,11,6,2,3,2.01571487693,4,4,3,1,2.47710771664,4.68666666667,46.8666666667,0,4,5.62588235294,0,1,0,0,0,0,0,0,0,0,25.0,0,0,14.0712472795,0
9964,4,3,53,150,21,60,8,30,21,28,5,7,9,4,8,2,5,6,4,1,8,1,9,7,2,0,8,1.78848291643,1,3,3,0,2.0383789673,4.29333333333,42.9333333333,0,2,5.305,0,0,0,0,1,0,0,0,0,0,16.6666666667,0,0,6.97614984549,0
9965,4,1,33,90,15,30,4,18,8,10,4,5,6,3,3,1,3,5,3,1,6,3,3,7,3,2,1,1.25459340635,0,3,0,0,2.2031642209,4.33333333333,43.3333333333,1,2,5.33166666667,0,0,0,0,0,0,0,0,0,0,15.0,0,0,9.01849950565,0
9966,4,0,30,62,13,23,3,19,13,14,1,9,3,2,0,1,1,1,1,2,4,1,4,1,2,1,1,0.702094991041,1,0,0,1,2.70690598871,4.87096774194,48.7096774194,1,0,5.76608695652,0,0,0,0,0,0,0,0,0,3.0,20.6666666667,0,0,4.92160768674,0
9967,4,3,87,234,36,93,9,38,26,28,26,16,10,7,14,10,8,14,4,1,9,2,13,15,9,7,3,3.24294393818,6,1,2,0,2.13218234054,4.42735042735,44.2735042735,1,4,5.78247311828,0,0,0,0,0,1,0,0,0,0,23.6,0,0,11.2800709218,0
9968,4,2,58,135,20,59,5,26,16,23,5,6,10,2,10,5,5,4,0,1,9,0,6,7,2,4,3,1.27336869173,1,5,4,0,1.99501867222,4.55555555556,45.5555555556,0,0,5.40627118644,1,1,1,1,0,0,0,0,0,0,13.5,0,0,15.6348968657,0
9969,4,2,51,117,22,49,4,28,8,19,11,7,8,2,4,5,5,4,4,0,8,3,9,1,0,1,2,1.79119765369,1,1,3,0,2.10720627903,4.46153846154,44.6153846154,2,4,5.9287755102,0,0,0,0,0,0,0,0,0,0,14.75,0,0,12.1217779224,0
9970,4,0,28,58,12,20,3,12,8,8,2,6,5,2,0,5,1,2,0,1,4,0,4,8,3,2,0,0.788781568796,0,1,0,1,2.51799332428,4.63793103448,46.3793103448,0,1,6.4565,0,0,0,0,0,0,0,0,0,3.0,11.6,0,0,9.24337600663,0
9971,4,1,14,44,5,11,1,8,7,8,1,2,6,0,1,0,2,1,0,1,4,1,0,5,0,1,1,1.7896799144,0,2,0,0,2.16546017257,3.90909090909,39.0909090909,0,0,5.47090909091,0,0,0,0,0,0,0,0,0,2.0,7.33333333333,0,0,4.88762609954,0
9972,4,1,38,106,13,36,6,20,14,7,6,3,10,1,4,0,2,5,2,3,9,2,10,9,3,6,6,1.23419814294,0,1,2,1,2.15716695511,4.2641509434,42.641509434,0,1,5.07194444444,0,0,0,0,0,1,0,0,0,0,10.7,0,0,5.19711458407,0
9973,4,0,16,71,2,32,1,7,6,7,4,0,2,1,4,1,4,3,1,0,7,2,0,10,3,0,0,1.35952969957,1,2,0,0,1.3360803359,3.60563380282,36.0563380282,0,3,5.0321875,0,3,0,0,0,0,0,0,0,0,35.5,0,0,35.5,0
9974,4,0,18,41,7,19,1,8,3,3,3,2,2,1,2,2,3,1,1,0,1,0,2,4,5,2,0,0.475944177127,1,1,0,0,2.06214427827,4.56097560976,45.6097560976,0,1,5.95315789474,0,0,0,0,0,0,0,0,0,0,20.5,0,0,20.5,0
9975,4,2,45,132,16,48,6,24,10,19,7,5,16,4,3,1,3,5,3,1,11,3,11,9,4,1,13,4.47805788091,0,0,4,0,1.9551263601,4.25,42.5,1,3,5.71041666667,0,0,0,0,1,0,0,0,0,0,8.25,0,0,9.25675429079,0
