id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1
3727,2,3,84,276,39,105,12,25,31,24,27,19,19,7,15,15,8
3728,2,4,150,402,81,135,18,41,52,29,34,30,21,12,35,31,15
3729,2,3,87,296,38,114,13,31,35,15,23,15,17,9,29,13,10
3730,2,3,109,318,37,138,14,30,35,24,14,7,18,7,21,30,16
3731,2,3,68,191,17,69,6,18,27,22,15,5,7,5,9,18,8
3732,2,3,130,328,57,114,17,76,42,58,11,20,26,5,20,23,13
3733,2,3,133,289,58,122,14,41,38,30,17,15,15,8,14,34,9
3734,2,2,42,153,13,49,6,27,16,6,4,2,6,4,13,6,13
3735,2,3,126,321,62,124,16,37,26,22,21,11,24,3,13,42,17
3736,2,4,241,535,80,232,18,61,63,47,37,30,19,13,29,44,20
3737,2,4,152,439,56,181,18,55,34,62,31,21,25,7,42,32,12
3738,2,3,99,324,35,141,9,37,45,41,14,6,10,8,25,27,7
3739,2,2,99,227,31,104,11,23,30,24,10,13,11,7,15,23,8
3740,2,4,218,595,85,226,24,74,73,65,35,41,26,16,30,54,27
3741,2,2,31,81,12,37,4,11,11,10,5,4,4,2,5,8,0
3742,2,4,201,476,88,192,20,84,38,67,30,35,23,14,31,24,21
3743,2,3,121,305,45,128,16,49,30,32,15,12,24,2,15,21,9
3744,2,3,104,292,29,137,11,22,33,19,8,10,13,7,16,30,15
3745,2,2,80,210,28,86,5,28,22,6,21,8,16,3,25,12,3
3746,2,4,221,572,79,243,26,60,76,68,43,23,29,16,34,44,16
3747,2,4,104,281,48,92,13,38,37,41,15,19,19,4,17,35,15
3748,2,4,156,337,70,163,18,34,39,19,21,17,19,6,10,48,12
3749,2,3,150,323,65,140,14,36,39,26,23,22,21,8,15,36,8
3750,2,4,163,371,92,147,17,45,41,28,33,51,19,9,17,42,15
3751,2,4,281,676,155,266,31,90,81,81,39,60,35,19,40,50,31
3752,2,4,113,300,40,117,15,33,35,24,12,16,19,5,20,28,7
3753,2,3,144,346,75,104,18,63,49,50,25,39,20,7,14,26,11
3754,2,3,99,270,40,118,8,29,29,22,23,22,9,8,18,16,15
3755,2,4,191,530,91,197,19,64,65,41,37,29,32,10,45,43,16
3756,2,4,187,536,53,220,24,44,43,39,41,22,35,10,48,50,33
3757,2,3,134,440,41,185,7,54,62,38,16,15,7,7,28,17,19
3758,2,3,81,246,40,104,13,23,31,14,9,14,14,5,10,19,9
3759,2,2,82,210,39,81,7,22,24,15,20,12,7,6,12,17,7
3760,2,4,94,332,33,123,14,32,37,22,15,6,17,8,39,14,17
3761,2,4,308,857,125,359,36,101,89,77,47,43,41,22,39,70,38
3762,2,2,57,141,26,52,7,11,17,13,9,16,7,3,6,20,8
3763,2,4,194,507,81,195,24,39,57,43,41,22,32,11,44,58,29
3764,2,3,120,405,52,162,22,46,46,58,13,13,25,8,17,26,14
3765,2,4,147,385,67,164,18,44,43,40,36,22,23,9,18,40,13
3766,2,3,87,185,40,82,9,33,23,22,14,7,15,1,11,21,7
3767,2,4,174,382,87,146,15,46,57,39,24,38,17,9,23,40,26
3768,2,4,301,784,130,274,39,108,87,87,33,41,44,14,56,37,36
3769,2,3,91,284,46,113,16,41,37,24,16,9,18,6,18,19,11
3770,2,4,168,377,105,166,15,75,55,40,24,51,16,12,12,23,15
3771,2,4,146,375,60,138,18,53,50,46,17,22,27,5,25,35,14
3772,2,3,92,277,30,110,10,45,29,19,16,7,14,6,15,14,9
3773,2,3,128,364,43,151,20,34,34,32,14,14,22,8,19,25,16
3774,2,3,128,333,56,137,15,60,43,48,16,22,19,9,7,31,11
3775,2,4,148,436,72,152,21,61,52,40,19,20,23,12,40,22,16
3776,2,4,145,446,60,186,20,45,53,40,22,24,26,11,42,37,26
3777,2,4,152,369,73,149,20,56,31,30,30,37,22,9,39,29,14
3778,2,3,138,396,52,160,16,59,41,47,28,16,34,4,18,27,11
3779,2,2,31,152,11,57,7,18,15,15,7,0,9,4,7,9,8
3780,2,4,209,550,87,204,25,58,74,63,45,40,26,16,23,67,22
3781,2,4,152,398,66,168,17,48,40,35,35,30,21,8,26,30,18
3782,2,3,118,346,22,161,17,44,40,31,30,5,22,6,20,28,11
3783,2,4,161,453,53,180,15,49,59,51,34,28,16,9,27,36,18
3784,2,5,265,697,135,253,29,109,94,108,37,48,32,18,32,47,23
3785,2,2,45,106,15,32,5,16,10,14,5,6,9,3,3,16,5
3786,2,4,101,280,38,111,14,28,29,23,20,2,15,9,23,25,12
3787,2,3,106,301,35,133,12,36,36,32,11,9,14,10,23,22,18
3788,2,4,184,394,77,169,17,27,31,36,31,34,20,9,24,29,8
3789,2,3,101,249,58,87,10,26,22,26,14,23,18,3,21,17,10
3790,2,3,90,246,39,97,7,25,27,24,17,14,8,7,19,18,8
3791,2,4,164,449,51,178,16,49,53,34,20,13,17,13,28,30,30
3792,2,3,115,257,43,122,14,25,32,20,20,16,17,7,14,27,10
3793,2,5,291,612,163,222,26,89,90,66,48,75,27,19,22,65,26
3794,2,3,166,430,71,161,19,40,44,38,44,33,22,11,22,48,21
3795,2,4,160,482,53,210,23,42,46,50,21,15,32,10,28,48,24
3796,2,4,164,399,68,195,20,43,46,42,28,23,25,11,24,39,13
3797,2,3,149,377,66,168,17,46,39,23,15,27,25,7,21,36,19
3798,2,4,219,646,93,252,19,79,77,73,28,13,20,15,28,67,28
3799,2,3,84,224,39,93,8,25,32,19,6,11,9,7,16,30,14
3800,2,3,112,409,23,160,16,46,44,50,27,10,20,12,28,24,24
3801,2,2,40,91,21,34,5,16,10,10,11,13,6,2,2,18,4
3802,2,4,206,455,77,219,21,57,56,55,38,28,25,11,15,50,12
3803,2,3,65,174,30,70,9,17,17,14,18,16,13,2,10,18,8
3804,2,4,130,350,65,127,18,39,36,17,23,22,22,6,32,29,23
3805,2,3,52,109,27,34,6,12,10,9,10,13,6,3,4,13,3
3806,2,3,168,371,95,176,13,61,46,29,31,32,15,10,15,34,31
3807,2,4,125,264,67,89,12,35,26,19,23,27,13,8,19,23,13
3808,2,3,87,220,49,100,10,23,30,21,16,20,12,6,9,18,3
3809,2,5,248,533,121,232,23,74,58,45,42,64,34,7,32,43,28
3810,2,3,98,281,30,100,11,36,36,23,12,17,19,5,12,37,11
3811,2,3,126,306,59,94,14,46,38,28,19,23,17,5,20,14,14
3812,2,3,110,321,47,126,12,40,34,17,17,10,13,8,35,15,21
3813,2,2,107,286,46,109,8,44,23,24,21,19,9,7,18,17,18
3814,2,3,106,405,33,151,16,44,55,34,19,3,17,9,21,26,18
3815,2,4,130,347,55,136,15,36,37,34,20,23,27,6,18,33,17
3816,2,3,121,300,43,134,14,40,30,40,19,15,18,5,17,26,7
3817,2,3,36,152,10,68,7,16,13,14,4,4,15,1,7,5,2
3818,2,4,118,268,64,105,15,36,25,22,16,22,18,4,19,18,7
3819,2,4,242,847,57,387,31,81,98,75,31,13,44,22,77,55,31
3820,2,3,143,345,61,129,15,28,38,23,23,20,20,7,23,30,9
3821,2,3,117,320,57,123,12,43,42,35,29,23,15,9,20,24,9
3822,2,3,131,285,76,118,11,46,30,34,16,36,13,7,15,26,13
3823,2,3,65,183,36,55,8,22,21,13,8,15,10,5,12,8,7
3824,2,4,182,526,73,207,17,75,63,56,28,26,25,10,29,30,21
3825,2,4,118,307,67,121,13,44,34,37,20,38,13,8,12,18,15
3826,2,4,203,564,81,205,22,71,55,54,36,37,26,17,25,29,31
3827,2,4,184,465,88,186,21,54,58,51,24,32,24,13,37,50,8
3828,2,3,82,264,22,110,13,42,21,28,12,13,21,3,20,8,11
3829,2,3,140,355,83,134,17,51,46,50,28,36,20,8,12,32,13
3830,2,4,122,362,53,144,11,45,27,30,30,18,13,10,16,24,21
3831,2,3,94,215,58,85,10,35,26,21,18,19,17,2,15,21,3
3832,2,4,140,450,55,181,19,69,56,51,11,9,25,10,28,35,13
3833,2,4,187,489,66,195,22,84,59,66,24,31,39,9,26,22,8
3834,2,3,112,391,33,170,16,32,33,28,18,6,18,12,22,27,15
3835,2,4,122,330,59,120,13,54,44,20,19,22,16,9,20,17,17
3836,2,4,207,531,100,217,23,77,73,71,46,35,25,14,21,40,14
3837,2,3,83,197,45,82,8,25,25,26,19,17,11,4,9,16,2
3838,2,3,76,215,39,82,10,33,27,23,18,12,10,5,10,13,15
3839,2,3,98,329,36,118,14,40,31,30,14,6,18,7,19,19,16
3840,2,4,272,733,118,303,39,92,80,63,43,47,48,12,55,51,24
3841,2,3,64,196,20,68,10,25,27,26,11,6,14,4,11,17,3
3842,2,3,147,402,44,171,22,43,38,28,18,9,32,3,36,29,16
3843,2,3,156,448,47,175,20,73,47,54,28,13,23,12,26,32,21
3844,2,4,170,444,74,181,19,47,58,56,36,26,24,10,29,44,14
3845,2,2,26,85,9,32,4,9,10,8,4,2,6,3,8,6,3
3846,2,4,164,445,55,219,16,41,44,28,32,22,20,11,41,26,20
3847,2,4,240,693,80,286,34,84,61,70,39,31,42,10,45,50,36
3848,2,4,138,381,70,139,13,58,38,33,17,28,16,10,23,27,13
3849,2,4,186,467,85,173,17,50,57,40,25,41,24,11,37,40,18
3850,2,3,72,263,20,111,12,33,29,23,10,6,17,5,14,12,4
3851,2,3,151,403,56,174,16,46,43,42,16,22,17,10,35,41,20
3852,2,3,141,362,57,155,14,38,52,38,28,16,18,10,26,41,14
3853,2,4,84,259,37,97,11,28,12,16,22,16,22,2,25,12,9
3854,2,3,134,325,42,146,13,29,41,37,6,11,13,11,16,43,10
3855,2,3,97,273,55,110,12,36,30,18,16,21,15,6,13,18,15
3856,2,4,134,349,49,158,12,28,42,22,12,12,13,8,25,32,24
3857,2,3,180,536,76,209,17,64,88,51,32,24,17,16,26,39,20
3858,2,3,139,335,69,125,16,40,36,31,32,28,17,10,19,25,8
3859,2,3,198,517,75,228,15,64,76,54,24,19,18,11,45,35,17
3860,2,3,141,429,49,182,18,56,40,53,21,11,19,12,46,30,19
3861,2,3,71,235,35,81,13,21,26,14,8,12,21,2,15,17,9
3862,2,5,277,600,146,274,26,94,80,73,41,41,31,15,33,73,18
3863,2,3,141,369,53,144,18,44,42,35,26,16,20,8,19,26,12
3864,2,4,150,367,70,133,18,55,46,46,21,18,27,6,22,22,11
3865,2,4,121,336,53,129,17,45,45,40,20,19,19,8,17,13,6
3866,2,4,74,235,36,82,12,38,24,25,10,9,12,4,12,11,14
3867,2,3,93,239,46,88,12,26,36,19,18,16,13,5,11,33,11
3868,2,4,146,405,67,181,14,49,53,25,33,28,17,11,26,25,25
3869,2,3,178,404,94,154,23,56,53,43,29,32,26,7,15,41,7
3870,2,3,113,301,54,111,13,42,36,18,21,15,16,9,10,18,14
3871,2,4,185,402,95,180,18,62,44,44,30,39,22,12,30,27,12
3872,2,4,136,527,41,176,14,58,60,34,25,15,16,11,37,30,22
3873,2,5,352,877,169,348,31,102,127,113,68,84,33,26,60,58,34
3874,2,3,94,249,29,103,12,32,26,24,12,5,16,6,19,18,4
3875,2,5,287,615,159,260,32,87,73,49,45,68,33,14,46,60,19
3876,2,4,224,544,93,239,24,39,50,39,36,35,26,16,41,67,28
3877,2,4,166,389,59,150,16,51,46,48,35,17,20,9,13,36,20
3878,2,3,110,361,36,162,21,48,44,49,23,12,24,6,32,28,5
3879,2,1,15,46,5,20,3,11,5,2,2,2,4,1,2,1,2
3880,2,3,68,187,32,67,8,23,15,26,6,16,9,5,12,17,7
3881,2,5,136,338,68,134,11,47,39,36,33,35,23,6,18,24,6
3882,2,3,43,154,15,59,6,23,16,12,10,6,8,5,11,9,4
3883,2,1,15,48,7,20,3,9,5,9,3,4,4,0,0,2,4
3884,2,3,98,379,33,131,10,45,51,27,24,18,10,7,22,19,21
3885,2,3,143,351,46,151,15,47,48,37,29,16,16,9,21,24,9
3886,2,3,134,379,59,145,17,45,52,36,27,22,22,9,18,28,14
3887,2,4,100,254,46,103,15,42,29,29,20,18,19,1,9,30,9
3888,2,5,173,417,65,194,18,72,45,53,28,31,26,10,23,25,13
3889,2,4,170,480,85,183,21,56,60,43,30,33,27,10,19,28,12
3890,2,3,157,407,97,160,16,41,41,41,32,37,16,9,26,46,13
3891,2,3,98,242,37,110,7,27,30,18,13,26,8,6,7,30,8
3892,2,3,142,340,70,161,18,56,43,21,21,22,21,8,24,23,15
3893,2,4,196,479,83,216,18,59,62,28,36,28,32,9,47,35,23
3894,2,3,143,388,63,157,18,52,47,40,32,26,29,4,16,31,11
3895,2,4,86,287,38,112,14,33,38,28,14,12,18,6,26,18,12
3896,2,4,213,558,78,249,27,69,62,46,35,22,30,13,39,47,25
3897,2,4,90,322,40,121,15,37,54,47,22,10,17,8,15,24,6
3898,2,3,188,419,63,190,18,50,50,36,21,22,22,8,33,47,26
3899,2,4,159,432,49,199,19,40,49,57,24,17,21,13,18,46,19
3900,2,3,132,355,34,169,14,43,35,24,21,8,19,9,12,35,20
3901,2,3,142,331,71,119,12,50,40,37,31,33,12,9,22,20,16
3902,2,4,211,479,92,206,23,56,60,50,34,27,26,14,24,51,30
3903,2,2,24,47,12,17,2,3,3,2,5,6,3,1,1,6,1
3904,2,4,169,432,73,195,19,55,53,49,28,31,22,10,15,34,13
3905,2,3,119,309,38,134,12,32,38,25,26,11,13,9,13,21,15
3906,2,4,288,616,153,252,21,79,77,62,45,73,23,16,39,64,17
3907,2,4,129,318,72,123,15,38,39,31,28,34,16,6,25,32,10
3908,2,5,254,606,95,253,24,84,85,64,38,33,28,13,33,48,19
3909,2,4,173,452,71,164,21,45,50,22,15,23,24,13,30,35,13
3910,2,3,125,366,36,135,9,55,33,36,27,8,9,9,27,22,19
3911,2,3,146,476,52,203,23,62,63,40,18,6,48,1,26,39,5
3912,2,3,140,342,64,134,16,34,39,39,32,26,19,7,28,30,6
3913,2,3,123,280,53,120,10,30,24,19,22,13,18,7,30,35,17
3914,2,3,127,294,58,127,13,40,35,32,21,19,13,8,24,20,11
3915,2,3,168,397,64,162,22,62,50,43,21,23,26,6,24,37,9
3916,2,4,122,357,36,179,17,18,48,25,14,11,20,8,31,49,6
3917,2,3,118,360,47,132,16,33,32,26,30,23,16,9,19,29,22
3918,2,4,218,503,108,203,23,66,45,50,28,42,30,9,29,47,15
3919,2,4,215,512,93,213,24,64,45,47,38,44,33,12,32,46,24
3920,2,4,231,560,113,197,20,70,70,70,49,51,24,14,32,51,23
3921,2,3,158,437,54,174,18,52,36,29,31,15,23,9,23,33,25
3922,2,3,183,456,88,196,17,42,44,33,30,33,26,10,33,46,18
3923,2,4,178,439,73,171,21,75,47,52,27,25,28,10,18,37,16
3924,2,3,194,485,68,208,24,57,54,43,44,25,31,10,28,43,18
3925,2,5,189,579,78,231,27,85,64,59,25,31,36,12,30,19,21
3926,2,3,120,441,41,184,21,55,68,54,13,10,22,12,18,35,12
3927,2,3,135,310,53,138,15,44,34,43,18,16,16,6,19,34,13
3928,2,3,97,335,35,135,13,32,29,32,7,13,16,9,19,29,20
3929,2,3,98,319,33,149,12,32,38,22,21,10,12,10,20,12,11
3930,2,3,178,478,88,169,23,65,45,56,30,33,30,8,37,23,17
3931,2,4,162,374,74,145,16,37,38,27,22,32,20,9,35,56,16
3932,2,4,206,521,105,199,19,83,61,45,35,44,29,8,45,23,13
3933,2,3,121,378,55,190,15,32,43,27,17,18,16,13,24,31,21
3934,2,4,185,392,70,180,17,42,39,32,26,13,25,9,19,45,18
3935,2,3,159,365,66,131,11,29,50,32,22,17,12,9,25,52,17
3936,2,3,109,359,36,124,12,40,45,52,16,12,13,11,24,42,10
3937,2,5,196,493,82,199,18,62,60,47,33,32,22,14,30,31,17
3938,2,3,131,400,45,173,12,41,45,32,17,16,12,11,37,43,21
3939,2,4,154,437,72,167,17,63,57,36,29,35,21,10,30,21,14
3940,2,4,118,350,55,128,15,48,43,24,18,17,15,10,30,14,18
3941,2,2,90,253,29,114,14,26,23,17,14,14,16,5,17,30,13
3942,2,3,160,508,40,206,19,51,58,26,28,15,28,10,42,15,25
3943,2,4,119,455,47,184,20,45,43,38,20,21,20,10,30,24,22
3944,2,4,147,414,66,169,15,44,41,33,29,28,19,14,25,33,19
3945,2,3,141,368,60,165,13,39,37,26,16,20,18,9,32,36,17
3946,2,4,134,301,58,133,12,38,28,29,15,20,14,8,12,28,14
3947,2,3,111,493,25,165,17,59,53,40,17,12,22,14,43,26,18
3948,2,3,114,240,45,97,7,40,35,21,21,14,21,5,11,34,8
3949,2,4,177,456,82,177,19,61,54,51,20,28,20,10,23,43,11
3950,2,3,105,270,36,124,11,38,38,19,14,8,11,8,18,20,10
3951,2,5,368,831,188,365,42,116,81,85,55,77,47,16,36,90,31
3952,2,2,60,173,21,53,7,28,17,13,8,1,11,5,9,8,5
3953,2,4,158,436,77,178,21,53,54,28,24,23,22,13,25,43,23
3954,2,4,161,423,60,172,18,47,36,33,29,29,26,7,34,21,12
3955,2,4,176,445,66,181,20,46,52,43,29,18,36,5,31,36,16
3956,2,4,260,612,125,243,32,99,72,59,47,43,40,10,33,42,27
3957,2,2,79,196,25,94,11,20,19,20,10,6,13,4,8,27,10
3958,2,3,174,452,53,217,18,57,67,50,19,11,25,9,28,46,17
3959,2,3,188,537,66,236,26,38,73,44,43,25,33,10,46,77,20
3960,2,4,123,364,45,150,15,47,41,33,19,14,19,7,24,29,18
3961,2,4,254,581,112,215,26,78,58,45,54,52,31,16,49,29,19
3962,2,4,228,570,104,227,21,70,48,56,48,52,30,10,34,35,25
3963,2,4,177,407,85,167,18,70,39,44,24,36,23,11,21,31,18
3964,2,3,107,231,52,93,11,28,27,18,28,24,17,5,10,34,14
3965,2,4,267,647,114,270,28,102,76,101,43,42,32,15,33,32,23
3966,2,3,40,195,18,64,7,25,20,18,17,11,9,6,10,11,12
3967,2,3,93,267,34,117,9,32,16,17,14,11,11,5,17,19,17
3968,2,3,138,413,50,143,17,51,51,36,22,14,20,13,33,28,26
3969,2,3,154,452,54,188,23,78,44,64,29,21,26,10,22,22,24
3970,2,4,249,624,98,250,27,77,66,67,44,31,34,15,34,56,31
3971,2,3,86,206,42,91,10,25,18,16,12,18,14,4,14,21,12
3972,2,4,90,206,37,84,11,28,17,21,14,17,16,3,11,30,13
3973,2,3,54,180,28,67,7,29,29,13,10,7,7,5,7,4,6
3974,2,2,17,50,9,18,3,7,9,3,3,5,643,1,2,4,0
3975,2,4,142,381,59,156,19,51,31,50,13,18,22,9,17,30,20
3976,2,4,95,338,47,126,18,38,50,24,17,19,20,5,25,17,11
3977,2,4,176,494,77,189,23,51,41,37,25,29,28,12,46,34,15
3978,2,4,195,471,105,181,23,76,61,58,38,38,27,8,19,54,22
3979,2,3,86,236,38,94,10,25,25,30,13,11,19,3,10,37,7
3980,2,3,92,238,28,126,12,27,21,19,13,8,16,4,14,30,13
3981,2,4,267,655,130,276,29,78,68,53,50,49,30,16,44,46,33
3982,2,4,193,474,79,201,9,50,67,32,38,38,11,9,41,52,30
3983,2,5,293,591,154,223,29,98,61,53,45,61,35,13,36,37,17
3984,2,4,189,511,73,220,26,59,61,35,34,27,29,15,40,40,18
3985,2,3,77,217,25,76,11,23,28,20,10,9,13,5,8,23,3
3986,2,3,269,610,103,268,30,72,64,47,45,46,42,8,26,98,28
3987,2,3,96,239,28,104,9,9,34,29,9,14,9,7,16,35,14
3988,2,4,153,370,67,162,14,47,40,28,33,29,21,7,28,33,18
3989,2,4,120,313,51,117,15,34,41,34,24,23,18,9,12,37,11
3990,2,4,166,451,74,173,20,59,45,44,31,27,26,12,27,30,15
3991,2,4,150,465,57,189,20,43,50,35,34,15,21,14,27,44,25
3992,2,4,199,463,74,216,22,76,44,38,23,21,25,11,13,53,40
3993,2,3,82,210,31,91,10,18,26,10,8,8,17,3,25,13,5
3994,2,4,195,506,93,219,20,61,73,60,40,40,25,14,14,43,21
3995,2,3,123,302,61,115,10,42,31,24,19,25,11,8,21,22,13
3996,2,4,200,461,79,192,25,80,55,43,33,20,28,12,19,34,22
3997,2,3,102,204,45,87,10,36,25,18,18,18,11,6,9,10,9
3998,2,4,112,318,52,125,14,40,33,38,30,20,17,8,18,22,16
3999,2,4,187,460,98,177,19,74,51,45,22,38,24,9,27,26,18
4000,2,2,76,307,18,114,9,30,28,27,28,6,13,9,22,29,8
4001,2,4,136,438,57,162,15,57,57,45,23,21,15,13,25,22,19
4002,2,3,122,408,45,166,10,47,60,36,14,17,10,8,28,26,24
4003,2,4,143,352,60,173,16,54,36,43,19,27,25,5,22,35,10
4004,2,2,41,113,15,33,5,17,14,15,7,7,6,3,3,11,4
4005,2,4,153,470,58,191,18,50,54,45,18,22,23,12,40,32,9
4006,2,3,97,256,46,110,12,29,31,20,22,24,19,3,19,28,11
4007,2,3,116,379,29,143,16,55,50,54,15,4,25,8,34,29,14
4008,2,2,23,49,7,22,3,2,5,9,1,4,4,1,5,9,1
4009,2,1,24,53,5,12,3,5,8,5,4,1,4,1,3,1,0
4010,2,4,266,508,141,192,26,81,62,48,39,68,42,5,17,53,12
4011,2,3,120,261,58,99,12,30,34,29,18,24,13,7,12,27,11
4012,2,4,116,273,58,121,12,23,33,19,21,26,12,8,15,35,13
4013,2,3,149,344,71,157,12,17,31,18,32,22,14,8,33,41,19
4014,2,4,183,517,78,200,25,57,61,45,34,33,30,16,45,31,23
4015,2,4,253,674,95,281,33,73,79,46,42,33,39,18,44,64,35
4016,2,4,162,395,74,147,17,63,49,39,28,33,23,11,27,35,11
4017,2,3,130,326,49,135,11,57,30,26,18,21,11,8,27,19,17
4018,2,4,195,446,95,172,21,60,50,54,21,32,23,12,26,40,25
4019,2,3,187,450,83,164,18,55,56,52,32,34,21,10,20,51,31
4020,2,3,121,380,46,153,13,43,48,27,21,16,13,12,26,32,23
4021,2,4,149,398,67,167,14,36,43,30,30,13,15,12,32,26,14
4022,2,4,226,453,124,166,20,55,47,37,48,62,23,14,32,58,26
4023,2,4,131,367,44,135,19,40,36,40,30,22,20,6,24,30,10
4024,2,1,11,39,4,13,1,8,4,4,3,0,1,1,3,0,0
4025,2,4,174,450,72,187,20,72,44,39,30,32,35,7,27,29,18
4026,2,5,291,670,146,284,27,113,73,72,54,64,36,14,41,43,28
4027,2,4,92,230,30,100,10,17,27,21,14,11,23,1,11,37,9
4028,2,5,189,491,91,186,19,78,66,40,35,33,19,16,34,25,26
4029,2,3,137,425,47,167,18,37,33,31,27,18,30,5,37,19,23
4030,2,3,103,351,45,149,19,43,38,24,15,10,24,6,18,11,18
4031,2,3,75,209,25,100,9,26,28,21,14,7,11,5,11,18,8
4032,2,3,134,329,63,118,14,42,33,34,20,29,17,8,22,16,11
4033,2,5,205,465,82,211,21,55,50,43,27,29,25,13,34,41,15
4034,2,3,127,343,42,135,12,42,29,26,20,13,14,10,19,34,19
4035,2,3,173,386,90,143,17,52,37,45,19,38,24,10,28,32,8
4036,2,4,154,498,46,197,24,54,47,44,29,10,30,11,32,29,29
4037,2,3,214,531,88,207,24,62,62,52,45,31,33,10,31,49,23
4038,2,4,241,652,104,251,24,87,82,55,50,41,33,17,44,63,30
4039,2,4,132,352,59,160,18,44,47,29,30,14,20,7,24,42,15
4040,2,3,212,531,97,223,25,53,53,40,43,28,29,13,23,61,37
4041,2,3,181,486,45,237,26,43,53,39,30,10,31,12,25,73,24
4042,2,3,134,331,54,136,14,44,34,34,18,16,26,5,25,26,5
4043,2,3,115,349,39,162,9,40,42,36,12,9,11,6,23,30,18
4044,2,5,234,642,111,273,30,91,79,61,39,43,33,17,41,42,22
4045,2,3,112,324,64,111,13,44,32,33,17,26,15,9,24,29,16
4046,2,4,293,746,159,296,37,105,89,83,66,64,45,18,37,65,14
4047,2,3,87,196,44,84,8,15,20,13,14,19,10,8,12,27,11
4048,2,3,97,245,44,101,13,24,31,27,14,21,19,3,11,23,7
4049,2,4,217,584,83,229,22,73,80,49,29,35,28,14,52,47,33
4050,2,2,139,402,28,166,11,51,38,44,32,11,19,7,19,27,20
4051,2,3,145,400,46,190,19,35,46,31,25,17,22,8,28,36,13
4052,2,3,152,456,64,183,21,58,48,36,18,21,26,13,28,20,18
4053,2,4,138,323,62,131,16,51,29,20,30,18,23,5,11,32,20
4054,2,3,83,245,31,91,12,27,25,28,18,12,15,6,15,17,10
4055,2,4,198,487,110,186,18,79,61,58,36,33,23,15,21,43,18
4056,2,3,113,325,45,137,13,43,43,32,14,12,15,10,27,16,10
4057,2,3,212,570,101,226,29,72,74,47,57,41,29,15,30,40,16
4058,2,4,157,357,90,145,17,53,49,23,27,38,27,3,8,29,8
4059,2,4,149,361,65,130,17,57,36,33,28,25,23,6,22,28,18
4060,2,5,242,711,96,301,25,88,81,56,28,36,26,18,45,56,49
4061,2,6,230,517,119,190,21,64,50,41,26,59,24,11,40,40,20
4062,2,4,203,469,73,220,23,60,45,50,38,24,24,8,28,39,14
4063,2,3,153,427,64,180,20,43,51,33,23,25,25,8,24,32,19
4064,2,3,104,258,55,104,13,16,24,20,19,21,18,4,16,42,8
4065,2,3,80,247,32,96,11,34,29,37,13,11,14,4,16,25,16
4066,2,3,130,406,58,130,15,45,37,51,27,23,28,8,21,29,22
4067,2,4,141,407,43,172,23,35,41,35,27,14,25,8,18,36,17
4068,2,3,122,331,56,148,14,50,36,35,28,9,19,9,29,18,9
4069,2,4,153,436,51,193,20,36,46,30,22,16,24,8,27,44,19
4070,2,4,147,401,69,178,15,51,39,45,21,14,21,9,18,43,20
4071,2,4,111,312,38,126,12,33,40,28,12,16,16,6,24,33,20
4072,2,4,218,545,92,227,24,68,62,50,26,37,30,11,28,56,22
4073,2,4,186,607,70,232,28,62,71,61,24,21,31,17,52,31,21
4074,2,4,221,481,103,184,22,68,60,25,26,35,25,14,31,48,24
4075,2,3,162,469,51,213,17,70,63,51,16,14,18,13,31,30,19
4076,2,3,173,524,72,237,24,68,76,63,23,26,26,15,29,48,19
4077,2,3,81,212,33,85,9,25,23,9,13,11,10,6,19,20,12
4078,2,4,220,551,79,243,19,60,70,50,44,46,20,13,27,56,17
4079,2,4,222,512,101,211,22,56,50,46,35,42,25,11,45,42,23
4080,2,4,230,482,111,195,20,53,61,51,45,48,21,14,26,59,13
4081,2,4,162,436,80,177,17,70,57,44,18,27,18,12,41,30,15
4082,2,4,155,423,73,172,12,57,51,38,25,32,12,11,24,29,31
4083,2,4,172,449,85,168,16,54,52,38,30,44,21,12,21,34,23
4084,2,4,192,480,97,214,22,59,52,38,22,41,27,10,23,50,27
4085,2,3,113,235,73,94,10,21,24,10,20,32,24,0,10,44,5
4086,2,3,124,292,53,120,11,47,28,37,12,19,16,7,15,29,9
4087,2,4,113,341,47,144,15,44,35,45,13,17,16,10,24,31,12
4088,2,4,206,496,111,174,27,84,81,60,32,53,29,11,21,35,8
4089,2,4,168,420,48,153,19,48,45,38,38,24,27,9,27,32,15
4090,2,3,138,361,67,158,20,47,42,33,22,14,22,6,25,28,11
4091,2,3,132,325,71,111,16,41,30,35,28,27,32,4,25,31,9
4092,2,4,148,459,52,172,16,49,46,39,22,13,23,11,34,25,17
4093,2,4,204,568,75,237,17,71,63,55,32,22,18,16,36,57,29
4094,2,4,230,572,102,261,24,52,78,54,36,33,24,15,42,74,22
4095,2,4,270,682,113,273,24,84,90,60,47,40,30,20,42,58,24
4096,2,3,204,612,76,226,24,90,81,78,36,22,27,13,26,24,19
4097,2,2,124,330,43,119,16,46,31,25,21,13,19,6,36,8,17
4098,2,3,89,241,56,96,10,26,31,19,16,15,10,8,7,23,6
4099,2,4,202,388,99,184,20,64,40,35,29,48,28,8,15,57,18
4100,2,3,87,284,29,82,14,46,39,26,17,5,20,4,11,30,24
4101,2,4,212,556,92,245,24,84,72,47,26,29,24,16,29,52,21
4102,2,4,99,224,48,111,7,28,27,15,14,11,14,5,13,19,9
